stdg_Cd,bjd_Nm,vldsia_Rfld1_Area,vldsia_Rfld2_Area,vldsia_Rfld3_Area,vldsia_Rfld4_Area,vldsia_Rfld5_Area,vldsia_Rfld6_Area
4776031034,경상북도 영양군 입암면 신구리,4,12,8,4,3,7
4776031035,경상북도 영양군 입암면 양항리,1,0,0,0,0,2
4776031036,경상북도 영양군 입암면 연당리,4,15,13,6,8,21
4776031037,경상북도 영양군 입암면 교리,1,1,1,1,1,6
4776031038,경상북도 영양군 입암면 삼산리,6,4,9,4,4,6
4790037053,경상북도 예천군 유천면 고림리,43,43,20,5,15,2
4790037054,경상북도 예천군 유천면 송지리,8,5,4,1,5,1
4773044044,경상북도 의성군 다인면 양서리,3,10,9,10,4,8
4773044045,경상북도 의성군 다인면 용곡리,6,9,4,3,1,3
4773044047,경상북도 의성군 다인면 달제리,2,17,11,6,3,13
4773046045,경상북도 의성군 안평면 하령리,-,-,-,-,-,-
4773046046,경상북도 의성군 안평면 삼춘리,-,-,-,-,-,-
4773047021,경상북도 의성군 안사면 중하리,4,15,7,4,3,4
4773047022,경상북도 의성군 안사면 안사리,6,8,3,1,3,5
4831035021,경상남도 거제시 둔덕면 상둔리,3,4,3,2,2,7
4831035023,경상남도 거제시 둔덕면 거림리,5,11,11,3,2,5
4831035024,경상남도 거제시 둔덕면 산방리,2,4,3,1,1,1
4831035026,경상남도 거제시 둔덕면 하둔리,7,9,5,3,4,21
4831035027,경상남도 거제시 둔덕면 어구리,-,-,-,-,-,-
4831032021,경상남도 거제시 동부면 산촌리,21,18,7,3,4,10
4831032022,경상남도 거제시 동부면 산양리,10,14,5,4,2,7
4831032024,경상남도 거제시 동부면 부춘리,10,11,4,1,1,2
4831032025,경상남도 거제시 동부면 오송리,7,7,6,2,1,4
4831032027,경상남도 거제시 동부면 율포리,4,8,1,1,0,0
4831032028,경상남도 거제시 동부면 학동리,1,1,0,0,0,0
4831033021,경상남도 거제시 남부면 탑포리,4,6,8,4,2,8
4377036025,충청북도 음성군 생극면 팔성리,6,12,6,3,2,1
4377036027,충청북도 음성군 생극면 임곡리,7,5,5,2,1,2
4377036028,충청북도 음성군 생극면 방축리,8,7,4,4,2,6
4377036030,충청북도 음성군 생극면 차곡리,6,2,1,0,0,0
4377036031,충청북도 음성군 생극면 오생리,2,7,3,1,0,1
4376036039,충청북도 괴산군 청천면 지경리,5,8,0,0,0,0
4376036040,충청북도 괴산군 청천면 덕평리,3,15,1,0,0,0
4376036042,충청북도 괴산군 청천면 지촌리,0,14,0,0,0,0
4376036043,충청북도 괴산군 청천면 운교리,7,9,0,0,0,0
4377035032,충청북도 음성군 삼성면 대야리,14,40,32,14,4,5
4377034029,충청북도 음성군 대소면 삼호리,3,33,59,30,7,9
4377034031,충청북도 음성군 대소면 오류리,4,16,54,32,6,7
4777025000,경상북도 영덕군 영덕읍,63,83,32,17,8,15
4777025021,경상북도 영덕군 영덕읍 구미리,1,5,3,1,0,1
4777033032,경상북도 영덕군 달산면 대지리,6,29,4,2,1,1
4777033033,경상북도 영덕군 달산면 용평리,2,7,2,0,0,0
4777033034,경상북도 영덕군 달산면 매일리,5,7,3,1,2,3
4773031033,경상북도 의성군 단촌면 관덕리,0,4,3,1,0,0
4773025029,경상북도 의성군 의성읍 팔성리,0,1,1,1,2,2
4773025030,경상북도 의성군 의성읍 용연리,0,1,1,1,2,8
4773025032,경상북도 의성군 의성읍 철파리,1,2,2,3,1,3
4775025022,경상북도 청송군 청송읍 덕리,3,16,3,1,0,2
4775025024,경상북도 청송군 청송읍 청운리,5,39,20,10,5,5
4775025025,경상북도 청송군 청송읍 송생리,3,25,12,4,12,1
4775025027,경상북도 청송군 청송읍 거대리,1,15,9,2,0,1
4872035023,경상남도 의령군 용덕면 와요리,-,-,-,-,-,-
4872035024,경상남도 의령군 용덕면 가락리,0,0,1,1,0,0
4872035026,경상남도 의령군 용덕면 신촌리,0,0,0,0,0,2
4872035027,경상남도 의령군 용덕면 교암리,0,1,1,0,0,0
4872031029,경상남도 의령군 가례면 봉두리,2,10,2,1,1,1
4874034026,경상남도 창녕군 이방면 상리,1,1,2,0,0,0
4874034028,경상남도 창녕군 이방면 옥천리,1,4,1,0,0,0
4874034029,경상남도 창녕군 이방면 초곡리,5,4,1,1,0,0
4874034031,경상남도 창녕군 이방면 송곡리,1,1,1,1,0,0
4874034033,경상남도 창녕군 이방면 등림리,2,4,2,0,0,0
4874035000,경상남도 창녕군 유어면,39,33,65,8,4,1
4776034030,경상북도 영양군 수비면 수하리,5,14,17,10,6,13
4776034031,경상북도 영양군 수비면 발리리,9,17,14,4,2,4
4776034033,경상북도 영양군 수비면 죽파리,3,4,6,3,2,7
4776034035,경상북도 영양군 수비면 계리,6,14,15,6,4,8
4776034036,경상북도 영양군 수비면 본신리,4,0,0,0,0,0
4777033036,경상북도 영덕군 달산면 주응리,3,6,1,1,0,0
4777033038,경상북도 영덕군 달산면 인곡리,1,3,3,1,1,3
4777033039,경상북도 영덕군 달산면 용전리,1,3,1,1,0,3
4777033041,경상북도 영덕군 달산면 봉산리,1,2,1,0,0,1
4777034000,경상북도 영덕군 지품면,15,36,17,8,6,6
4380031034,충청북도 단양군 대강면 괴평리,1,0,2,0,1,1
4380031035,충청북도 단양군 대강면 사인암리,-,-,-,-,-,-
4380025000,충청북도 단양군 단양읍,2,0,0,1,0,5
4617033025,전라남도 나주시 반남면 신촌리,94,12,16,143,15,18
4615036021,전라남도 순천시 송광면 오봉리,1,0,0,0,0,0
4615036023,전라남도 순천시 송광면 신평리,3,2,2,2,0,1
4615036026,전라남도 순천시 송광면 후곡리,4,2,1,0,0,0
4615036027,전라남도 순천시 송광면 월산리,-,-,-,-,-,-
4833033023,경상남도 양산시 상북면 소토리,3,30,10,25,5,0
4719036021,경상북도 구미시 장천면 상장리,6,6,4,2,0,1
4719036022,경상북도 구미시 장천면 하장리,3,9,2,1,0,1
4719036024,경상북도 구미시 장천면 금산리,2,3,1,1,0,0
4719036025,경상북도 구미시 장천면 오로리,2,3,1,1,0,0
4719036027,경상북도 구미시 장천면 여남리,3,6,4,3,4,1
4719036029,경상북도 구미시 장천면 신장리,4,12,8,2,2,2
4721033028,경상북도 영주시 문수면 조제리,4,8,9,4,1,0
4721033029,경상북도 영주시 문수면 수도리,1,3,2,2,0,1
4374037022,충청북도 영동군 용화면 조동리,5,8,1,0,0,0
4374037023,충청북도 영동군 용화면 안정리,3,7,2,0,0,0
4374037025,충청북도 영동군 용화면 용강리,2,2,1,0,0,0
4374037026,충청북도 영동군 용화면 여의리,2,2,0,1,0,0
4775034046,경상북도 청송군 현서면 두현리,7,11,1,0,0,0
4775035000,경상북도 청송군 안덕면,25,63,21,12,14,17
4775033031,경상북도 청송군 현동면 월매리,2,9,2,0,0,0
4775033032,경상북도 청송군 현동면 개일리,5,13,4,0,0,1
4775033034,경상북도 청송군 현동면 인지리,5,13,1,0,0,1
4775034000,경상북도 청송군 현서면,35,78,12,2,1,3
4773038000,경상북도 의성군 봉양면,15,33,19,14,9,19
4773037047,경상북도 의성군 금성면 개일리,0,0,1,1,0,0
4831037027,경상남도 거제시 연초면 명동리,2,11,3,3,1,3
4888040023,경상남도 거창군 가조면 석강리,42,41,56,14,5,9
4888040024,경상남도 거창군 가조면 사병리,63,44,23,11,6,6
4888040025,경상남도 거창군 가조면 일부리,44,83,55,82,6,20
4888040028,경상남도 거창군 가조면 마상리,29,36,10,6,2,3
4888040029,경상남도 거창군 가조면 수월리,37,58,41,8,28,14
4888041000,경상남도 거창군 가북면,85,76,49,23,16,26
4888041021,경상남도 거창군 가북면 용산리,34,19,15,5,1,3
4888041022,경상남도 거창군 가북면 우혜리,9,15,7,4,5,6
4888041024,경상남도 거창군 가북면 해평리,10,8,3,2,1,5
4888041025,경상남도 거창군 가북면 용암리,10,11,4,3,3,6
4888041027,경상남도 거창군 가북면 박암리,15,7,2,1,3,1
4773044037,경상북도 의성군 다인면 산내리,13,37,45,26,20,47
4773044038,경상북도 의성군 다인면 가원리,4,15,24,27,21,64
4773044040,경상북도 의성군 다인면 도암리,1,5,6,9,4,17
4313010500,충청북도 충주시 교현동,-,-,-,-,-,-
4313010700,충청북도 충주시 호암동,1,1,1,0,0,0
4313010800,충청북도 충주시 직동,-,-,-,-,-,-
4313011000,충청북도 충주시 풍동,2,0,0,0,0,1
4873025026,경상남도 함안군 가야읍 혈곡리,1,0,0,1,1,2
4873025027,경상남도 함안군 가야읍 춘곡리,0,0,0,0,0,3
4873025029,경상남도 함안군 가야읍 가야리,1,0,0,0,0,2
4873025030,경상남도 함안군 가야읍 묘사리,1,0,0,1,0,3
4873031000,경상남도 함안군 함안면,6,2,7,2,7,21
4873031021,경상남도 함안군 함안면 봉성리,1,0,1,2,6,10
4873031023,경상남도 함안군 함안면 괴산리,0,0,1,0,0,2
4873031025,경상남도 함안군 함안면 강명리,1,0,1,0,0,0
4872042031,경상남도 의령군 유곡면 세간리,2,8,4,1,0,1
4873000000,경상남도 함안군,277,115,142,34,43,120
4775037050,경상북도 청송군 진보면 괴정리,0,10,3,3,2,1
4775037036,경상북도 청송군 진보면 진안리,0,17,6,2,0,2
4775037037,경상북도 청송군 진보면 이촌리,0,21,18,1,0,6
4775037038,경상북도 청송군 진보면 후평리,3,11,6,3,1,2
4775037040,경상북도 청송군 진보면 기곡리,0,7,2,0,0,0
4775037042,경상북도 청송군 진보면 부곡리,0,12,2,1,0,0
4775037043,경상북도 청송군 진보면 세장리,0,12,0,1,1,1
4790025031,경상북도 예천군 예천읍 왕신리,22,34,16,9,8,5
4790025032,경상북도 예천군 예천읍 청복리,4,3,4,2,2,1
4790025034,경상북도 예천군 예천읍 우계리,3,1,1,1,0,0
4790025035,경상북도 예천군 예천읍 갈구리,6,3,3,1,2,0
4790025037,경상북도 예천군 예천읍 용산리,5,5,7,8,5,1
4790025038,경상북도 예천군 예천읍 고평리,27,18,8,4,7,1
4872042029,경상남도 의령군 유곡면 당동리,0,4,2,1,1,1
4872039023,경상남도 의령군 부림면 입산리,0,0,2,0,0,0
4872039024,경상남도 의령군 부림면 경산리,-,-,-,-,-,-
4729037023,경상북도 경산시 남천면 산전리,-,-,-,-,-,-
4729037024,경상북도 경산시 남천면 대명리,-,-,-,-,-,-
4729037026,경상북도 경산시 남천면 삼성리,-,-,-,-,-,-
4729037027,경상북도 경산시 남천면 금곡리,-,-,-,-,-,-
4729037029,경상북도 경산시 남천면 신방리,-,-,-,-,-,-
4729037031,경상북도 경산시 남천면 원리,-,-,-,-,-,-
4729037032,경상북도 경산시 남천면 하도리,-,-,-,-,-,-
4775032000,경상북도 청송군 부남면,18,80,38,15,10,14
4773039000,경상북도 의성군 비안면,94,100,64,32,15,21
4773039042,경상북도 의성군 비안면 자락리,10,13,5,3,1,1
4773041029,경상북도 의성군 단밀면 속암리,8,26,13,7,3,4
4773041030,경상북도 의성군 단밀면 용곡리,21,76,29,14,5,18
4773041032,경상북도 의성군 단밀면 주선리,39,28,16,11,3,13
4423035030,충청남도 논산시 부적면 신교리,17,41,24,14,8,11
4423035032,충청남도 논산시 부적면 아호리,14,22,25,16,9,18
4423035033,충청남도 논산시 부적면 부인리,32,130,98,56,44,91
4423035022,충청남도 논산시 부적면 덕평리,10,44,35,19,27,20
4717038026,경상북도 안동시 임하면 고곡리,2,2,1,0,0,0
4717038028,경상북도 안동시 임하면 노산리,0,1,0,0,0,0
4717041028,경상북도 안동시 예안면 동천리,-,-,-,-,-,-
4717040026,경상북도 안동시 임동면 위리,3,4,1,0,1,0
4717040028,경상북도 안동시 임동면 박곡리,0,1,0,0,0,0
4717040030,경상북도 안동시 임동면 사월리,1,0,0,0,0,0
4717040031,경상북도 안동시 임동면 지리,4,3,3,3,1,21
4776025021,경상북도 영양군 영양읍 동부리,4,3,3,2,2,5
4776025023,경상북도 영양군 영양읍 감천리,7,13,8,2,1,1
4776025024,경상북도 영양군 영양읍 전곡리,-,-,-,-,-,-
4776025026,경상북도 영양군 영양읍 삼지리,12,41,26,11,8,10
4776025027,경상북도 영양군 영양읍 현리,6,32,19,11,7,12
4776025028,경상북도 영양군 영양읍 하원리,14,21,15,8,4,14
4776025029,경상북도 영양군 영양읍 상원리,2,10,5,3,2,8
4776025031,경상북도 영양군 영양읍 무창리,13,4,3,2,2,5
4776025032,경상북도 영양군 영양읍 대천리,11,18,10,5,3,3
4773031031,경상북도 의성군 단촌면 하화리,0,3,1,1,0,0
4773025028,경상북도 의성군 의성읍 비봉리,0,1,2,1,2,1
4773034031,경상북도 의성군 사곡면 양지리,0,2,3,3,2,7
4775035039,경상북도 청송군 안덕면 노래리,2,0,0,0,1,1
4775037045,경상북도 청송군 진보면 각산리,1,15,3,3,2,4
4775037046,경상북도 청송군 진보면 월전리,0,3,0,1,2,2
4775037048,경상북도 청송군 진보면 고현리,0,7,1,0,1,1
4775037049,경상북도 청송군 진보면 신촌리,1,7,6,1,1,1
4790031048,경상북도 예천군 용문면 두천리,4,2,1,1,0,0
4790031049,경상북도 예천군 용문면 사부리,4,3,1,1,0,1
4790031050,경상북도 예천군 용문면 내지리,4,2,0,2,1,1
4773043030,경상북도 의성군 안계면 용기리,3,23,23,24,12,25
4773046000,경상북도 의성군 안평면,1,4,1,1,2,4
4822031021,경상남도 통영시 용남면 화삼리,0,2,2,2,0,3
4822011500,경상남도 통영시 미수동,2,1,0,1,0,0
4831010600,경상남도 거제시 옥포동,2,2,1,1,0,0
4831010700,경상남도 거제시 덕포동,0,1,3,0,1,0
4831031000,경상남도 거제시 일운면,13,15,8,5,2,5
4831031021,경상남도 거제시 일운면 망치리,2,2,2,1,0,1
4831031023,경상남도 거제시 일운면 와현리,2,1,0,0,0,1
4376025027,충청북도 괴산군 괴산읍 능촌리,48,42,9,2,1,0
4376025029,충청북도 괴산군 괴산읍 대덕리,12,14,6,1,0,0
4376025031,충청북도 괴산군 괴산읍 검승리,9,18,17,25,16,16
4376032028,충청북도 괴산군 장연면 송덕리,19,32,7,10,4,2
4376033021,충청북도 괴산군 연풍면 삼풍리,8,27,12,6,4,3
4376033023,충청북도 괴산군 연풍면 주진리,13,20,9,5,0,1
4376037031,충청북도 괴산군 청안면 장암리,0,17,2,1,2,0
4717041000,경상북도 안동시 예안면,6,18,8,1,1,3
4717041021,경상북도 안동시 예안면 천전리,-,-,-,-,-,-
4717041023,경상북도 안동시 예안면 귀단리,0,1,1,0,0,0
4717042028,경상북도 안동시 도산면 온혜리,10,11,4,4,4,3
4719011500,경상북도 구미시 사곡동,1,0,0,0,0,0
4719011600,경상북도 구미시 상모동,0,1,0,0,0,0
4719011800,경상북도 구미시 오태동,1,2,0,0,0,0
4719011900,경상북도 구미시 신동,16,6,3,2,1,0
4719012000,경상북도 구미시 구평동,1,0,0,0,0,0
4719012200,경상북도 구미시 인의동,-,-,-,-,-,-
4719012300,경상북도 구미시 진평동,-,-,-,-,-,-
4719012600,경상북도 구미시 양호동,2,2,0,1,0,0
4719012800,경상북도 구미시 옥계동,-,-,-,-,-,-
4719012900,경상북도 구미시 구포동,2,1,1,0,0,0
4719013000,경상북도 구미시 금전동,1,1,0,1,0,0
4889025021,경상남도 합천군 합천읍 합천리,0,2,2,0,0,0
4889025022,경상남도 합천군 합천읍 금양리,0,0,3,3,0,0
4889025024,경상남도 합천군 합천읍 내곡리,1,4,2,2,1,1
4889025025,경상남도 합천군 합천읍 서산리,5,20,7,4,2,5
4889025027,경상남도 합천군 합천읍 외곡리,6,4,1,0,0,1
4873038026,경상남도 함안군 산인면 부봉리,23,7,9,1,0,1
4873039000,경상남도 함안군 여항면,31,4,6,1,0,1
4873039021,경상남도 함안군 여항면 외암리,1,4,6,1,0,0
4873039023,경상남도 함안군 여항면 주서리,23,0,0,0,0,0
4873039024,경상남도 함안군 여항면 주동리,6,0,0,0,0,0
4874000000,경상남도 창녕군,765,1485,872,180,71,107
4873038023,경상남도 함안군 산인면 모곡리,0,2,2,2,2,3
4874036000,경상남도 창녕군 대지면,30,37,51,21,9,14
4729034030,경상북도 경산시 용성면 외촌리,4,2,1,1,0,0
4729034032,경상북도 경산시 용성면 고죽리,-,-,-,-,-,-
4729034033,경상북도 경산시 용성면 미산리,1,3,2,1,0,0
4729034037,경상북도 경산시 용성면 가척리,0,0,1,0,0,0
4729034038,경상북도 경산시 용성면 용천리,1,5,4,0,0,0
4729037000,경상북도 경산시 남천면,1,1,1,0,0,0
4790039024,경상북도 예천군 개포면 이사리,6,1,1,0,0,0
4790039027,경상북도 예천군 개포면 가곡리,57,49,31,27,19,43
4790039028,경상북도 예천군 개포면 황산리,30,46,15,7,19,2
4790039029,경상북도 예천군 개포면 장송리,11,9,10,5,5,0
4773037050,경상북도 의성군 금성면 수정리,0,0,0,0,1,2
4873034028,경상남도 함안군 대산면 장암리,8,0,0,0,0,0
4873035000,경상남도 함안군 칠서면,17,4,5,3,4,3
4873035021,경상남도 함안군 칠서면 회산리,-,-,-,-,-,-
4873035023,경상남도 함안군 칠서면 구포리,1,0,0,3,3,3
4776031000,경상북도 영양군 입암면,57,120,108,71,45,174
4776000000,경상북도 영양군,427,856,631,322,193,500
4773040000,경상북도 의성군 구천면,40,121,107,68,45,117
4776035034,경상북도 영양군 석보면 원리리,5,9,8,3,2,5
4776035035,경상북도 영양군 석보면 옥계리,1,4,4,3,2,5
4776035037,경상북도 영양군 석보면 요원리,-,-,-,-,-,-
4776035039,경상북도 영양군 석보면 신평리,3,6,4,2,1,3
4776035040,경상북도 영양군 석보면 포산리,1,0,1,2,0,2
4776035042,경상북도 영양군 석보면 화매리,8,19,10,7,4,10
4776035043,경상북도 영양군 석보면 답곡리,11,16,9,4,3,4
4776035044,경상북도 영양군 석보면 홍계리,-,-,-,-,-,-
4776035046,경상북도 영양군 석보면 삼의리,-,-,-,-,-,-
4777000000,경상북도 영덕군,969,1438,532,322,178,326
4790039031,경상북도 예천군 개포면 갈마리,4,2,1,1,1,3
4790039032,경상북도 예천군 개포면 풍정리,9,10,8,2,5,1
4790039022,경상북도 예천군 개포면 경진리,10,13,15,7,4,7
4790039023,경상북도 예천군 개포면 동송리,7,10,2,2,2,0
4775000000,경상북도 청송군,183,833,274,151,90,120
4872036024,경상남도 의령군 정곡면 오방리,3,10,10,0,0,0
4872036026,경상남도 의령군 정곡면 성황리,10,25,27,28,4,6
4872036028,경상남도 의령군 정곡면 가현리,-,-,-,-,-,-
4872036029,경상남도 의령군 정곡면 백곡리,0,3,1,1,0,0
4872037000,경상남도 의령군 지정면,72,33,20,20,47,26
4872037021,경상남도 의령군 지정면 봉곡리,2,0,1,0,0,0
4872039022,경상남도 의령군 부림면 막곡리,0,1,1,0,0,0
4872035029,경상남도 의령군 용덕면 정동리,1,3,2,6,1,1
4872035030,경상남도 의령군 용덕면 운곡리,0,1,0,1,0,0
4872035032,경상남도 의령군 용덕면 용소리,0,0,2,1,2,2
4872036000,경상남도 의령군 정곡면,38,89,85,75,16,17
4874042030,경상남도 창녕군 부곡면 수다리,4,7,2,0,0,0
4874034024,경상남도 창녕군 이방면 현창리,2,3,1,1,0,0
4874040021,경상남도 창녕군 도천면 도천리,20,7,5,3,2,2
4874040022,경상남도 창녕군 도천면 일리,10,9,6,4,1,1
4790034041,경상북도 예천군 감천면 벌방리,3,2,2,0,0,0
4790034042,경상북도 예천군 감천면 수한리,3,1,0,0,0,0
4790034044,경상북도 예천군 감천면 증거리,5,1,0,0,0,0
4790034045,경상북도 예천군 감천면 돈산리,6,1,0,0,0,0
4790034046,경상북도 예천군 감천면 유리,12,3,2,1,1,1
4790034047,경상북도 예천군 감천면 미석리,9,2,1,1,3,1
4790034049,경상북도 예천군 감천면 장산리,5,4,0,0,1,0
4822025028,경상남도 통영시 산양읍 곤리리,-,-,-,-,-,-
4822025030,경상남도 통영시 산양읍 저림리,-,-,-,-,-,-
4822025031,경상남도 통영시 산양읍 연곡리,-,-,-,-,-,-
4822031000,경상남도 통영시 용남면,25,49,37,23,17,51
4776031040,경상북도 영양군 입암면 대천리,1,2,5,2,0,4
4776031041,경상북도 영양군 입암면 금학리,0,1,1,0,1,1
4776033042,경상북도 영양군 일월면 가곡리,7,21,15,5,3,4
4776034000,경상북도 영양군 수비면,58,137,146,50,32,67
4777031031,경상북도 영덕군 강구면 강구리,0,1,0,0,0,0
4777031032,경상북도 영덕군 강구면 오포리,6,16,2,0,0,0
4777031033,경상북도 영덕군 강구면 삼사리,0,1,0,0,0,0
4777031035,경상북도 영덕군 강구면 상직리,2,3,1,0,0,1
4773000000,경상북도 의성군,471,1133,953,744,472,939
4773025000,경상북도 의성군 의성읍,3,16,24,21,23,47
4773025021,경상북도 의성군 의성읍 후죽리,0,1,1,1,1,3
4773025023,경상북도 의성군 의성읍 상리리,0,0,0,0,1,1
4777034043,경상북도 영덕군 지품면 용덕리,0,1,1,0,0,0
4777034044,경상북도 영덕군 지품면 송천리,0,2,1,0,0,1
4777034046,경상북도 영덕군 지품면 수암리,1,2,1,1,1,2
4777034047,경상북도 영덕군 지품면 복곡리,1,1,0,0,0,0
4777034049,경상북도 영덕군 지품면 지품리,-,-,-,-,-,-
4777034051,경상북도 영덕군 지품면 황장리,-,-,-,-,-,-
4777034052,경상북도 영덕군 지품면 신안리,1,2,0,0,0,0
4777034054,경상북도 영덕군 지품면 율전리,0,1,0,0,0,0
4777034055,경상북도 영덕군 지품면 도계리,0,1,1,0,0,0
4713032030,경상북도 경주시 양남면 석읍리,0,2,0,0,0,0
4713032032,경상북도 경주시 양남면 환서리,1,4,2,1,1,1
4713032033,경상북도 경주시 양남면 상라리,1,1,1,0,0,0
4713032035,경상북도 경주시 양남면 나아리,0,0,1,0,0,0
4713033000,경상북도 경주시 내남면,22,84,21,13,5,29
4713033022,경상북도 경주시 내남면 노곡리,0,3,1,1,0,3
4713033024,경상북도 경주시 내남면 이조리,1,7,1,0,0,0
4713033025,경상북도 경주시 내남면 용장리,3,11,1,1,1,0
4713032025,경상북도 경주시 양남면 효동리,1,1,1,1,0,0
4713037021,경상북도 경주시 강동면 모서리,13,9,16,0,0,1
4889038027,경상남도 합천군 덕곡면 본곡리,3,3,3,1,2,4
4889033022,경상남도 합천군 가야면 대전리,11,14,11,10,2,2
4889033023,경상남도 합천군 가야면 가천리,1,2,9,4,5,12
4889033025,경상남도 합천군 가야면 성기리,6,8,8,2,1,5
4889033026,경상남도 합천군 가야면 매안리,15,19,20,11,7,13
4889033028,경상남도 합천군 가야면 청현리,5,4,13,1,1,3
4889033029,경상남도 합천군 가야면 이천리,6,3,4,4,1,2
4889039028,경상남도 합천군 청덕면 성태리,1,4,1,1,0,1
4715045030,경상북도 김천시 증산면 황점리,-,-,-,-,-,-
4717000000,경상북도 안동시,720,911,3613,310,160,407
4715044030,경상북도 김천시 대덕면 문의리,-,-,-,-,-,-
4717013900,경상북도 안동시 정상동,2,3,1,0,0,0
4715043030,경상북도 김천시 부항면 파천리,0,0,1,0,0,0
4715043031,경상북도 김천시 부항면 안간리,-,-,-,-,-,-
4715043032,경상북도 김천시 부항면 두산리,-,-,-,-,-,-
4889035028,경상남도 합천군 율곡면 율진리,0,0,2,4,0,0
4889036024,경상남도 합천군 초계면 대동리,0,1,3,3,0,1
4889036025,경상남도 합천군 초계면 상대리,1,6,6,3,1,3
4889036027,경상남도 합천군 초계면 원당리,1,4,2,1,0,1
4889037029,경상남도 합천군 쌍책면 다라리,1,2,4,4,2,1
4775025029,경상북도 청송군 청송읍 부곡리,3,8,4,4,1,2
4775032033,경상북도 청송군 부남면 하속리,3,5,4,0,0,0
4775032034,경상북도 청송군 부남면 구천리,4,7,4,1,0,1
4775032036,경상북도 청송군 부남면 이현리,1,8,3,2,2,2
4376025026,충청북도 괴산군 괴산읍 사창리,25,20,5,1,0,0
4776033032,경상북도 영양군 일월면 주곡리,20,25,10,4,2,4
4776033033,경상북도 영양군 일월면 곡강리,3,17,14,6,1,5
4776033034,경상북도 영양군 일월면 문암리,3,14,20,15,8,35
4776033036,경상북도 영양군 일월면 용화리,4,5,9,7,5,7
4776033037,경상북도 영양군 일월면 도계리,12,30,18,7,4,9
4776033039,경상북도 영양군 일월면 가천리,5,29,15,7,3,3
4776033040,경상북도 영양군 일월면 도곡리,4,11,4,2,1,3
4481040024,충청남도 예산군 오가면 신석리,1,11,16,11,6,21
4481040026,충청남도 예산군 오가면 좌방리,1,5,14,7,8,24
4481040027,충청남도 예산군 오가면 분천리,1,3,7,7,5,20
4481040029,충청남도 예산군 오가면 내량리,1,13,20,14,5,15
4481040030,충청남도 예산군 오가면 원천리,3,24,28,20,9,25
4481040032,충청남도 예산군 오가면 오촌리,1,11,23,14,7,25
4315011200,충청북도 제천시 신월동,4,12,15,10,8,19
4315011400,충청북도 제천시 모산동,0,1,10,18,14,21
4315011500,충청북도 제천시 고암동,5,4,3,2,2,5
4315011700,충청북도 제천시 흑석동,1,4,5,4,3,4
4315011800,충청북도 제천시 두학동,0,9,11,7,8,13
4313043000,충청북도 충주시 소태면,46,86,37,27,9,21
4313043022,충청북도 충주시 소태면 복탄리,13,22,15,10,3,11
4313043024,충청북도 충주시 소태면 주치리,2,9,5,1,1,4
4313043025,충청북도 충주시 소태면 구룡리,2,4,3,1,0,0
4313043027,충청북도 충주시 소태면 동막리,11,3,2,1,0,0
4313043028,충청북도 충주시 소태면 양촌리,4,3,1,1,0,2
4471032022,충청남도 금산군 제원면 명암리,3,6,1,0,0,0
4471032025,충청남도 금산군 제원면 구억리,3,5,2,1,0,0
4471032027,충청남도 금산군 제원면 길곡리,1,3,1,0,0,0
4471032028,충청남도 금산군 제원면 신안리,0,1,1,0,0,0
4471032030,충청남도 금산군 제원면 저곡리,3,8,1,0,0,0
4471032031,충청남도 금산군 제원면 금성리,2,6,4,3,1,1
4471032033,충청남도 금산군 제원면 천내리,6,6,2,1,0,0
4423040021,충청남도 논산시 가야곡면 육곡리,2,15,6,2,5,24
4423040022,충청남도 논산시 가야곡면 강청리,7,24,8,3,5,5
4471031030,충청남도 금산군 금성면 하신리,4,8,6,4,1,3
4471025024,충청남도 금산군 금산읍 상리,-,-,-,-,-,-
4471025025,충청남도 금산군 금산읍 아인리,6,16,3,1,0,0
4418025027,충청남도 보령시 웅천읍 구룡리,1,12,11,7,9,11
4418025028,충청남도 보령시 웅천읍 관당리,1,12,9,11,14,19
4418025030,충청남도 보령시 웅천읍 소황리,0,11,8,3,4,25
4418025031,충청남도 보령시 웅천읍 황교리,3,16,6,7,10,13
4418025033,충청남도 보령시 웅천읍 노천리,29,120,141,65,83,88
4418031000,충청남도 보령시 주포면,10,64,91,49,17,24
4418031022,충청남도 보령시 주포면 마강리,1,14,27,11,2,6
4418031024,충청남도 보령시 주포면 관산리,1,7,5,6,3,5
4418031025,충청남도 보령시 주포면 연지리,5,18,23,3,5,3
4471025027,충청남도 금산군 금산읍 계진리,11,20,5,2,1,1
4471025029,충청남도 금산군 금산읍 음지리,14,51,10,7,2,2
4479031025,충청남도 청양군 운곡면 신대리,17,36,26,3,1,2
4479031026,충청남도 청양군 운곡면 영양리,23,115,28,6,4,2
4479031028,충청남도 청양군 운곡면 광암리,16,105,21,3,0,2
4479031029,충청남도 청양군 운곡면 추광리,17,42,8,1,1,2
4479032021,충청남도 청양군 대치면 주정리,4,13,21,9,4,2
4479032023,충청남도 청양군 대치면 광금리,2,15,10,1,0,1
4479032024,충청남도 청양군 대치면 구치리,0,15,9,2,0,0
4479032026,충청남도 청양군 대치면 개곡리,1,1,1,0,0,1
4479032028,충청남도 청양군 대치면 광대리,0,2,2,0,0,1
4415012200,충청남도 공주시 쌍신동,12,14,19,18,14,39
4415012400,충청남도 공주시 검상동,2,9,5,6,1,4
4415025000,충청남도 공주시 유구읍,16,95,102,101,116,365
