stdg_Cd,bjd_Nm,allvplain_Tpgraphy_Area,alpine_Tpgraphy_Area,diluvial_Tpgraphy_Area,etc_Area,hilly_Tpgraphy_Area,lavaplain_Tpgraphy_Area,lavaplate_Tpgraphy_Area,marnplain_Tpgraphy_Area,mount_Tpgraphy_Area,piedmont_Tpgraphy_Area,valley_Tpgraphy_Area
4790039023,경상북도 예천군 개포면 동송리,84,0,0,121,2,0,0,0,179,5,47
4775000000,경상북도 청송군,2483,8,547,2168,2597,0,0,0,63019,6760,7185
4872036024,경상남도 의령군 정곡면 오방리,0,0,0,3,0,0,0,0,325,23,49
4872036026,경상남도 의령군 정곡면 성황리,10,0,0,22,5,0,0,0,168,18,59
4872036028,경상남도 의령군 정곡면 가현리,31,0,0,23,25,0,0,0,14,0,12
4872036029,경상남도 의령군 정곡면 백곡리,115,0,0,33,76,0,0,0,164,11,71
4872037000,경상남도 의령군 지정면,483,0,0,243,230,0,0,0,2991,83,662
4872037021,경상남도 의령군 지정면 봉곡리,26,0,0,6,23,0,0,0,337,9,110
4872039022,경상남도 의령군 부림면 막곡리,0,0,0,1,19,0,0,0,161,8,54
4872035029,경상남도 의령군 용덕면 정동리,93,0,0,47,39,0,0,0,125,0,55
4872035030,경상남도 의령군 용덕면 운곡리,0,0,0,3,9,0,0,0,97,0,41
4872035032,경상남도 의령군 용덕면 용소리,0,0,0,2,4,0,0,0,341,11,48
4872036000,경상남도 의령군 정곡면,383,0,0,245,263,0,0,0,2401,161,562
4874042030,경상남도 창녕군 부곡면 수다리,52,0,0,5,0,0,0,0,598,126,38
4874034024,경상남도 창녕군 이방면 현창리,150,0,0,86,15,0,0,0,142,4,25
4874040021,경상남도 창녕군 도천면 도천리,116,0,0,8,56,0,0,0,41,1,48
4874040022,경상남도 창녕군 도천면 일리,61,0,0,6,8,0,0,0,19,3,40
4790034041,경상북도 예천군 감천면 벌방리,10,0,0,6,16,0,0,0,179,91,55
4790034042,경상북도 예천군 감천면 수한리,0,0,0,0,0,0,0,0,172,98,58
4790034044,경상북도 예천군 감천면 증거리,0,0,0,0,0,0,0,0,122,20,55
4790034045,경상북도 예천군 감천면 돈산리,0,0,0,0,2,0,0,0,242,42,133
4790034046,경상북도 예천군 감천면 유리,32,0,0,5,0,0,0,0,283,4,186
4790034047,경상북도 예천군 감천면 미석리,90,0,0,18,0,0,0,0,201,0,132
4790034049,경상북도 예천군 감천면 장산리,10,0,0,33,0,0,0,0,196,0,123
4822025028,경상남도 통영시 산양읍 곤리리,0,0,0,5,0,0,0,0,83,10,5
4822025030,경상남도 통영시 산양읍 저림리,0,0,0,15,0,0,0,0,100,16,0
4822025031,경상남도 통영시 산양읍 연곡리,0,0,0,15,0,0,0,0,102,27,0
4822031000,경상남도 통영시 용남면,0,0,0,51,0,0,0,98,1041,254,252
4776031040,경상북도 영양군 입암면 대천리,4,0,0,13,46,0,0,0,618,61,71
4776031041,경상북도 영양군 입암면 금학리,2,0,0,5,32,0,0,0,1085,99,37
4776033042,경상북도 영양군 일월면 가곡리,9,0,10,9,13,0,0,0,563,31,128
4776034000,경상북도 영양군 수비면,95,95,21,287,212,0,0,0,18949,1134,1013
4777031031,경상북도 영덕군 강구면 강구리,0,0,0,18,3,0,0,28,66,6,8
4777031032,경상북도 영덕군 강구면 오포리,7,0,0,19,11,0,0,76,64,2,23
4777031033,경상북도 영덕군 강구면 삼사리,0,0,0,4,45,0,0,20,76,13,27
4777031035,경상북도 영덕군 강구면 상직리,0,0,0,10,14,0,0,0,815,10,107
4773025000,경상북도 의성군 의성읍,371,0,66,173,1069,0,0,0,3565,248,1335
4773025021,경상북도 의성군 의성읍 후죽리,37,0,4,13,57,0,0,0,67,1,78
4773025023,경상북도 의성군 의성읍 상리리,17,0,0,1,40,0,0,0,456,13,101
4777034043,경상북도 영덕군 지품면 용덕리,2,0,0,14,17,0,0,0,769,111,34
4777034044,경상북도 영덕군 지품면 송천리,0,0,0,13,0,0,0,0,1194,163,47
4777034046,경상북도 영덕군 지품면 수암리,10,0,0,8,3,0,0,0,865,96,80
4777034047,경상북도 영덕군 지품면 복곡리,3,6,0,9,0,0,0,0,520,50,72
4777034049,경상북도 영덕군 지품면 지품리,0,0,0,4,52,0,0,0,286,51,60
4777034051,경상북도 영덕군 지품면 황장리,0,0,0,2,42,0,0,0,617,57,79
4777034052,경상북도 영덕군 지품면 신안리,18,0,0,27,1,0,0,0,574,24,96
4777034054,경상북도 영덕군 지품면 율전리,0,0,0,2,1,0,0,0,322,16,55
4777034055,경상북도 영덕군 지품면 도계리,0,0,0,1,0,0,0,0,847,92,66
4713032030,경상북도 경주시 양남면 석읍리,2,0,0,9,7,0,0,0,219,54,23
4713032032,경상북도 경주시 양남면 환서리,65,0,1,27,0,0,0,0,337,66,21
4713032033,경상북도 경주시 양남면 상라리,11,0,0,9,1,0,0,0,585,39,81
4713032035,경상북도 경주시 양남면 나아리,0,0,1,5,40,0,0,58,129,26,13
4713033000,경상북도 경주시 내남면,509,4,198,373,164,0,0,0,8114,1762,1005
4713033022,경상북도 경주시 내남면 노곡리,27,0,40,33,14,0,0,0,1299,174,139
4713033024,경상북도 경주시 내남면 이조리,137,0,10,39,2,0,0,0,90,24,13
4713033025,경상북도 경주시 내남면 용장리,117,0,5,70,16,0,0,0,569,87,96
4713032025,경상북도 경주시 양남면 효동리,0,0,0,10,166,0,0,0,963,182,102
4713037021,경상북도 경주시 강동면 모서리,129,0,0,4,0,0,0,0,171,31,81
4889038027,경상남도 합천군 덕곡면 본곡리,5,0,0,3,83,0,0,0,270,4,118
4889033022,경상남도 합천군 가야면 대전리,1,0,0,11,25,0,0,0,473,174,50
4889033023,경상남도 합천군 가야면 가천리,0,0,0,1,7,0,0,0,290,97,52
4889033025,경상남도 합천군 가야면 성기리,0,0,2,8,26,0,0,0,689,203,74
4889033026,경상남도 합천군 가야면 매안리,0,0,13,10,34,0,0,0,77,55,124
4889033028,경상남도 합천군 가야면 청현리,0,0,0,3,5,0,0,0,473,80,66
4889033029,경상남도 합천군 가야면 이천리,1,0,0,11,4,0,0,0,283,46,47
4889039028,경상남도 합천군 청덕면 성태리,36,0,0,14,7,0,0,0,295,9,67
4715045030,경상북도 김천시 증산면 황점리,0,0,0,6,11,0,0,0,1025,154,48
4715044030,경상북도 김천시 대덕면 문의리,0,0,1,6,0,0,0,0,266,47,89
4717013900,경상북도 안동시 정상동,13,0,0,83,0,0,0,0,306,23,147
4715043030,경상북도 김천시 부항면 파천리,0,0,0,7,1,0,0,0,1012,197,93
4715043031,경상북도 김천시 부항면 안간리,0,0,0,1,0,0,0,0,363,98,53
4715043032,경상북도 김천시 부항면 두산리,0,0,0,6,0,0,0,0,267,47,36
4889035028,경상남도 합천군 율곡면 율진리,87,0,0,25,14,0,0,0,463,4,83
4889036024,경상남도 합천군 초계면 대동리,3,0,0,3,13,0,0,0,101,9,50
4889036025,경상남도 합천군 초계면 상대리,5,0,0,9,8,0,0,0,89,70,65
4889036027,경상남도 합천군 초계면 원당리,0,0,5,4,14,0,0,0,167,113,76
4889037029,경상남도 합천군 쌍책면 다라리,28,0,0,17,7,0,0,0,171,0,43
4775025029,경상북도 청송군 청송읍 부곡리,5,0,0,6,25,0,0,0,891,75,142
4775032033,경상북도 청송군 부남면 하속리,21,0,0,17,0,0,0,0,745,137,28
4775032034,경상북도 청송군 부남면 구천리,92,0,12,22,24,0,0,0,734,79,13
4775032036,경상북도 청송군 부남면 이현리,27,0,0,24,0,0,0,0,1353,131,62
4376025026,충청북도 괴산군 괴산읍 사창리,7,0,0,6,1,0,0,0,194,0,145
4776033032,경상북도 영양군 일월면 주곡리,21,0,0,9,20,0,0,0,524,49,95
4776033033,경상북도 영양군 일월면 곡강리,22,0,8,38,7,0,0,0,137,53,15
4776033034,경상북도 영양군 일월면 문암리,6,0,0,23,27,0,0,0,621,97,90
4776033036,경상북도 영양군 일월면 용화리,22,0,0,15,3,0,0,0,3207,222,65
4776033037,경상북도 영양군 일월면 도계리,34,0,4,18,13,0,0,0,670,77,103
4776033039,경상북도 영양군 일월면 가천리,2,0,0,39,8,0,0,0,722,143,43
4776033040,경상북도 영양군 일월면 도곡리,9,0,0,14,11,0,0,0,1358,120,131
4481040024,충청남도 예산군 오가면 신석리,17,0,80,0,57,0,0,0,0,0,40
4481040026,충청남도 예산군 오가면 좌방리,23,0,54,3,58,0,0,0,0,0,61
4481040027,충청남도 예산군 오가면 분천리,8,0,60,4,127,0,0,0,0,0,137
4481040029,충청남도 예산군 오가면 내량리,0,0,0,0,118,0,0,0,0,0,187
4481040030,충청남도 예산군 오가면 원천리,213,0,9,4,105,0,0,0,0,0,78
4481040032,충청남도 예산군 오가면 오촌리,45,0,3,3,106,0,0,32,0,0,103
4315011200,충청북도 제천시 신월동,13,0,78,15,223,0,0,0,232,100,277
4315011400,충청북도 제천시 모산동,15,0,70,25,17,0,0,0,331,23,84
4315011500,충청북도 제천시 고암동,46,0,0,3,51,0,0,0,270,0,297
4315011700,충청북도 제천시 흑석동,7,0,1,4,51,0,0,0,121,0,141
4315011800,충청북도 제천시 두학동,52,0,30,28,93,0,0,0,750,84,226
4313043000,충청북도 충주시 소태면,210,0,0,281,60,0,0,0,4087,374,1279
4313043022,충청북도 충주시 소태면 복탄리,52,0,0,109,8,0,0,0,631,47,199
4313043024,충청북도 충주시 소태면 주치리,5,0,0,7,7,0,0,0,708,58,243
4313043025,충청북도 충주시 소태면 구룡리,0,0,0,2,0,0,0,0,544,47,132
4313043027,충청북도 충주시 소태면 동막리,0,0,0,0,2,0,0,0,258,9,92
4313043028,충청북도 충주시 소태면 양촌리,54,0,0,24,4,0,0,0,271,25,94
4471032022,충청남도 금산군 제원면 명암리,38,0,0,23,65,0,0,0,86,0,76
4471032025,충청남도 금산군 제원면 구억리,49,0,0,11,16,0,0,0,34,1,30
4471032027,충청남도 금산군 제원면 길곡리,0,0,0,0,0,0,0,0,340,47,64
4471032028,충청남도 금산군 제원면 신안리,0,0,0,11,0,0,0,0,969,119,23
4471032030,충청남도 금산군 제원면 저곡리,62,0,0,54,0,0,0,0,93,0,37
4471032031,충청남도 금산군 제원면 금성리,0,0,0,10,34,0,0,0,140,3,96
4471032033,충청남도 금산군 제원면 천내리,70,0,0,128,0,0,0,0,714,68,62
4423040021,충청남도 논산시 가야곡면 육곡리,34,0,11,0,15,0,0,0,71,21,62
4423040022,충청남도 논산시 가야곡면 강청리,24,0,47,4,33,0,0,0,170,32,116
4471031030,충청남도 금산군 금성면 하신리,3,0,0,1,0,0,0,0,179,11,106
4471025024,충청남도 금산군 금산읍 상리,8,0,0,0,19,0,0,0,5,0,56
4471025025,충청남도 금산군 금산읍 아인리,19,0,0,7,36,0,0,0,49,0,97
4418025027,충청남도 보령시 웅천읍 구룡리,0,0,0,0,179,0,0,0,134,30,135
4418025028,충청남도 보령시 웅천읍 관당리,0,0,0,6,114,29,0,8,58,8,123
4418025030,충청남도 보령시 웅천읍 소황리,0,0,0,221,105,5,0,58,80,9,81
4418025031,충청남도 보령시 웅천읍 황교리,0,0,15,137,64,7,0,57,161,37,84
4418025033,충청남도 보령시 웅천읍 노천리,30,0,0,50,23,0,0,122,103,52,34
4418031000,충청남도 보령시 주포면,0,0,72,20,119,0,0,0,580,99,443
4418031022,충청남도 보령시 주포면 마강리,0,0,5,7,53,0,0,0,90,16,82
4418031024,충청남도 보령시 주포면 관산리,0,0,4,3,0,0,0,0,155,17,101
4418031025,충청남도 보령시 주포면 연지리,0,0,0,6,59,0,0,0,88,14,88
4471025027,충청남도 금산군 금산읍 계진리,0,0,0,0,16,0,0,0,119,10,78
4471025029,충청남도 금산군 금산읍 음지리,10,0,0,4,57,0,0,0,86,33,123
4479031025,충청남도 청양군 운곡면 신대리,5,0,0,36,18,0,0,0,820,111,67
4479031026,충청남도 청양군 운곡면 영양리,58,0,0,10,55,0,0,0,201,62,72
4479031028,충청남도 청양군 운곡면 광암리,32,0,0,15,114,0,1,0,31,17,86
4479031029,충청남도 청양군 운곡면 추광리,0,0,0,11,48,0,0,0,614,107,79
4479032021,충청남도 청양군 대치면 주정리,32,0,0,13,37,0,0,0,300,69,46
4479032023,충청남도 청양군 대치면 광금리,0,0,0,2,32,0,0,0,209,44,44
4479032024,충청남도 청양군 대치면 구치리,0,0,0,10,5,0,0,0,139,48,28
4479032026,충청남도 청양군 대치면 개곡리,4,0,0,6,12,0,0,0,141,44,6
4479032028,충청남도 청양군 대치면 광대리,1,0,0,68,0,0,0,0,764,88,23
4415012200,충청남도 공주시 쌍신동,151,0,0,27,21,0,0,0,81,0,7
4415012400,충청남도 공주시 검상동,96,0,6,67,0,0,0,0,282,44,49
4415025000,충청남도 공주시 유구읍,223,0,65,154,83,0,0,0,7269,832,1485
4415025022,충청남도 공주시 유구읍 노동리,0,0,0,0,0,0,0,0,314,23,52
4415025023,충청남도 공주시 유구읍 석남리,29,0,1,8,1,0,0,0,110,4,74
4415025025,충청남도 공주시 유구읍 녹천리,0,0,0,10,4,0,0,0,745,130,117
4415025026,충청남도 공주시 유구읍 신영리,77,0,0,27,0,0,0,0,389,23,135
4415025028,충청남도 공주시 유구읍 입석리,46,0,0,9,0,0,0,0,249,30,47
4415025029,충청남도 공주시 유구읍 명곡리,0,0,0,13,0,0,0,0,715,88,118
4415025031,충청남도 공주시 유구읍 연종리,0,0,0,5,0,0,0,0,333,24,35
4415025032,충청남도 공주시 유구읍 세동리,0,0,0,1,0,0,0,0,191,28,36
4374035026,충청북도 영동군 상촌면 둔전리,0,0,0,18,0,0,0,0,657,76,26
4477034029,충청남도 서천군 한산면 송산리,20,0,0,3,12,0,0,0,44,0,43
4477034030,충청남도 서천군 한산면 원산리,54,0,0,0,17,0,0,0,42,1,23
4477034032,충청남도 서천군 한산면 나교리,53,0,0,0,26,0,0,0,6,0,25
4477034033,충청남도 서천군 한산면 동지리,28,0,0,3,6,0,0,17,59,0,43
4477034035,충청남도 서천군 한산면 단하리,0,0,0,0,0,0,0,31,11,0,9
4477034036,충청남도 서천군 한산면 마양리,0,0,0,1,0,0,0,62,32,0,14
4477034038,충청남도 서천군 한산면 연봉리,0,0,0,4,0,0,0,109,17,0,12
4477034039,충청남도 서천군 한산면 용산리,1,0,0,76,1,0,0,80,12,0,6
4477034041,충청남도 서천군 한산면 구동리,0,0,0,0,1,0,0,17,57,3,19
4477035000,충청남도 서천군 마산면,119,0,0,122,197,0,0,1,1301,83,816
4477038000,충청남도 서천군 판교면,43,0,6,137,596,0,0,0,1989,341,895
4418034028,충청남도 보령시 청소면 장곡리,0,0,6,6,210,0,0,18,36,4,221
4418035021,충청남도 보령시 청라면 나원리,0,0,10,20,30,0,0,0,635,333,109
4418035023,충청남도 보령시 청라면 내현리,0,0,12,9,30,0,0,0,150,12,154
4418035024,충청남도 보령시 청라면 의평리,0,0,0,39,98,0,0,0,189,91,125
4418035026,충청남도 보령시 청라면 장산리,0,0,0,72,96,0,0,0,502,76,128
4418035028,충청남도 보령시 청라면 황룡리,0,0,0,9,26,0,0,0,416,113,188
4418035029,충청남도 보령시 청라면 장현리,0,0,0,16,45,0,0,0,402,241,130
2872035021,인천광역시 옹진군 덕적면 북리,0,0,0,6,0,0,0,14,597,24,45
2872035022,인천광역시 옹진군 덕적면 진리,0,0,0,3,0,0,0,21,572,15,76
2911000000,광주광역시 동구,367,0,0,56,24,0,0,0,3429,591,411
2872035024,인천광역시 옹진군 덕적면 소야리,0,0,0,10,0,0,0,11,248,2,29
2872035026,인천광역시 옹진군 덕적면 백아리,0,0,0,18,0,0,0,1,254,0,17
2872035028,인천광역시 옹진군 덕적면 굴업리,0,0,0,5,0,0,0,9,157,0,2
2872036000,인천광역시 옹진군 영흥면,0,0,0,183,706,0,0,356,793,75,459
2871042021,인천광역시 강화군 서도면 주문도리,0,0,0,14,0,0,0,161,214,5,64
2871042022,인천광역시 강화군 서도면 아차도리,0,0,0,5,0,0,0,1,36,1,12
2871042024,인천광역시 강화군 서도면 볼음도리,0,0,0,38,0,0,0,185,320,2,113
4180025028,경기도 연천군 연천읍 통현리,0,0,0,0,0,57,0,0,145,1,52
4180025029,경기도 연천군 연천읍 고문리,0,0,0,15,0,128,0,0,569,85,76
4180025300,경기도 연천군 전곡읍,45,0,0,86,3,312,0,0,1876,411,218
4183034021,경기도 양평군 옥천면 옥천리,124,0,17,31,19,0,0,0,146,12,111
4183034023,경기도 양평군 옥천면 신복리,25,0,0,16,19,0,0,0,1875,217,189
4183035000,경기도 양평군 서종면,152,0,10,296,29,0,0,0,7343,793,658
4183035022,경기도 양평군 서종면 도장리,0,0,0,15,4,0,0,0,654,58,61
4183035023,경기도 양평군 서종면 수능리,0,0,0,16,1,0,0,0,639,73,84
4183031024,경기도 양평군 강상면 신화리,0,0,0,0,37,0,0,0,401,13,113
4183031025,경기도 양평군 강상면 화양리,5,0,0,32,15,0,0,0,174,11,118
4183031027,경기도 양평군 강상면 대석리,12,0,22,8,3,0,0,0,672,49,50
4423036023,충청남도 논산시 연산면 천호리,0,0,0,4,0,0,0,0,154,28,41
4423036025,충청남도 논산시 연산면 신암리,0,0,1,0,9,0,0,0,97,34,58
4423036027,충청남도 논산시 연산면 고정리,0,0,0,0,45,0,0,0,64,0,99
4423036028,충청남도 논산시 연산면 한전리,32,0,9,1,24,0,0,0,10,0,71
4423036030,충청남도 논산시 연산면 관동리,33,0,0,4,0,0,0,0,211,23,66
4423031023,충청남도 논산시 성동면 병촌리,0,0,0,0,13,0,0,131,10,0,45
4423031024,충청남도 논산시 성동면 개척리,170,0,0,70,2,0,0,188,20,0,20
4423031026,충청남도 논산시 성동면 원남리,34,0,0,0,137,0,0,72,19,0,179
4423031027,충청남도 논산시 성동면 원북리,12,0,0,0,88,0,0,57,12,0,148
4423031029,충청남도 논산시 성동면 원봉리,40,0,0,1,26,0,0,165,10,0,75
4423031031,충청남도 논산시 성동면 삼호리,67,0,0,16,0,0,0,267,0,0,0
4423032000,충청남도 논산시 광석면,746,0,67,18,875,0,0,448,63,3,1198
4423032022,충청남도 논산시 광석면 중리,60,0,0,3,76,0,0,0,0,0,91
4421034021,충청남도 서산시 지곡면 화천리,9,0,0,3,362,0,0,11,75,14,234
4421034022,충청남도 서산시 지곡면 산성리,0,0,0,0,212,0,0,12,8,6,132
4421034023,충청남도 서산시 지곡면 장현리,0,0,0,0,182,0,0,21,3,11,105
4423031000,충청남도 논산시 성동면,516,0,0,134,465,0,0,1275,229,0,939
4481037023,충청남도 예산군 봉산면 봉림리,8,0,0,22,30,0,0,0,505,64,108
4481037025,충청남도 예산군 봉산면 하평리,57,0,25,5,6,0,0,0,0,0,19
4481037026,충청남도 예산군 봉산면 옥전리,0,0,0,1,32,0,0,0,74,4,45
4481037028,충청남도 예산군 봉산면 시동리,0,0,0,0,25,0,0,0,98,0,48
4481036028,충청남도 예산군 덕산면 둔리,69,2,0,31,36,0,0,0,589,75,127
4481036029,충청남도 예산군 덕산면 대치리,0,0,0,2,0,0,0,0,653,157,60
4481036031,충청남도 예산군 덕산면 사천리,4,0,0,5,7,0,0,0,320,48,63
4481036032,충청남도 예산군 덕산면 외라리,7,0,0,2,44,0,0,0,27,27,36
4481036034,충청남도 예산군 덕산면 복당리,69,0,22,6,0,0,0,0,60,10,49
4481036027,충청남도 예산군 덕산면 시량리,10,0,1,14,10,0,0,0,138,33,90
4481038031,충청남도 예산군 고덕면 사리,120,0,0,12,81,0,0,0,0,0,78
4481039000,충청남도 예산군 신암면,144,0,14,173,1007,0,0,1423,77,0,727
4313042026,충청북도 충주시 엄정면 신만리,42,0,0,11,142,0,0,0,171,19,189
4313040028,충청북도 충주시 동량면 서운리,0,0,0,79,0,0,0,0,359,35,50
4313040029,충청북도 충주시 동량면 포탄리,0,0,0,43,0,0,0,0,51,0,0
4313040031,충청북도 충주시 동량면 명오리,0,0,0,339,0,0,0,0,294,1,19
4313040032,충청북도 충주시 동량면 사기리,0,0,0,149,0,0,0,0,75,6,0
4313041000,충청북도 충주시 산척면,301,0,0,277,113,0,0,0,5634,708,810
4313041021,충청북도 충주시 산척면 송강리,141,0,0,20,59,0,0,0,1398,195,363
4313041023,충청북도 충주시 산척면 명서리,1,0,0,169,0,0,0,0,1938,272,58
4377037029,충청북도 음성군 감곡면 오궁리,35,0,50,11,28,0,0,0,120,5,115
4377032022,충청북도 음성군 원남면 보룡리,5,0,0,1,23,0,0,0,88,12,87
4377032023,충청북도 음성군 원남면 마송리,23,0,0,3,48,0,0,0,164,18,185
4377032024,충청북도 음성군 원남면 상당리,7,0,0,1,59,0,0,0,63,20,113
4377032026,충청북도 음성군 원남면 상노리,1,0,3,1,58,0,0,0,103,20,139
4377032027,충청북도 음성군 원남면 하노리,68,0,12,14,32,0,0,0,248,24,148
4423038024,충청남도 논산시 벌곡면 대덕리,0,0,0,0,0,0,0,0,204,47,61
4423038026,충청남도 논산시 벌곡면 덕곡리,0,0,0,2,0,0,0,0,650,114,50
4423038027,충청남도 논산시 벌곡면 수락리,0,0,0,39,0,0,0,0,754,135,0
4423038029,충청남도 논산시 벌곡면 만목리,0,0,0,0,0,0,0,0,575,85,0
4423038030,충청남도 논산시 벌곡면 어곡리,4,0,0,2,0,0,0,0,374,85,8
4423038032,충청남도 논산시 벌곡면 조령리,0,0,0,0,31,0,0,0,111,7,69
4423038033,충청남도 논산시 벌곡면 신양리,52,0,0,17,0,0,0,0,398,104,11
4423039000,충청남도 논산시 양촌면,650,0,76,216,110,0,0,0,4524,891,1231
4423039021,충청남도 논산시 양촌면 인천리,69,0,0,15,0,0,0,0,34,15,1
4423041026,충청남도 논산시 은진면 교촌리,5,0,0,0,83,0,0,6,16,0,103
4423041028,충청남도 논산시 은진면 남산리,1,0,0,0,70,0,0,13,4,0,95
4471036029,충청남도 금산군 남이면 석동리,0,0,0,2,24,0,0,0,655,40,86
4471037000,충청남도 금산군 진산면,114,0,0,75,1,0,0,0,6534,1128,219
4471037021,충청남도 금산군 진산면 만악리,2,0,0,3,0,0,0,0,505,66,67
4471037023,충청남도 금산군 진산면 부암리,7,0,0,10,1,0,0,0,313,68,24
4471037024,충청남도 금산군 진산면 삼가리,0,0,0,6,0,0,0,0,723,88,17
4471037026,충청남도 금산군 진산면 석막리,0,0,0,1,0,0,0,0,380,57,6
4471037027,충청남도 금산군 진산면 교촌리,9,0,0,3,0,0,0,0,256,67,4
4471036024,충청남도 금산군 남이면 역평리,11,0,0,9,1,0,0,0,705,83,54
4372025043,충청북도 보은군 보은읍 산성리,29,0,0,11,0,0,0,0,183,7,99
4372025044,충청북도 보은군 보은읍 중초리,0,0,0,1,0,0,0,0,279,13,123
4372025046,충청북도 보은군 보은읍 용암리,11,0,0,5,0,0,0,0,129,3,88
4372025047,충청북도 보은군 보은읍 봉평리,22,0,0,6,8,0,0,0,37,1,63
4479038031,충청남도 청양군 화성면 매산리,9,0,0,15,54,0,0,0,241,62,67
4420011400,충청남도 아산시 권곡동,70,0,22,53,61,0,0,0,0,4,52
4420011600,충청남도 아산시 득산동,22,0,0,11,69,0,0,0,24,0,54
4420011700,충청남도 아산시 점양동,1,0,0,35,44,0,0,0,3,0,19
4420011900,충청남도 아산시 남동,41,0,0,3,0,0,0,0,0,0,0
4420025000,충청남도 아산시 염치읍,690,0,0,238,140,0,0,215,2024,95,808
4420025022,충청남도 아산시 염치읍 강청리,0,0,0,11,1,0,0,54,244,23,41
4420025023,충청남도 아산시 염치읍 서원리,32,0,0,11,0,0,0,0,434,16,85
4183032021,경기도 양평군 강하면 운심리,62,0,0,113,7,0,0,0,120,0,51
4183032022,경기도 양평군 강하면 왕창리,37,0,0,7,1,0,0,0,150,5,112
4376039027,충청북도 괴산군 사리면 이곡리,7,0,0,9,0,0,0,0,1039,112,152
4376040000,충청북도 괴산군 소수면,177,0,0,92,91,0,0,0,2986,237,1068
4376040021,충청북도 괴산군 소수면 수리,31,0,0,10,21,0,0,0,454,36,165
4376040023,충청북도 괴산군 소수면 아성리,70,0,0,19,45,0,0,0,230,13,108
4377025336,충청북도 음성군 금왕읍 유포리,46,0,0,5,85,0,0,0,0,0,116
4377025300,충청북도 음성군 금왕읍,348,0,38,196,1353,0,0,0,2228,86,2872
4377025321,충청북도 음성군 금왕읍 무극리,59,0,0,15,47,0,0,0,36,0,95
4377025323,충청북도 음성군 금왕읍 정생리,32,0,0,9,5,0,0,0,92,7,97
4377025324,충청북도 음성군 금왕읍 육령리,0,0,0,38,0,0,0,0,469,43,158
4377025326,충청북도 음성군 금왕읍 용계리,2,0,16,6,42,0,0,0,175,20,117
4377025328,충청북도 음성군 금왕읍 유촌리,10,0,0,2,49,0,0,0,111,0,140
4686033030,전라남도 함평군 학교면 마산리,18,0,16,8,0,0,0,0,192,23,44
4686033031,전라남도 함평군 학교면 석정리,1,0,0,21,0,0,0,136,76,41,17
4783036045,경상북도 고령군 우곡면 속리,4,0,0,3,7,0,0,0,231,13,48
4783037000,경상북도 고령군 쌍림면,611,0,0,241,202,0,0,0,4691,408,947
2920015500,광주광역시 광산구 연산동,82,0,49,11,153,0,0,0,0,0,110
2920015600,광주광역시 광산구 도덕동,30,0,34,18,173,0,0,0,22,2,88
2920015700,광주광역시 광산구 송산동,269,0,7,41,27,0,0,0,0,0,21
2920015800,광주광역시 광산구 지평동,30,0,34,14,120,0,0,0,102,49,68
2920016100,광주광역시 광산구 양동,0,0,15,3,113,0,0,0,66,12,86
2920016300,광주광역시 광산구 대산동,0,0,0,4,111,0,0,0,117,52,101
2920016500,광주광역시 광산구 신동,31,0,27,8,52,0,0,0,0,0,41
2920016600,광주광역시 광산구 삼도동,17,0,10,5,130,0,0,0,72,21,99
2920016700,광주광역시 광산구 남산동,156,0,28,6,36,0,0,0,13,6,23
2871037025,인천광역시 강화군 하점면 신삼리,15,0,11,0,0,0,0,131,187,14,87
2871037027,인천광역시 강화군 하점면 창후리,0,0,0,0,15,0,0,146,172,40,64
2871037028,인천광역시 강화군 하점면 이강리,9,0,0,0,0,0,0,111,130,33,88
2871038021,인천광역시 강화군 양사면 철산리,0,0,0,0,0,0,0,48,99,3,27
2871034021,인천광역시 강화군 화도면 내리,0,0,0,1,13,0,0,126,300,53,76
2871034022,인천광역시 강화군 화도면 상방리,0,0,14,0,36,0,0,97,175,0,89
2871034024,인천광역시 강화군 화도면 덕포리,8,0,12,10,15,0,0,189,257,17,72
2871034025,인천광역시 강화군 화도면 사기리,0,0,0,41,0,0,0,237,306,20,38
2871034028,인천광역시 강화군 화도면 여차리,0,0,0,58,8,0,0,69,131,17,77
2871034029,인천광역시 강화군 화도면 장화리,0,0,0,9,24,0,0,23,326,51,74
2871035000,인천광역시 강화군 양도면,55,0,213,89,144,0,0,623,1448,307,654
4315025031,충청북도 제천시 봉양읍 연박리,39,0,0,48,17,0,0,0,619,20,248
4315025033,충청북도 제천시 봉양읍 구곡리,12,0,0,34,29,0,0,0,774,111,260
4315025034,충청북도 제천시 봉양읍 공전리,49,0,0,37,0,0,0,0,562,82,148
4315025036,충청북도 제천시 봉양읍 삼거리,0,0,0,1,0,0,0,0,977,38,343
4315031000,충청북도 제천시 금성면,41,0,0,355,151,0,0,0,4790,367,1166
4315031022,충청북도 제천시 금성면 성내리,0,0,0,167,0,0,0,0,767,60,3
4315031024,충청북도 제천시 금성면 중전리,0,0,0,31,0,0,0,0,453,36,36
4315031025,충청북도 제천시 금성면 포전리,0,0,0,0,0,0,0,0,476,69,27
4315031027,충청북도 제천시 금성면 사곡리,0,0,0,0,12,0,0,0,208,5,122
4315031028,충청북도 제천시 금성면 적덕리,0,0,0,1,31,0,0,0,33,4,51
4315012100,충청북도 제천시 강제동,38,0,9,10,77,0,0,0,109,2,184
4315012300,충청북도 제천시 산곡동,0,0,0,5,14,0,0,0,232,0,188
