stdg_Cd,bjd_Nm,allcolluvm_Layer_Area,alluvm_Layer_Area,colluvm_Layer_Area,diluvm_Layer_Area,etc_Area,residum_Layer_Area
4719025322,경상북도 구미시 고아읍 이례리,42,63,9,0,0,82
4719025024,경상북도 구미시 선산읍 이문리,58,160,7,0,10,25
4719025025,경상북도 구미시 선산읍 죽장리,130,105,24,0,13,231
4719025026,경상북도 구미시 선산읍 내고리,76,61,24,0,21,171
4719025028,경상북도 구미시 선산읍 습례리,71,115,16,0,23,85
4719025029,경상북도 구미시 선산읍 교리,139,39,36,0,4,341
4719025031,경상북도 구미시 선산읍 원리,42,281,12,0,198,87
4719025032,경상북도 구미시 선산읍 독동리,53,110,3,0,187,166
4721038024,경상북도 영주시 단산면 병산리,211,118,25,0,18,374
4725033025,경상북도 상주시 낙동면 물량리,97,102,76,1,95,277
4725033026,경상북도 상주시 낙동면 분황리,66,140,23,9,94,141
4723035022,경상북도 영천시 화남면 죽곡리,322,0,8,0,19,851
4723034000,경상북도 영천시 화북면,806,260,885,69,214,6479
4723034021,경상북도 영천시 화북면 자천리,215,72,5,41,30,714
4723034022,경상북도 영천시 화북면 옥계리,65,10,5,0,3,389
4723034024,경상북도 영천시 화북면 용소리,15,8,71,0,58,250
4723034026,경상북도 영천시 화북면 하송리,21,24,58,0,3,379
4723034027,경상북도 영천시 화북면 상송리,20,8,61,0,4,360
4723034029,경상북도 영천시 화북면 정각리,47,21,235,0,13,1291
4725031027,경상북도 상주시 중동면 우물리,42,61,96,0,73,390
1144010100,서울특별시 마포구 아현동,33,0,0,0,0,45
1144010200,서울특별시 마포구 공덕동,33,16,0,0,0,29
1144010400,서울특별시 마포구 도화동,0,29,0,0,0,29
1144010500,서울특별시 마포구 용강동,0,22,0,0,6,3
1144010600,서울특별시 마포구 토정동,0,4,0,0,7,0
1153010600,서울특별시 구로구 고척동,53,70,4,0,13,79
1156013300,서울특별시 영등포구 대림동,40,127,0,0,7,26
1156013400,서울특별시 영등포구 양평동,0,29,0,0,28,0
4679036026,전라남도 화순군 도곡면 덕곡리,8,70,16,0,21,179
4380025033,충청북도 단양군 단양읍 수촌리,17,0,59,0,1,623
4380025034,충청북도 단양군 단양읍 천동리,159,0,69,0,9,1305
4380025035,충청북도 단양군 단양읍 금곡리,120,0,23,0,4,196
4613010600,전라남도 여수시 동산동,0,0,2,0,0,25
4613010800,전라남도 여수시 교동,0,15,0,0,1,0
4613010900,전라남도 여수시 군자동,0,1,0,0,0,11
4613011000,전라남도 여수시 충무동,3,9,0,0,1,2
4613011200,전라남도 여수시 광무동,11,6,34,0,1,75
4613011300,전라남도 여수시 서교동,0,16,0,0,1,0
4613033026,전라남도 여수시 화양면 화동리,65,27,159,0,12,479
4613033027,전라남도 여수시 화양면 서촌리,38,30,137,0,9,411
4617033027,전라남도 나주시 반남면 청송리,91,96,6,0,9,254
4617033028,전라남도 나주시 반남면 성계리,13,77,5,0,4,24
4617034000,전라남도 나주시 공산면,586,751,140,0,211,1561
4617034022,전라남도 나주시 공산면 남창리,103,28,27,0,10,190
4380025321,충청북도 단양군 매포읍 매포리,60,1,3,0,7,164
4380025322,충청북도 단양군 매포읍 우덕리,112,10,14,0,4,366
4380025324,충청북도 단양군 매포읍 하괴리,64,0,1,0,75,235
4380025325,충청북도 단양군 매포읍 상괴리,24,0,20,0,0,243
4380025327,충청북도 단양군 매포읍 평동리,117,46,16,0,12,397
4380025328,충청북도 단양군 매포읍 도곡리,67,0,1,0,1,296
4790034000,경상북도 예천군 감천면,1942,485,359,0,142,3624
2711011300,대구광역시 중구 종로1가,0,3,0,0,0,0
2711011400,대구광역시 중구 종로2가,0,3,0,0,0,0
2711011600,대구광역시 중구 동일동,0,1,0,0,0,0
2711011700,대구광역시 중구 남일동,0,4,0,0,0,0
2711011900,대구광역시 중구 동성로3가,0,4,0,0,0,0
2647000000,부산광역시 연제구,229,114,367,0,12,493
2647010100,부산광역시 연제구 거제동,88,41,144,0,6,151
2647010200,부산광역시 연제구 연산동,141,73,223,0,6,341
2671025332,부산광역시 기장군 장안읍 임랑리,40,16,10,0,8,112
2671025334,부산광역시 기장군 장안읍 길천리,63,32,16,0,8,122
4373033030,충청북도 옥천군 안내면 도율리,33,36,71,0,3,519
4373033031,충청북도 옥천군 안내면 월외리,11,19,69,0,0,300
4373033033,충청북도 옥천군 안내면 답양리,19,14,73,0,34,970
4373034000,충청북도 옥천군 청성면,831,577,650,0,298,5977
4373034022,충청북도 옥천군 청성면 거포리,46,34,57,0,14,375
4373034023,충청북도 옥천군 청성면 장수리,22,45,61,0,55,455
4373034025,충청북도 옥천군 청성면 소서리,38,29,22,0,1,141
4372034022,충청북도 보은군 탄부면 구암리,0,132,0,3,37,1
4372034023,충청북도 보은군 탄부면 성지리,33,30,6,0,13,112
4372034025,충청북도 보은군 탄부면 매화리,78,27,0,0,0,117
1153011000,서울특별시 구로구 온수동,20,15,0,0,0,48
1154510200,서울특별시 금천구 독산동,146,100,1,0,18,157
1130510400,서울특별시 강북구 우이동,53,24,91,0,2,719
1132000000,서울특별시 도봉구,422,506,13,0,41,1087
1132010500,서울특별시 도봉구 쌍문동,83,61,7,0,2,126
1132010600,서울특별시 도봉구 방학동,126,85,0,0,7,189
1141011700,서울특별시 서대문구 연희동,75,29,3,0,7,187
1141011800,서울특별시 서대문구 홍은동,66,26,21,0,8,246
1144000000,서울특별시 마포구,480,937,31,0,489,449
3014010700,대전광역시 중구 석교동,21,38,12,0,4,54
3014010800,대전광역시 중구 호동,27,21,7,0,3,160
3014010900,대전광역시 중구 옥계동,20,23,0,0,5,37
3014011000,대전광역시 중구 대사동,24,15,19,3,0,142
3014011300,대전광역시 중구 오류동,10,40,14,0,0,1
3014011400,대전광역시 중구 태평동,0,129,0,0,38,0
4679036029,전라남도 화순군 도곡면 신덕리,58,46,13,0,29,135
3017010200,대전광역시 서구 변동,32,61,1,0,12,42
3017010300,대전광역시 서구 도마동,74,97,4,0,12,154
4725031023,경상북도 상주시 중동면 죽암리,63,101,76,49,151,151
4725031025,경상북도 상주시 중동면 신암리,31,52,69,0,40,168
4725034021,경상북도 상주시 청리면 원장리,97,124,3,34,19,43
4725034023,경상북도 상주시 청리면 청하리,101,27,34,1,13,213
4725034025,경상북도 상주시 청리면 마공리,103,21,92,0,6,392
4725034026,경상북도 상주시 청리면 가천리,76,56,15,4,16,136
4725035032,경상북도 상주시 공성면 인창리,70,12,27,0,2,163
4725034029,경상북도 상주시 청리면 덕산리,78,18,12,10,6,64
4725034030,경상북도 상주시 청리면 율리,33,75,0,19,9,25
4725034032,경상북도 상주시 청리면 학하리,50,68,0,6,17,40
4725035000,경상북도 상주시 공성면,1801,612,962,19,98,5429
1159010400,서울특별시 동작구 본동,0,31,0,0,17,28
1159010500,서울특별시 동작구 흑석동,33,45,0,0,13,77
1159010600,서울특별시 동작구 동작동,74,3,0,0,8,127
1159010800,서울특별시 동작구 대방동,42,36,0,0,1,74
1159010900,서울특별시 동작구 신대방동,32,49,0,0,7,78
1162000000,서울특별시 관악구,462,267,133,0,39,2055
1162010200,서울특별시 관악구 신림동,225,161,80,0,31,1318
1162010300,서울특별시 관악구 남현동,31,1,15,0,0,280
1156011100,서울특별시 영등포구 당산동1가,0,22,0,0,0,0
4671039024,전라남도 담양군 월산면 용흥리,11,67,182,0,21,958
4671039026,전라남도 담양군 월산면 신계리,12,61,42,0,6,271
4671039027,전라남도 담양군 월산면 광암리,57,47,138,0,3,393
4678025330,전라남도 보성군 벌교읍 척령리,27,74,44,0,3,123
4678025332,전라남도 보성군 벌교읍 장좌리,109,71,63,0,7,184
4678025333,전라남도 보성군 벌교읍 영등리,196,66,38,0,10,389
4678025335,전라남도 보성군 벌교읍 대포리,19,45,0,0,2,95
4677032021,전라남도 고흥군 도덕면 도덕리,75,290,21,0,59,184
4677032022,전라남도 고흥군 도덕면 신양리,126,331,3,8,14,237
4677032023,전라남도 고흥군 도덕면 가야리,225,357,7,0,177,424
4677032025,전라남도 고흥군 도덕면 오마리,43,372,1,0,108,141
4677032026,전라남도 고흥군 도덕면 용동리,110,188,62,0,545,284
4678025324,전라남도 보성군 벌교읍 고읍리,36,136,54,60,13,176
4678000000,전라남도 보성군,8274,7978,7740,307,2565,39569
4678025000,전라남도 보성군 보성읍,1090,535,346,0,85,2837
4725046031,경상북도 상주시 이안면 가장리,43,39,10,0,11,54
4725046033,경상북도 상주시 이안면 이안리,39,46,8,0,30,55
4725047000,경상북도 상주시 화남면,359,202,751,7,55,4088
4725047021,경상북도 상주시 화남면 동관리,11,21,402,0,22,1786
4725047023,경상북도 상주시 화남면 임곡리,16,0,22,0,0,131
4725047024,경상북도 상주시 화남면 중눌리,122,51,107,0,4,868
4728025029,경상북도 문경시 문경읍 하초리,34,22,47,0,4,321
4728025030,경상북도 문경시 문경읍 상초리,24,18,176,0,71,2098
4728025032,경상북도 문경시 문경읍 팔영리,75,27,81,0,3,626
4728025332,경상북도 문경시 가은읍 원북리,76,27,274,0,64,2479
4678038022,전라남도 보성군 득량면 송곡리,73,120,60,0,8,219
4678038024,전라남도 보성군 득량면 오봉리,116,246,50,0,13,230
4678038025,전라남도 보성군 득량면 해평리,52,358,183,0,93,810
4678025336,전라남도 보성군 벌교읍 연산리,15,73,49,0,4,139
4678025337,전라남도 보성군 벌교읍 봉림리,8,32,12,0,6,37
4678025338,전라남도 보성군 벌교읍 회정리,60,41,34,0,11,103
4678025340,전라남도 보성군 벌교읍 호동리,48,110,13,0,14,136
4678025341,전라남도 보성군 벌교읍 장도리,16,33,3,0,24,245
4678037027,전라남도 보성군 조성면 대곡리,95,28,164,0,32,389
4678036022,전라남도 보성군 문덕면 용암리,56,60,122,0,18,804
4678036023,전라남도 보성군 문덕면 덕치리,19,10,14,0,152,211
4678036024,전라남도 보성군 문덕면 죽산리,15,24,59,0,73,684
4728025333,경상북도 문경시 가은읍 상괴리,35,68,45,0,17,413
4728025334,경상북도 문경시 가은읍 하괴리,41,76,138,0,17,875
4728031000,경상북도 문경시 영순면,1170,604,51,46,275,1741
4728031021,경상북도 문경시 영순면 의곡리,189,75,2,0,7,238
4728031023,경상북도 문경시 영순면 포내리,14,28,0,0,11,18
4728031024,경상북도 문경시 영순면 사근리,189,41,4,0,2,211
4728031026,경상북도 문경시 영순면 오룡리,55,27,0,31,13,37
4728031027,경상북도 문경시 영순면 금림리,94,9,4,0,4,116
4728034024,경상북도 문경시 산북면 이곡리,50,49,27,0,6,369
4728037021,경상북도 문경시 농암면 농암리,21,36,16,0,3,70
4728037022,경상북도 문경시 농암면 종곡리,12,77,71,0,9,207
4380025329,충청북도 단양군 매포읍 하시리,76,0,12,0,3,338
4380025330,충청북도 단양군 매포읍 상시리,97,0,0,0,6,405
4380033031,충청북도 단양군 영춘면 별방리,154,0,0,0,6,428
4380032023,충청북도 단양군 가곡면 여천리,125,0,35,0,0,770
4380032024,충청북도 단양군 가곡면 덕천리,65,32,1,53,52,174
4671034026,전라남도 담양군 창평면 의항리,17,72,1,0,12,33
4671034027,전라남도 담양군 창평면 일산리,14,23,0,0,7,26
4671034029,전라남도 담양군 창평면 유곡리,66,46,30,4,9,145
2920020200,광주광역시 광산구 오선동,48,18,0,65,2,106
4415031030,충청남도 공주시 이인면 구암리,66,35,8,0,3,197
4415025033,충청남도 공주시 유구읍 추계리,48,44,69,13,9,488
4415025034,충청남도 공주시 유구읍 덕곡리,32,21,48,0,4,358
4415025035,충청남도 공주시 유구읍 문금리,54,98,95,0,4,867
4122000000,경기도 평택시,10301,17434,803,356,4272,13404
4122037027,경기도 평택시 현덕면 신왕리,53,28,0,0,242,113
4122037028,경기도 평택시 현덕면 대안리,117,181,0,0,121,173
4122037030,경기도 평택시 현덕면 권관리,120,72,0,0,245,172
4122037032,경기도 평택시 현덕면 방축리,62,78,0,0,0,85
4889042030,경상남도 합천군 쌍백면 백역리,86,0,30,0,5,493
4889042031,경상남도 합천군 쌍백면 하신리,94,23,11,0,5,408
4889042033,경상남도 합천군 쌍백면 죽전리,93,0,0,0,5,290
4889043000,경상남도 합천군 삼가면,1124,490,53,0,145,4233
4889043022,경상남도 합천군 삼가면 용흥리,160,8,8,0,8,619
4889043024,경상남도 합천군 삼가면 일부리,39,81,9,0,17,163
4889043025,경상남도 합천군 삼가면 어전리,85,54,3,0,10,205
4476033024,충청남도 부여군 외산면 문신리,97,17,13,0,2,177
4476033025,충청남도 부여군 외산면 가덕리,76,13,10,0,0,309
4476033027,충청남도 부여군 외산면 갈산리,71,16,3,0,3,223
4476033028,충청남도 부여군 외산면 장항리,67,53,9,0,14,371
4476033030,충청남도 부여군 외산면 만수리,83,12,51,5,54,688
4476033031,충청남도 부여군 외산면 복덕리,27,39,1,0,6,163
4476033032,충청남도 부여군 외산면 화성리,181,26,19,0,5,749
4476034000,충청남도 부여군 내산면,874,225,138,0,56,2753
4476034021,충청남도 부여군 내산면 운치리,59,78,36,0,15,289
4725040022,경상북도 상주시 화동면 선교리,65,5,184,34,5,432
4725042000,경상북도 상주시 화북면,518,266,821,11,174,8092
4725042022,경상북도 상주시 화북면 장암리,76,50,125,0,54,1339
4725042023,경상북도 상주시 화북면 상오리,59,33,227,0,12,1840
4725042025,경상북도 상주시 화북면 중벌리,91,37,140,0,53,1745
4725043000,경상북도 상주시 외서면,985,372,1067,40,149,6205
4725043021,경상북도 상주시 외서면 연봉리,114,31,50,0,6,255
4725039029,경상북도 상주시 모서면 득수리,76,22,172,0,7,843
4725046024,경상북도 상주시 이안면 구미리,91,30,71,0,3,467
4725046025,경상북도 상주시 이안면 대현리,70,6,52,0,0,281
4725046027,경상북도 상주시 이안면 지산리,87,26,7,17,10,91
4725046028,경상북도 상주시 이안면 흑암리,55,0,13,28,0,88
4677033024,전라남도 고흥군 금산면 신촌리,102,70,21,0,28,227
4677033025,전라남도 고흥군 금산면 석정리,107,66,302,0,5,505
4677033027,전라남도 고흥군 금산면 오천리,17,29,169,0,12,619
4677034000,전라남도 고흥군 도화면,756,475,1039,0,195,4168
4677034022,전라남도 고흥군 도화면 구암리,99,92,180,0,70,984
4677034023,전라남도 고흥군 도화면 사덕리,60,87,54,0,35,253
4677034026,전라남도 고흥군 도화면 봉산리,39,45,78,0,5,309
4677034027,전라남도 고흥군 도화면 당오리,52,78,88,0,8,218
4677033000,전라남도 고흥군 금산면,471,383,1499,0,171,4029
4678025326,전라남도 보성군 벌교읍 추동리,20,114,176,0,26,830
4678025329,전라남도 보성군 벌교읍 칠동리,97,97,122,0,8,408
4728025328,경상북도 문경시 가은읍 전곡리,57,151,12,0,26,300
4728025329,경상북도 문경시 가은읍 성유리,59,5,31,0,3,288
4728025331,경상북도 문경시 가은읍 완장리,266,89,225,0,26,3471
4423010600,충청남도 논산시 등화동,59,129,0,7,5,40
4423010700,충청남도 논산시 지산동,7,284,0,0,3,9
4423010900,충청남도 논산시 내동,93,5,0,9,0,141
4423011000,충청남도 논산시 강산동,105,21,0,0,0,85
4423025000,충청남도 논산시 강경읍,71,457,0,0,79,96
4423025021,충청남도 논산시 강경읍 남교리,0,22,0,0,2,5
4423025023,충청남도 논산시 강경읍 북옥리,3,2,0,0,0,5
1114015200,서울특별시 중구 주교동,0,7,0,0,0,0
1114015300,서울특별시 중구 방산동,0,6,0,0,0,0
1114015400,서울특별시 중구 오장동,0,1,0,0,0,5
1114011200,서울특별시 중구 남창동,0,0,0,0,0,14
4773042033,경상북도 의성군 단북면 성암리,62,129,10,10,27,134
4773042034,경상북도 의성군 단북면 신하리,36,166,36,0,25,59
1111010200,서울특별시 종로구 신교동,5,2,0,0,0,3
1111010300,서울특별시 종로구 궁정동,4,2,0,0,0,1
1111010400,서울특별시 종로구 효자동,1,5,0,0,0,0
1111010500,서울특별시 종로구 창성동,0,6,0,0,0,0
1111010600,서울특별시 종로구 통의동,0,6,0,0,0,0
1111015600,서울특별시 종로구 종로3가,0,5,0,0,0,0
4415039024,충청남도 공주시 사곡면 계실리,44,92,44,0,4,461
4415039025,충청남도 공주시 사곡면 해월리,30,35,40,0,22,313
4423025026,충청남도 논산시 강경읍 중앙리,0,10,0,0,0,0
4421039024,충청남도 서산시 해미면 산수리,34,26,59,0,34,593
4421039026,충청남도 서산시 해미면 오학리,66,19,13,0,0,181
4421039027,충청남도 서산시 해미면 삼송리,127,64,49,13,4,309
4421039029,충청남도 서산시 해미면 홍천리,93,142,1,57,19,70
4421039030,충청남도 서산시 해미면 동암리,93,1,5,0,0,147
4421039032,충청남도 서산시 해미면 웅소성리,39,12,0,0,3,57
4421039033,충청남도 서산시 해미면 귀밀리,13,75,1,0,5,6
4421039035,충청남도 서산시 해미면 전천리,0,99,0,0,13,0
1114010500,서울특별시 중구 을지로2가,0,10,0,0,0,1
1114010600,서울특별시 중구 남대문로1가,0,2,0,0,0,0
1114010900,서울특별시 중구 장교동,0,3,0,0,0,0
1114011400,서울특별시 중구 태평로2가,0,5,0,0,0,3
1114011600,서울특별시 중구 남대문로3가,0,0,0,0,0,3
1114011900,서울특별시 중구 봉래동1가,0,0,0,0,0,4
1114012000,서울특별시 중구 봉래동2가,3,9,0,0,0,0
1114012100,서울특별시 중구 회현동1가,0,0,0,0,0,29
1114012300,서울특별시 중구 회현동3가,0,0,0,0,0,1
1114012400,서울특별시 중구 충무로1가,0,0,0,0,0,6
1114012600,서울특별시 중구 명동1가,0,1,0,0,0,2
1114012700,서울특별시 중구 명동2가,0,1,0,0,0,11
4476034023,충청남도 부여군 내산면 저동리,65,20,18,0,10,245
4476034024,충청남도 부여군 내산면 온해리,104,36,1,0,2,351
2611011100,부산광역시 중구 동광동1가,2,0,0,0,0,0
2611011200,부산광역시 중구 동광동2가,1,0,0,0,0,1
2611011300,부산광역시 중구 동광동3가,0,1,1,0,0,1
2611011500,부산광역시 중구 동광동5가,4,0,0,0,0,4
2611011600,부산광역시 중구 대청동1가,0,0,3,0,0,9
2611011700,부산광역시 중구 대청동2가,2,0,0,0,0,1
4482534026,충청남도 태안군 소원면 의항리,61,170,59,0,40,544
4482534027,충청남도 태안군 소원면 모항리,4,4,2,0,4,23
4482534029,충청남도 태안군 소원면 송현리,96,301,77,0,71,722
4482535000,충청남도 태안군 원북면,1562,1172,372,9,656,3847
4482535022,충청남도 태안군 원북면 이곡리,144,157,22,9,50,381
4482535023,충청남도 태안군 원북면 황촌리,148,172,32,0,322,555
4482533026,충청남도 태안군 근흥면 도황리,155,108,7,0,15,369
4482532026,충청남도 태안군 남면 원청리,64,100,0,0,3,113
2611013000,부산광역시 중구 신창동4가,0,2,0,0,0,0
2611013200,부산광역시 중구 창선동2가,0,2,0,0,0,0
2611013300,부산광역시 중구 광복동1가,0,0,2,0,0,0
2611013400,부산광역시 중구 광복동2가,1,0,1,0,0,4
2611013500,부산광역시 중구 광복동3가,1,0,0,0,0,0
2611013700,부산광역시 중구 남포동2가,0,1,0,0,0,0
2611013800,부산광역시 중구 남포동3가,0,1,0,0,0,0
2611014000,부산광역시 중구 남포동5가,5,1,0,0,1,0
2611014100,부산광역시 중구 남포동6가,7,0,0,0,0,0
2614010100,부산광역시 서구 동대신동1가,11,0,6,0,0,7
2614010200,부산광역시 서구 동대신동2가,10,0,19,0,0,14
2620011200,부산광역시 영도구 신선동1가,0,0,6,0,0,6
4476032031,충청남도 부여군 은산면 거전리,46,21,28,0,21,307
4476032032,충청남도 부여군 은산면 용두리,18,10,14,0,17,89
4476032033,충청남도 부여군 은산면 내지리,85,83,39,0,4,201
4476032035,충청남도 부여군 은산면 금공리,63,31,4,12,14,118
4476032036,충청남도 부여군 은산면 가곡리,87,38,31,0,11,224
4476033000,충청남도 부여군 외산면,850,360,227,5,125,4062
4476033021,충청남도 부여군 외산면 삼산리,22,15,26,0,2,383
2600000000,부산광역시,6812,14652,11394,234,7561,36632
2611000000,부산광역시 중구,49,89,50,0,15,82
2611010100,부산광역시 중구 영주동,2,0,22,0,0,40
2611010200,부산광역시 중구 대창동1가,2,0,0,0,0,0
2611010400,부산광역시 중구 중앙동1가,0,1,0,0,0,0
4482532027,충청남도 태안군 남면 당암리,68,344,0,0,37,281
4482532028,충청남도 태안군 남면 신온리,79,418,0,0,48,344
4482533021,충청남도 태안군 근흥면 두야리,128,217,17,0,20,262
4482533022,충청남도 태안군 근흥면 수룡리,82,0,10,0,30,167
4482533024,충청남도 태안군 근흥면 안기리,142,155,12,0,14,285
4482533025,충청남도 태안군 근흥면 용신리,79,96,13,0,18,277
2620011300,부산광역시 영도구 신선동2가,0,0,12,0,0,19
4822025023,경상남도 통영시 산양읍 미남리,5,1,72,0,6,222
4822025025,경상남도 통영시 산양읍 삼덕리,21,7,53,0,13,204
4822025027,경상남도 통영시 산양읍 풍화리,16,0,125,0,37,553
1114014000,서울특별시 중구 남학동,1,0,0,0,0,0
1123010600,서울특별시 동대문구 장안동,8,210,0,0,14,1
1123010700,서울특별시 동대문구 청량리동,42,0,0,0,1,76
1123010900,서울특별시 동대문구 휘경동,51,46,0,0,13,59
4773047024,경상북도 의성군 안사면 신수리,86,0,61,0,13,564
4773047026,경상북도 의성군 안사면 쌍호리,76,159,8,0,105,245
4831033022,경상남도 거제시 남부면 저구리,11,8,234,0,33,836
4471034022,충청남도 금산군 군북면 내부리,66,74,0,0,9,112
4423036037,충청남도 논산시 연산면 사포리,58,57,3,54,0,57
4423036038,충청남도 논산시 연산면 송산리,40,119,0,15,1,18
4423036040,충청남도 논산시 연산면 신양리,69,31,88,7,0,252
1117012900,서울특별시 용산구 이촌동,1,163,0,0,243,0
1117013000,서울특별시 용산구 이태원동,3,28,0,0,0,112
1117013200,서울특별시 용산구 동빙고동,7,13,0,0,4,16
1117013300,서울특별시 용산구 서빙고동,9,40,0,0,24,5
1117013400,서울특별시 용산구 주성동,3,1,0,0,10,3
1117013600,서울특별시 용산구 보광동,9,11,0,0,15,37
1120000000,서울특별시 성동구,65,857,0,0,314,447
1120010100,서울특별시 성동구 상왕십리동,0,10,0,0,1,4
1120010200,서울특별시 성동구 하왕십리동,0,9,0,0,1,52
1117000000,서울특별시 용산구,148,805,14,0,386,838
1114013300,서울특별시 중구 충무로5가,1,0,0,0,0,5
1111018100,서울특별시 종로구 행촌동,5,0,0,0,0,7
4889044021,경상남도 합천군 가회면 월계리,136,0,75,0,8,698
4313025028,충청북도 충주시 주덕읍 제내리,79,72,1,0,11,93
4313025029,충청북도 충주시 주덕읍 장록리,92,125,7,0,20,124
4313025030,충청북도 충주시 주덕읍 덕련리,87,18,31,8,2,203
4313031000,충청북도 충주시 살미면,307,221,1096,0,1308,6104
4313031021,충청북도 충주시 살미면 세성리,38,32,144,0,9,624
4313031023,충청북도 충주시 살미면 재오개리,19,1,98,0,71,635
4313031025,충청북도 충주시 살미면 신당리,1,0,40,0,225,570
4313031026,충청북도 충주시 살미면 신매리,2,1,38,0,125,260
4375034028,충청북도 진천군 백곡면 명암리,89,27,53,0,0,805
4375035000,충청북도 진천군 이월면,1303,1163,108,274,173,2506
4375025024,충청북도 진천군 진천읍 읍내리,8,60,0,0,18,8
4115011200,경기도 의정부시 고산동,136,67,5,26,7,335
4115011300,경기도 의정부시 산곡동,110,29,6,0,4,434
2620011500,부산광역시 영도구 봉래동1가,0,7,0,0,0,0
2620011600,부산광역시 영도구 봉래동2가,0,9,3,0,0,0
2620011700,부산광역시 영도구 봉래동3가,0,2,8,0,0,0
2611011800,부산광역시 중구 대청동3가,1,0,0,0,0,0
2611011900,부산광역시 중구 대청동4가,2,0,10,0,0,6
2611012100,부산광역시 중구 보수동2가,0,6,0,0,0,0
2611012200,부산광역시 중구 보수동3가,0,5,0,0,0,0
2611012400,부산광역시 중구 부평동2가,4,2,0,0,0,0
2611012600,부산광역시 중구 부평동4가,1,4,0,0,0,0
2611012700,부산광역시 중구 신창동1가,2,1,0,0,0,0
2614012300,부산광역시 서구 남부민동,2,24,22,0,4,55
4889043031,경상남도 합천군 삼가면 문송리,124,3,11,0,3,662
4889043032,경상남도 합천군 삼가면 덕진리,76,11,1,0,6,505
4889044000,경상남도 합천군 가회면,1035,57,696,3,113,5115
4313025027,충청북도 충주시 주덕읍 사락리,187,8,1,0,5,326
4375025025,충청북도 진천군 진천읍 성석리,57,153,0,0,21,44
4375025026,충청북도 진천군 진천읍 벽암리,33,63,0,0,1,41
4375025028,충청북도 진천군 진천읍 장관리,98,117,0,0,32,129
4375025030,충청북도 진천군 진천읍 지암리,161,30,22,0,6,449
4375025031,충청북도 진천군 진천읍 사석리,104,30,21,0,8,243
4375025033,충청북도 진천군 진천읍 상계리,35,48,63,0,6,347
4375025035,충청북도 진천군 진천읍 연곡리,21,30,88,0,10,605
4375025036,충청북도 진천군 진천읍 삼덕리,14,118,0,122,11,21
4375025038,충청북도 진천군 진천읍 가산리,23,109,0,0,19,22
4375025040,충청북도 진천군 진천읍 산척리,9,6,0,140,6,5
4375025023,충청북도 진천군 진천읍 원덕리,57,5,10,3,0,225
4377034032,충청북도 음성군 대소면 대풍리,128,35,0,34,7,166
4377035021,충청북도 음성군 삼성면 덕정리,343,19,0,0,13,215
1141010500,서울특별시 서대문구 냉천동,4,1,0,0,0,6
1141010600,서울특별시 서대문구 천연동,1,0,0,0,0,14
1141010800,서울특별시 서대문구 영천동,3,0,0,0,0,11
1129013900,서울특별시 성북구 석관동,22,88,0,0,14,50
1129000000,서울특별시 성북구,364,360,187,0,27,1526
1129010100,서울특별시 성북구 성북동,15,0,52,0,0,196
1120010700,서울특별시 성동구 행당동,12,59,0,0,1,78
1120010800,서울특별시 성동구 응봉동,0,25,0,0,9,22
1120011000,서울특별시 성동구 금호동2가,0,0,0,0,0,31
1120011100,서울특별시 성동구 금호동3가,2,5,0,0,0,26
4377034022,충청북도 음성군 대소면 태생리,114,73,1,13,10,122
4377034023,충청북도 음성군 대소면 소석리,164,6,0,0,0,150
4377034025,충청북도 음성군 대소면 부윤리,143,21,0,22,0,117
4377034026,충청북도 음성군 대소면 수태리,126,19,0,19,4,121
4613033029,전라남도 여수시 화양면 장수리,18,0,225,0,4,273
4613034000,전라남도 여수시 남면,152,41,1109,0,60,2844
4613034021,전라남도 여수시 남면 우학리,23,5,162,0,2,252
4613034022,전라남도 여수시 남면 심장리,24,0,121,0,4,293
4613034024,전라남도 여수시 남면 유송리,7,0,243,0,11,503
4613034025,전라남도 여수시 남면 안도리,12,0,95,0,6,256
1129013200,서울특별시 성북구 보문동3가,4,0,0,0,0,7
1129013300,서울특별시 성북구 정릉동,38,0,131,0,2,671
1129013600,서울특별시 성북구 하월곡동,33,74,0,0,1,71
1129013800,서울특별시 성북구 장위동,50,71,0,0,2,79
1117010200,서울특별시 용산구 용산동2가,0,30,3,0,0,84
1117010300,서울특별시 용산구 용산동4가,0,17,0,0,0,62
1117010500,서울특별시 용산구 남영동,0,7,0,0,0,0
1117010700,서울특별시 용산구 동자동,4,17,0,0,0,7
1117010800,서울특별시 용산구 서계동,0,8,0,0,0,17
1120011400,서울특별시 성동구 성수동1가,0,209,0,0,77,0
1120011500,서울특별시 성동구 성수동2가,0,185,0,0,38,0
1129011300,서울특별시 성북구 삼선동3가,5,0,0,0,0,12
4113511600,경기도 성남시분당구 대장동,131,16,2,0,5,339
4113511700,경기도 성남시분당구 석운동,58,17,20,0,1,324
4115000000,경기도 의정부시,1443,1149,57,170,175,5188
2641010100,부산광역시 금정구 두구동,131,110,70,9,37,271
2641010200,부산광역시 금정구 노포동,83,45,84,0,12,264
2641010300,부산광역시 금정구 청룡동,25,16,153,0,4,415
2641010400,부산광역시 금정구 남산동,56,14,127,0,7,161
2641010600,부산광역시 금정구 오륜동,31,1,77,0,138,442
2641010700,부산광역시 금정구 구서동,85,33,197,0,8,308
2641010900,부산광역시 금정구 부곡동,63,30,98,0,9,197
