bjd_Nm,etc_Area,excespoor_Drain_Area,exceswell_Drain_Area,moderpoor_Drain_Area,moderwell_Drain_Area,poor_Drain_Area,stdg_Cd,well_Drain_Area
전라남도 영암군 학산면 용산리,17,2,328,41,132,0,4683038023,176
전라남도 영암군 학산면 매월리,107,61,483,1,16,16,4683038030,189
전라남도 영암군 미암면 춘동리,80,16,14,35,13,33,4683039025,178
전라남도 영암군 미암면 신포리,105,22,5,41,22,0,4683039028,148
제주특별자치도 서귀포시 안덕면 감산리,11,0,148,6,20,0,5013031023,283
제주특별자치도 서귀포시 안덕면 상창리,178,0,65,0,0,0,5013031024,1072
제주특별자치도 서귀포시 안덕면 사계리,75,10,182,16,0,0,5013031025,518
제주특별자치도 서귀포시 안덕면 덕수리,162,0,116,0,0,0,5013031026,718
제주특별자치도 서귀포시 안덕면 서광리,511,0,93,0,0,0,5013031027,1156
제주특별자치도 서귀포시 안덕면 동광리,122,0,124,0,0,0,5013031028,1321
제주특별자치도 서귀포시 안덕면 광평리,13,0,213,0,0,0,5013031029,799
제주특별자치도 서귀포시 안덕면 상천리,21,0,74,0,0,0,5013031030,1591
제주특별자치도 서귀포시 표선면,196,0,2147,0,0,0,5013032000,11198
제주특별자치도 서귀포시 표선면 표선리,12,0,576,0,0,0,5013032021,475
경상남도 창원시진해구 자은동,4,0,300,25,132,0,4812914200,232
경상남도 창원시진해구 덕산동,26,23,0,38,16,0,4812914300,7
경상남도 창원시진해구 풍호동,3,0,45,46,54,0,4812914400,75
경상남도 창원시진해구 장천동,35,0,27,2,79,0,4812914500,152
경상남도 창원시진해구 행암동,8,0,0,1,48,0,4812914600,159
경상남도 창원시진해구 북부동,3,0,378,1,89,0,4812914700,153
경상남도 창원시진해구 성내동,1,0,41,11,20,0,4812914800,38
경상남도 창원시진해구 서중동,3,2,9,11,20,0,4812914900,107
경상남도 창원시진해구 남문동,253,36,69,10,47,0,4812915000,110
경상남도 창원시진해구 제덕동,227,6,29,6,25,0,4812915100,127
경상남도 창원시진해구 수도동,211,0,4,0,3,0,4812915200,1
경상남도 창원시진해구 연도동,2,0,5,0,0,0,4812915300,46
경상남도 밀양시 단장면 안법리,5,0,270,28,69,0,4827035024,99
경상남도 밀양시 단장면 감물리,18,0,310,3,128,0,4827035026,308
충청북도 청주시흥덕구 송절동,11,45,39,32,20,0,4311313400,94
충청북도 청주시흥덕구 화계동,0,9,0,2,7,0,4311313500,49
충청북도 청주시흥덕구 외북동,0,25,0,20,14,0,4311313600,112
충청북도 청주시흥덕구 향정동,1,11,1,11,5,0,4311313700,59
충청북도 청주시흥덕구 비하동,3,6,78,38,28,0,4311313800,109
충청북도 청주시흥덕구 석소동,2,8,3,10,18,18,4311313900,67
충청북도 청주시흥덕구 정봉동,1,0,0,7,129,0,4311314000,41
충청북도 청주시흥덕구 신촌동,35,5,16,31,32,0,4311314100,22
충청북도 청주시흥덕구 오송읍,289,100,780,523,1252,0,4311325000,1108
충청북도 청주시흥덕구 오송읍 호계리,19,14,8,18,23,0,4311325021,18
충청북도 청주시흥덕구 오송읍 상정리,5,25,19,39,22,0,4311325022,194
충청북도 청주시흥덕구 오송읍 공북리,10,0,210,80,51,0,4311325023,185
충청북도 청주시흥덕구 오송읍 쌍청리,29,1,30,20,53,0,4311325024,67
충청북도 청주시흥덕구 오송읍 만수리,10,17,0,11,83,0,4311325025,55
충청북도 청주시흥덕구 오송읍 연제리,24,36,42,42,112,0,4311325026,166
충청북도 청주시흥덕구 오송읍 궁평리,29,0,22,22,223,0,4311325027,28
충청북도 청주시흥덕구 오송읍 오송리,50,0,27,8,194,0,4311325028,64
충청북도 청주시흥덕구 오송읍 동평리,42,0,4,24,150,0,4311325029,13
충청북도 청주시흥덕구 오송읍 서평리,34,0,5,107,141,0,4311325030,45
충청북도 청주시흥덕구 오송읍 봉산리,0,0,12,45,123,0,4311325031,68
충청북도 청주시흥덕구 오송읍 정중리,23,0,160,61,58,0,4311325032,114
충청북도 청주시흥덕구 오송읍 상봉리,13,7,241,45,18,0,4311325033,90
충청북도 청주시흥덕구 강내면,135,185,466,494,344,24,4311331000,1368
충청북도 청주시흥덕구 강내면 연정리,0,13,44,18,7,0,4311331021,59
충청북도 청주시흥덕구 강내면 궁현리,2,7,48,47,12,0,4311331022,122
충청북도 청주시흥덕구 강내면 저산리,3,19,103,28,13,0,4311331023,125
충청북도 청주시흥덕구 강내면 당곡리,0,0,2,18,24,0,4311331024,54
충청북도 청주시흥덕구 강내면 산단리,1,11,26,32,17,0,4311331025,70
충청북도 청주시흥덕구 강내면 다락리,0,32,12,19,8,0,4311331026,122
충청북도 청주시흥덕구 강내면 태성리,5,28,10,41,13,0,4311331027,169
충청북도 청주시흥덕구 강내면 사곡리,9,27,54,21,18,0,4311331028,94
충청북도 청주시흥덕구 강내면 황탄리,28,8,51,28,38,0,4311331029,68
충청북도 청주시흥덕구 강내면 월탄리,38,0,46,33,21,0,4311331030,56
충청북도 청주시흥덕구 강내면 탑연리,3,12,5,40,22,2,4311331031,96
충청북도 청주시흥덕구 강내면 석화리,43,8,20,27,14,6,4311331032,45
충청북도 청주시흥덕구 강내면 사인리,0,3,0,39,31,3,4311331033,46
충청북도 청주시흥덕구 강내면 월곡리,2,9,9,40,25,13,4311331034,113
충청북도 청주시흥덕구 강내면 학천리,1,8,38,63,82,0,4311331035,132
충청북도 청주시흥덕구 옥산면,433,274,2491,585,788,16,4311332000,2033
충청북도 청주시흥덕구 옥산면 오산리,10,21,32,27,64,0,4311332021,107
충청북도 청주시흥덕구 옥산면 덕촌리,31,9,43,28,91,0,4311332022,82
충청북도 청주시흥덕구 옥산면 신촌리,27,5,64,2,89,0,4311332023,29
충청북도 청주시흥덕구 옥산면 환희리,83,0,309,9,86,0,4311332024,161
충청북도 청주시흥덕구 옥산면 가락리,50,0,158,51,55,2,4311332025,78
충청북도 청주시흥덕구 옥산면 동림리,8,27,401,41,22,0,4311332026,119
충청북도 청주시흥덕구 옥산면 금계리,44,33,58,21,66,0,4311332027,183
충청북도 청주시흥덕구 옥산면 장동리,12,5,434,23,24,0,4311332028,146
충청북도 청주시흥덕구 옥산면 사정리,19,35,308,34,22,0,4311332029,81
충청북도 청주시흥덕구 옥산면 수락리,5,8,107,30,35,0,4311332030,153
충청북도 청주시흥덕구 옥산면 장남리,39,28,55,15,38,0,4311332031,30
충청북도 청주시흥덕구 옥산면 호죽리,19,43,123,80,26,14,4311332032,321
충청북도 청주시흥덕구 옥산면 남촌리,44,19,51,124,75,0,4311332033,75
충청북도 청주시흥덕구 옥산면 소로리,28,11,143,60,65,0,4311332034,98
충청북도 청주시흥덕구 옥산면 국사리,12,28,205,39,33,0,4311332035,367
충청북도 청주시청원구,1040,1229,6711,3145,2607,138,4311400000,6616
충청북도 청주시청원구 우암동,10,0,50,0,21,0,4311410100,94
충청북도 청주시청원구 내덕동,15,15,64,49,50,0,4311410200,91
충청북도 청주시청원구 율량동,4,9,298,55,26,0,4311410300,199
충청북도 청주시청원구 사천동,16,8,20,34,69,0,4311410400,116
충청북도 청주시청원구 주성동,0,5,24,19,10,0,4311410500,84
충청북도 청주시청원구 주중동,1,40,43,51,38,0,4311410600,191
충청북도 청주시청원구 정상동,7,4,22,18,53,3,4311410700,43
충청북도 청주시청원구 정하동,14,0,16,18,48,0,4311410800,15
충청북도 청주시청원구 정북동,40,0,27,13,90,0,4311410900,24
충청북도 청주시청원구 오동동,2,5,40,64,73,0,4311411000,57
충청북도 청주시청원구 외남동,7,8,6,53,38,0,4311411100,68
충청북도 청주시청원구 외평동,35,31,24,99,65,0,4311411200,101
충청북도 청주시청원구 외하동,25,9,22,48,24,3,4311411300,16
충청북도 청주시청원구 내수읍,140,290,2352,731,568,41,4311425000,1405
충청북도 청주시청원구 내수읍 내수리,24,48,58,33,38,0,4311425021,51
충청북도 청주시청원구 내수읍 마산리,5,13,18,20,24,0,4311425022,25
충청북도 청주시청원구 내수읍 풍정리,2,16,56,28,3,0,4311425023,68
충청북도 청주시청원구 내수읍 덕암리,8,3,482,65,20,0,4311425024,110
충청북도 청주시청원구 내수읍 도원리,4,12,41,23,8,0,4311425025,38
충청북도 청주시청원구 내수읍 형동리,3,3,303,38,49,0,4311425026,86
충청북도 청주시청원구 내수읍 세교리,8,2,42,37,55,0,4311425027,39
충청북도 청주시청원구 내수읍 비상리,10,0,267,13,50,0,4311425028,86
대구광역시 달성군 유가읍,167,0,2995,125,1142,0,2771025900,1312
대구광역시 달성군 유가읍 음리,5,0,118,14,43,0,2771025921,40
대구광역시 달성군 유가읍 양리,11,0,985,1,52,0,2771025922,252
대구광역시 달성군 유가읍 용리,7,0,776,4,133,0,2771025923,179
대구광역시 달성군 유가읍 봉리,6,0,0,0,100,0,2771025924,7
대구광역시 달성군 유가읍 쌍계리,5,0,67,21,53,0,2771025925,23
대구광역시 달성군 유가읍 초곡리,1,0,286,0,51,0,2771025926,79
대구광역시 달성군 유가읍 상리,4,0,0,2,101,0,2771025927,5
대구광역시 달성군 유가읍 금리,4,0,35,28,103,0,2771025928,15
대구광역시 달성군 유가읍 유곡리,9,0,88,10,121,0,2771025929,151
대구광역시 달성군 유가읍 도의리,11,0,48,13,139,0,2771025930,73
대구광역시 달성군 유가읍 가태리,24,0,333,14,83,0,2771025931,286
대구광역시 달성군 유가읍 한정리,22,0,56,17,86,0,2771025932,27
대구광역시 달성군 유가읍 본말리,57,0,203,3,80,0,2771025933,174
충청북도 보은군 회남면 광포리,36,0,0,0,18,0,4372037040,767
경기도 시흥시 배곧동,20,0,0,0,0,469,4139013500,1
경기도 평택시 고덕동,7,91,0,375,223,1,4122012800,964
경기도 여주시 세종대왕면,458,633,1086,656,672,0,4167034500,1792
경기도 여주시 세종대왕면 번도리,12,20,122,86,66,0,4167034521,104
경기도 여주시 세종대왕면 구양리,7,51,35,41,30,0,4167034522,105
경기도 여주시 세종대왕면 왕대리,77,99,312,56,62,0,4167034523,278
경기도 여주시 세종대왕면 백석리,210,5,56,23,105,0,4167034524,87
경기도 여주시 세종대왕면 내양리,42,0,4,29,150,0,4167034525,31
경기도 여주시 세종대왕면 용은리,22,84,68,68,31,0,4167034526,256
경기도 여주시 세종대왕면 매화리,13,47,1,37,3,0,4167034527,67
경기도 여주시 세종대왕면 양거리,7,21,0,54,28,0,4167034528,106
경기도 여주시 세종대왕면 마래리,12,37,6,73,20,0,4167034529,127
경기도 여주시 세종대왕면 광대리,2,41,51,46,15,0,4167034530,252
경기도 여주시 세종대왕면 오계리,2,79,209,27,22,0,4167034531,155
경기도 여주시 세종대왕면 매류리,34,64,30,58,41,0,4167034532,94
경기도 여주시 세종대왕면 신지리,17,86,194,60,99,0,4167034533,129
부산광역시 기장군 일광읍,51,21,697,237,399,8,2671025900,2163
부산광역시 기장군 일광읍 삼성리,2,7,22,44,37,0,2671025921,217
부산광역시 기장군 일광읍 이천리,11,1,0,36,18,8,2671025922,264
부산광역시 기장군 일광읍 학리,5,0,5,0,2,0,2671025923,100
부산광역시 기장군 일광읍 동백리,4,0,0,21,23,0,2671025924,174
부산광역시 기장군 일광읍 문중리,2,0,0,6,9,0,2671025925,30
부산광역시 기장군 일광읍 신평리,2,0,0,18,17,0,2671025926,46
부산광역시 기장군 일광읍 칠암리,2,0,0,0,5,0,2671025927,31
부산광역시 기장군 일광읍 문동리,2,0,0,6,8,0,2671025928,45
부산광역시 기장군 일광읍 청광리,1,0,40,40,16,0,2671025929,98
부산광역시 기장군 일광읍 원리,7,0,109,28,66,0,2671025930,227
부산광역시 기장군 일광읍 화전리,8,12,12,21,55,0,2671025931,226
부산광역시 기장군 일광읍 횡계리,1,0,48,6,26,0,2671025932,78
부산광역시 기장군 일광읍 용천리,4,0,461,11,118,0,2671025933,626
세종특별자치시  세종동,806,30,494,137,444,5,3611011900,451
세종특별자치시  누리동,5,10,72,40,14,0,3611012000,153
세종특별자치시  한별동,6,23,0,28,7,0,3611012100,99
세종특별자치시  다솜동,0,38,62,5,6,0,3611012200,71
세종특별자치시  용호동,6,24,117,16,19,0,3611012300,53
경기도 광주시 고산동,14,4,261,46,18,0,4161011400,117
경기도 광주시 신현동,0,1,559,74,36,0,4161011500,144
경기도 광주시 능평동,10,7,512,51,26,0,4161011600,158
경기도 광주시 문형동,17,8,421,67,43,0,4161011700,199
경기도 광주시 추자동,13,0,173,48,37,0,4161011800,111
경기도 광주시 매산동,25,0,465,38,44,0,4161011900,154
경기도 광주시 양벌동,41,0,377,95,79,0,4161012000,189
강원특별자치도 춘천시,7482,522,56213,1530,4264,0,5111000000,41557
강원특별자치도 춘천시 봉의동,0,0,16,0,0,0,5111010100,2
강원특별자치도 춘천시 요선동,0,0,1,0,0,0,5111010200,8
강원특별자치도 춘천시 낙원동,0,0,0,0,0,0,5111010300,11
강원특별자치도 춘천시 중앙로1가,0,0,0,0,0,0,5111010400,4
강원특별자치도 춘천시 중앙로2가,0,0,0,0,0,0,5111010500,4
강원특별자치도 춘천시 중앙로3가,0,0,0,0,0,0,5111010600,13
강원특별자치도 춘천시 옥천동,0,0,12,0,0,0,5111010700,5
경기도 양주시 백석읍 오산리,15,0,0,70,127,4,4163025022,123
경기도 양주시 백석읍 복지리,16,3,469,27,42,0,4163025023,294
경기도 양주시 백석읍 가업리,0,8,157,60,53,10,4163025024,126
경기도 양주시 백석읍 홍죽리,0,14,204,75,38,0,4163025025,173
경기도 양주시 백석읍 연곡리,3,9,56,27,37,0,4163025026,162
경기도 양주시 백석읍 기산리,13,0,522,0,0,0,4163025027,256
경기도 양주시 은현면,109,39,1595,197,442,8,4163031000,1074
경기도 양주시 은현면 용암리,37,8,577,30,135,0,4163031021,215
경기도 양주시 은현면 선암리,19,6,222,19,36,2,4163031022,119
전라남도 곡성군 옥과면 설옥리,4,0,87,32,24,0,4672037024,345
경상남도 창원시성산구 상복동,14,0,143,0,25,0,4812311300,141
경상남도 창원시성산구 완암동,3,0,66,2,6,0,4812311400,26
경상남도 창원시성산구 창곡동,4,0,101,3,11,0,4812311500,46
경상남도 창원시성산구 월림동,0,0,0,0,0,0,4812311600,7
경상남도 창원시성산구 적현동,2,0,0,0,14,0,4812311700,196
경상남도 창원시성산구 양곡동,5,4,242,5,49,0,4812311800,312
경상남도 창원시성산구 반송동,0,0,0,0,2,0,4812311900,31
경상남도 창원시성산구 귀산동,3,2,175,15,27,0,4812312000,114
경상남도 창원시성산구 귀곡동,129,4,258,29,44,0,4812312100,195
경상남도 창원시성산구 귀현동,7,4,32,7,14,0,4812312200,218
경상남도 창원시성산구 신촌동,130,80,0,28,117,0,4812312300,120
세종특별자치시  어진동,6,52,14,25,54,0,3611011000,99
세종특별자치시  종촌동,4,24,17,9,16,0,3611011100,45
세종특별자치시  고운동,1,16,114,75,27,0,3611011200,298
세종특별자치시  아름동,5,17,13,22,23,0,3611011300,144
세종특별자치시  도담동,0,35,47,29,30,0,3611011400,63
세종특별자치시  조치원읍,74,44,39,112,360,16,3611025000,724
세종특별자치시  조치원읍 원리,0,0,0,2,23,0,3611025021,0
세종특별자치시  조치원읍 상리,2,0,0,0,10,0,3611025022,0
세종특별자치시  조치원읍 평리,4,0,0,0,9,0,3611025023,0
세종특별자치시  조치원읍 교리,0,0,0,0,20,0,3611025024,0
세종특별자치시  조치원읍 정리,0,0,0,0,8,0,3611025025,0
세종특별자치시  조치원읍 명리,3,0,0,0,9,0,3611025026,0
세종특별자치시  조치원읍 남리,9,0,0,4,33,0,3611025027,1
세종특별자치시  조치원읍 침산리,1,3,0,17,8,0,3611025028,36
전라남도 영암군 영암읍 농덕리,7,2,242,87,68,0,4683025034,284
전라남도 영암군 삼호읍 서호리,225,13,1,68,27,0,4683025323,187
전라남도 영암군 삼호읍 용앙리,14,11,30,88,31,58,4683025326,316
전라남도 영암군 삼호읍 용당리,119,171,145,28,43,66,4683025329,375
전라남도 영암군 덕진면,113,71,74,720,205,49,4683031000,1390
전라남도 영암군 덕진면 영보리,3,0,40,23,29,0,4683031023,101
전라남도 영암군 덕진면 덕진리,4,0,1,51,5,0,4683031027,76
전라남도 영암군 금정면,82,12,3404,605,681,0,4683032000,2478
전라남도 영암군 금정면 아천리,9,0,4,82,55,0,4683032022,348
전라남도 영암군 금정면 남송리,20,0,497,17,121,0,4683032025,229
전라남도 영암군 금정면 와운리,13,1,0,137,20,0,4683032027,264
전라남도 영암군 금정면 세류리,1,0,186,39,40,0,4683032031,350
경상북도 문경시 영순면 달지리,41,0,118,56,73,0,4728031028,37
경상북도 문경시 영순면 이목리,47,0,231,15,63,0,4728031029,35
경상북도 문경시 산양면,125,30,1281,864,519,0,4728032000,480
경상북도 문경시 산양면 현리,16,0,61,43,29,0,4728032022,5
경상북도 문경시 산양면 우본리,16,25,100,62,39,0,4728032027,54
경상북도 문경시 산양면 존도리,11,0,64,60,40,0,4728032030,29
경상북도 문경시 산양면 진정리,1,0,97,62,31,0,4728032032,24
경상북도 문경시 산양면 송죽리,0,0,96,46,16,0,4728032035,41
경상북도 문경시 호계면 견탄리,23,0,263,43,73,0,4728033021,241
