bjd_Nm,posifertk_Fachs1_Area,posifertk_Fachs2_Area,posifertk_Fachs3_Area,posifertk_Fachs4_Area,posifertk_Fachs5_Area,posifertk_Fachs6_Area,posifertk_Fruit1_Area,posifertk_Fruit2_Area,posifertk_Fruit3_Area,posifertk_Fruit4_Area,posifertk_Fruit5_Area,posifertk_Fruit6_Area,posifertk_Pfld1_Area,posifertk_Pfld2_Area,posifertk_Pfld3_Area,posifertk_Pfld4_Area,posifertk_Pfld5_Area,posifertk_Pfld6_Area,posifertk_Rfld1_Area,posifertk_Rfld2_Area,posifertk_Rfld3_Area,posifertk_Rfld4_Area,posifertk_Rfld5_Area,posifertk_Rfld6_Area,stdg_Cd
전북특별자치도 익산시 웅포면,2,2,1,6,4,18,0,0,1,2,0,2,0,9,14,20,21,102,40,144,146,143,66,116,5214034000
전북특별자치도 익산시 웅포면 입점리,2,1,0,4,1,9,0,0,0,0,0,1,0,1,1,1,1,12,1,6,6,7,2,3,5214034021
전북특별자치도 익산시 웅포면 웅포리,0,0,0,0,2,1,-,-,-,-,-,-,0,1,4,2,5,20,1,4,3,4,3,9,5214034022
전북특별자치도 익산시 웅포면 송천리,-,-,-,-,-,-,0,0,1,1,0,0,0,6,1,2,5,12,10,20,25,29,5,4,5214034023
전북특별자치도 익산시 웅포면 고창리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,3,2,10,7,29,21,32,21,13,5214034024
전북특별자치도 익산시 웅포면 맹산리,0,0,1,0,0,4,-,-,-,-,-,-,0,0,1,2,2,14,12,32,25,22,13,8,5214034025
전북특별자치도 익산시 웅포면 제성리,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,3,4,11,3,22,47,33,9,58,5214034026
전북특별자치도 익산시 웅포면 대붕암리,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,7,3,23,6,30,19,17,15,20,5214034027
전북특별자치도 익산시 성당면,0,1,0,1,1,6,0,1,0,0,0,1,1,55,6,11,7,168,159,394,430,290,116,459,5214035000
전북특별자치도 익산시 성당면 장선리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,31,41,112,70,79,13,109,5214035021
전북특별자치도 익산시 성당면 와초리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,3,0,21,11,37,44,33,22,107,5214035022
전북특별자치도 익산시 성당면 대선리,0,0,0,0,1,2,-,-,-,-,-,-,0,0,1,0,3,16,17,61,115,45,25,59,5214035023
전북특별자치도 익산시 성당면 갈산리,0,0,0,0,0,1,0,0,0,0,0,1,0,51,2,2,1,72,15,30,22,18,6,30,5214035024
전북특별자치도 완주군 고산면 서봉리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,1,0,2,38,6,39,40,7,2,15,5271036022
전북특별자치도 완주군 고산면 율곡리,0,0,0,0,2,7,-,-,-,-,-,-,0,1,0,1,2,27,3,19,43,38,35,81,5271036023
전북특별자치도 완주군 고산면 어우리,0,1,0,1,0,9,-,-,-,-,-,-,0,0,0,0,7,41,1,24,30,22,12,105,5271036024
전북특별자치도 완주군 고산면 남봉리,0,0,1,0,1,8,0,0,0,0,0,3,0,3,3,3,7,36,12,62,76,40,21,40,5271036025
전북특별자치도 완주군 고산면 화정리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,3,38,21,28,15,2,1,2,5271036026
전북특별자치도 완주군 고산면 양야리,-,-,-,-,-,-,0,13,1,0,0,1,0,2,6,2,4,43,4,32,29,19,14,11,5271036027
전북특별자치도 완주군 고산면 성재리,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,10,79,4,10,17,14,8,13,5271036028
전북특별자치도 완주군 고산면 오산리,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,6,116,2,20,33,16,11,13,5271036029
전북특별자치도 완주군 고산면 삼기리,1,0,3,3,3,19,0,1,1,1,0,4,0,1,2,1,3,33,8,45,53,30,7,17,5271036030
전북특별자치도 완주군 고산면 소향리,0,0,0,0,1,5,0,2,7,10,4,24,0,0,2,2,4,80,4,13,4,7,3,7,5271036031
전북특별자치도 완주군 비봉면,2,9,9,12,17,253,6,14,7,15,4,49,2,6,25,39,44,195,29,109,104,53,31,53,5271037000
전북특별자치도 완주군 비봉면 봉산리,1,1,0,2,4,28,0,3,3,1,0,2,0,2,5,2,3,35,15,24,38,16,6,28,5271037021
전북특별자치도 완주군 비봉면 소농리,1,0,0,1,0,31,0,0,0,0,0,14,1,1,5,4,3,28,0,11,8,6,0,3,5271037022
전북특별자치도 완주군 비봉면 내월리,0,2,3,4,6,54,3,4,3,7,0,15,1,1,8,12,4,48,1,12,4,4,16,7,5271037023
전북특별자치도 완주군 비봉면 대치리,0,0,0,2,1,14,0,0,0,7,1,3,0,0,1,9,13,13,2,15,22,14,1,0,5271037024
전북특별자치도 완주군 비봉면 백도리,0,1,1,1,1,17,0,0,0,0,0,13,0,0,3,8,5,28,7,12,3,2,2,5,5271037025
전북특별자치도 완주군 비봉면 이전리,0,3,4,2,4,54,0,7,0,0,0,1,0,1,3,3,12,16,2,14,22,10,4,10,5271037026
전북특별자치도 완주군 비봉면 수선리,0,2,0,1,1,55,4,0,0,0,4,2,0,1,2,2,4,27,2,20,6,1,1,1,5271037027
전북특별자치도 완주군 운주면,0,2,2,4,5,51,0,1,2,4,2,28,6,9,8,10,266,448,2,140,148,23,9,19,5271038000
전북특별자치도 완주군 운주면 장선리,0,2,0,1,1,9,0,0,0,2,0,3,1,1,2,5,27,79,1,50,21,7,1,2,5271038021
전북특별자치도 완주군 운주면 완창리,0,0,1,3,3,20,0,0,1,1,0,18,1,2,3,4,88,61,1,19,34,8,2,5,5271038022
전북특별자치도 완주군 운주면 산북리,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,1,80,84,0,24,57,1,1,0,5271038023
전북특별자치도 완주군 운주면 구제리,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,29,76,0,10,5,3,1,6,5271038026
전북특별자치도 완주군 운주면 고당리,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,53,0,13,7,2,0,0,5271038027
전북특별자치도 완주군 운주면 금당리,0,0,0,1,0,15,0,0,0,0,0,3,3,2,1,1,20,96,0,25,23,1,4,6,5271038028
전북특별자치도 완주군 화산면,0,0,0,0,0,9,2,9,2,0,0,13,0,5,6,9,89,627,43,181,158,90,79,140,5271039000
전북특별자치도 완주군 화산면 화평리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,3,28,1,0,3,8,15,21,5271039021
전북특별자치도 완주군 화산면 화월리,-,-,-,-,-,-,2,2,1,0,0,6,0,0,0,0,9,62,1,21,27,16,8,12,5271039022
전북특별자치도 완주군 화산면 춘산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,3,87,5,34,7,0,1,4,5271039023
전북특별자치도 완주군 화산면 운곡리,0,0,0,0,0,1,0,0,0,0,0,3,0,1,2,4,10,94,1,5,20,13,14,12,5271039024
전북특별자치도 완주군 화산면 우월리,-,-,-,-,-,-,0,4,0,0,0,0,0,0,1,0,11,42,9,16,9,2,3,1,5271039025
전북특별자치도 완주군 화산면 운산리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,1,9,60,0,2,27,13,5,12,5271039026
전북특별자치도 완주군 화산면 와룡리,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,13,36,14,25,14,11,7,9,5271039027
전북특별자치도 완주군 화산면 종리,0,0,0,0,0,6,0,3,0,0,0,1,0,2,3,2,8,61,2,9,8,9,12,37,5271039028
전북특별자치도 완주군 화산면 승치리,0,0,0,0,0,1,-,-,-,-,-,-,0,1,0,0,14,99,3,14,14,2,1,19,5271039029
전북특별자치도 완주군 화산면 성북리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,5,46,6,38,3,0,1,4,5271039030
전북특별자치도 완주군 화산면 운제리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,4,11,0,16,26,14,12,8,5271039031
전북특별자치도 완주군 동상면,0,7,13,0,21,18,14,370,14333,10099,7980,11590,50,72,61,45,23,89,20,80,28,20,4,6,5271040000
전북특별자치도 완주군 동상면 신월리,0,0,7,0,2,4,2,63,77,65,171,168,12,36,16,7,6,19,8,19,10,0,2,1,5271040021
전북특별자치도 완주군 동상면 수만리,0,6,1,0,2,7,0,49,706,59,290,807,12,5,12,7,1,23,0,19,0,3,1,1,5271040023
전북특별자치도 완주군 동상면 대아리,0,0,0,0,13,5,1,34,13521,9945,6640,10415,0,8,11,12,4,11,0,9,0,5,0,0,5271040024
전북특별자치도 완주군 경천면,0,1,1,0,1,5,0,1,10,7,7,63,1,17,21,17,22,159,17,44,40,9,12,13,5271041000
전북특별자치도 완주군 경천면 용복리,0,1,0,0,1,2,0,0,2,3,2,6,0,2,3,6,5,26,5,22,19,3,2,3,5271041021
전북특별자치도 완주군 경천면 가천리,0,0,0,0,0,2,0,0,0,3,2,41,1,2,2,4,7,61,8,9,9,1,6,8,5271041022
전북특별자치도 완주군 경천면 경천리,0,0,0,0,0,2,0,1,8,1,2,16,0,13,15,6,10,72,4,13,11,5,3,2,5271041023
전북특별자치도 진안군,3,11,9,9,11,74,17,52,49,77,36,276,290,890,855,812,612,2315,341,956,837,461,295,574,5272000000
전북특별자치도 진안군 진안읍,0,3,1,0,2,5,1,5,4,12,3,40,43,187,164,207,162,389,76,244,178,75,18,26,5272025000
전북특별자치도 진안군 진안읍 군상리,-,-,-,-,-,-,0,0,1,0,0,1,12,17,5,19,5,19,2,4,15,5,0,0,5272025021
전북특별자치도 진안군 진안읍 군하리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,0,7,1,3,1,1,0,0,0,0,5272025022
전북특별자치도 진안군 진안읍 단양리,-,-,-,-,-,-,0,1,0,0,0,1,1,9,10,12,13,17,5,21,11,5,1,1,5272025023
전북특별자치도 진안군 진안읍 가림리,0,0,0,0,0,1,0,0,0,0,0,1,3,8,9,4,2,17,24,38,37,9,3,4,5272025024
전북특별자치도 진안군 진안읍 반월리,0,0,0,0,0,1,0,1,0,1,0,4,4,43,12,14,5,30,15,25,16,6,2,2,5272025025
전북특별자치도 진안군 진안읍 죽산리,-,-,-,-,-,-,-,-,-,-,-,-,3,13,29,40,68,66,1,6,2,0,0,0,5272025026
전북특별자치도 진안군 진안읍 오천리,-,-,-,-,-,-,1,0,0,2,0,1,4,8,6,6,5,24,2,16,8,3,1,3,5272025027
전북특별자치도 진안군 진안읍 물곡리,0,0,0,0,0,1,0,1,0,0,0,4,2,10,6,13,8,58,8,28,20,9,3,3,5272025028
전북특별자치도 진안군 진안읍 구룡리,-,-,-,-,-,-,0,1,0,2,0,12,4,15,9,8,10,37,6,25,10,5,1,3,5272025029
전북특별자치도 진안군 진안읍 가막리,-,-,-,-,-,-,0,0,0,0,0,5,7,24,36,49,22,30,1,5,2,0,0,1,5272025030
전북특별자치도 진안군 진안읍 정곡리,-,-,-,-,-,-,0,0,0,0,0,1,0,3,6,5,2,14,2,12,11,4,0,0,5272025031
전북특별자치도 진안군 진안읍 연장리,0,2,0,0,1,1,0,0,1,6,3,10,1,22,22,19,12,35,7,40,36,20,4,7,5272025032
전북특별자치도 진안군 진안읍 운산리,0,0,1,0,1,1,0,1,1,0,0,1,2,13,15,12,10,40,3,24,10,7,1,2,5272025033
전북특별자치도 진안군 용담면,0,1,0,0,0,1,0,2,3,4,1,3,2,12,16,16,12,83,12,18,14,6,6,7,5272031000
전북특별자치도 진안군 용담면 옥거리,-,-,-,-,-,-,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,5272031021
전북특별자치도 진안군 용담면 수천리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5272031022
전북특별자치도 진안군 용담면 호계리,-,-,-,-,-,-,0,0,0,0,0,1,0,1,0,1,3,0,-,-,-,-,-,-,5272031023
전북특별자치도 군산시 조촌동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5213013400
전북특별자치도 군산시 구암동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,2,2,4,5213013700
전북특별자치도 군산시 내흥동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,6,0,3,5,12,10,8,5213013800
전북특별자치도 군산시 개정동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,1,9,12,28,29,15,22,5213013900
전북특별자치도 군산시 사정동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,1,2,7,13,7,10,1,5213014000
전북특별자치도 군산시 수송동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1,1,5213014100
전북특별자치도 군산시 미장동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,4,3,2,0,5213014200
전북특별자치도 군산시 지곡동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,3,2,1,0,5213014300
전북특별자치도 군산시 나운동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,0,2,4,3,1,0,5213014400
전북특별자치도 군산시 미룡동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,4,1,3,0,5213014500
전북특별자치도 군산시 소룡동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,0,1,2,2,5213014600
전북특별자치도 군산시 오식도동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5213014700
전북특별자치도 군산시 비응도동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5213014800
전북특별자치도 군산시 신관동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,2,7,7,7,10,4,5213014900
전북특별자치도 군산시 개사동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,1,0,10,27,36,31,124,5213015000
전북특별자치도 군산시 산북동,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,2,1,3,4,44,147,137,141,148,5213015100
전북특별자치도 군산시 내초동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,3,26,31,240,169,98,5213015200
전북특별자치도 군산시 옥구읍,0,0,0,0,1,11,-,-,-,-,-,-,1,7,7,9,9,43,101,426,435,286,163,288,5213025000
전북특별자치도 군산시 옥구읍 옥정리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,3,9,11,13,3,1,5213025021
전북특별자치도 군산시 옥구읍 상평리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,2,2,5,15,2,12,10,4,4,1,5213025022
전북특별자치도 군산시 옥구읍 이곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,2,6,11,46,100,94,19,42,5213025023
전북특별자치도 군산시 옥구읍 수산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,0,2,43,110,91,44,26,66,5213025024
전북특별자치도 군산시 옥구읍 오곡리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,2,15,14,4,3,8,5213025025
전북특별자치도 군산시 옥구읍 선제리,0,0,0,0,1,8,-,-,-,-,-,-,1,3,2,1,0,11,6,29,34,17,13,16,5213025026
전북특별자치도 군산시 옥구읍 어은리,0,0,0,0,0,3,-,-,-,-,-,-,0,1,2,2,2,6,36,205,175,109,96,154,5213025027
전북특별자치도 군산시 옥산면,0,0,16,1,1,50,0,0,0,1,0,1,0,1,5,5,5,18,22,164,250,228,145,184,5213031000
전북특별자치도 군산시 옥산면 옥산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,2,1,3,9,55,51,18,11,73,5213031021
전북특별자치도 군산시 옥산면 남내리,0,0,1,1,1,3,0,0,0,1,0,1,0,0,1,2,2,7,0,12,7,55,33,8,5213031022
전북특별자치도 군산시 옥산면 쌍봉리,0,0,1,0,0,44,-,-,-,-,-,-,0,0,1,1,2,5,2,35,115,87,79,71,5213031023
전북특별자치도 군산시 옥산면 당북리,0,0,13,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,8,51,62,57,15,27,5213031024
전북특별자치도 군산시 옥산면 금성리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,3,3,11,15,10,8,6,5213031025
전북특별자치도 군산시 회현면,0,0,0,0,0,3,0,0,1,0,0,1,1,1,3,1,2,8,64,612,978,647,467,663,5213032000
전북특별자치도 군산시 회현면 월연리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,2,17,171,229,103,43,38,5213032021
전북특별자치도 군산시 회현면 금광리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,1,27,120,301,244,189,281,5213032022
전북특별자치도 군산시 회현면 대정리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,0,1,4,84,114,78,29,45,5213032023
전북특별자치도 군산시 회현면 세장리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,0,4,3,3,0,0,5213032024
전북특별자치도 군산시 회현면 고사리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,0,1,0,5,3,2,1,3,5213032025
전북특별자치도 군산시 회현면 학당리,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0,0,1,2,4,85,156,117,98,187,5213032026
전북특별자치도 군산시 회현면 원우리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,1,1,8,56,46,29,56,31,5213032027
전북특별자치도 군산시 회현면 증석리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,88,124,70,53,78,5213032028
전북특별자치도 군산시 임피면,0,1,1,1,0,8,0,1,0,1,1,13,3,22,20,25,30,139,50,390,795,565,301,466,5213033000
전북특별자치도 군산시 임피면 읍내리,0,0,0,0,0,1,-,-,-,-,-,-,1,9,5,4,5,17,4,14,13,21,21,4,5213033021
전북특별자치도 군산시 임피면 축산리,0,0,0,0,0,3,-,-,-,-,-,-,1,4,4,7,8,11,4,12,26,7,7,5,5213033022
전북특별자치도 군산시 임피면 미원리,-,-,-,-,-,-,0,0,0,0,1,7,1,3,3,7,5,26,2,23,35,41,41,37,5213033023
전북특별자치도 군산시 임피면 보석리,-,-,-,-,-,-,0,1,0,0,0,2,0,5,4,2,8,37,7,50,84,67,44,26,5213033024
전북특별자치도 군산시 임피면 술산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,0,2,12,11,51,201,110,45,134,5213033025
전북특별자치도 군산시 임피면 월하리,0,0,0,0,0,3,0,0,0,1,0,4,0,0,1,2,1,25,3,62,164,98,33,35,5213033026
전북특별자치도 진안군 용담면 월계리,0,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5272031024
전북특별자치도 진안군 용담면 송풍리,0,0,0,0,0,1,0,1,3,4,1,1,1,10,15,13,9,80,12,18,14,6,6,7,5272031025
전북특별자치도 진안군 용담면 와룡리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,0,4,-,-,-,-,-,-,5272031026
전북특별자치도 진안군 안천면,2,3,3,3,2,10,2,4,9,2,1,18,63,62,48,57,27,104,40,34,22,16,9,39,5272032000
전북특별자치도 진안군 안천면 노성리,0,1,1,1,0,5,1,2,8,2,1,14,11,20,24,18,11,57,4,9,5,4,2,6,5272032021
전북특별자치도 진안군 안천면 백화리,1,1,2,2,2,4,1,3,0,0,0,4,6,21,14,16,8,20,27,15,13,10,6,32,5272032022
전북특별자치도 진안군 안천면 신괴리,0,0,0,0,0,2,-,-,-,-,-,-,7,20,10,23,8,27,8,10,4,2,1,1,5272032023
전북특별자치도 진안군 안천면 삼락리,-,-,-,-,-,-,-,-,-,-,-,-,39,1,0,0,0,0,-,-,-,-,-,-,5272032024
전북특별자치도 진안군 동향면,1,3,3,3,5,34,3,3,0,1,1,6,45,109,115,54,52,188,35,93,55,12,13,17,5272033000
전북특별자치도 진안군 동향면 대량리,0,1,1,1,1,8,0,1,0,0,0,0,6,24,10,4,13,30,12,24,9,1,1,2,5272033021
전북특별자치도 진안군 동향면 학선리,0,1,0,1,0,1,-,-,-,-,-,-,10,20,30,6,4,27,2,23,14,4,8,4,5272033022
전북특별자치도 진안군 동향면 능금리,0,0,1,1,0,6,1,1,0,0,0,1,13,17,35,19,15,54,11,26,19,4,4,9,5272033023
전북특별자치도 진안군 동향면 자산리,1,1,1,1,1,13,1,1,0,0,1,4,5,35,31,12,7,34,6,16,11,2,1,2,5272033024
전북특별자치도 진안군 동향면 신송리,0,0,0,0,0,3,1,0,0,0,0,0,3,4,3,3,7,15,3,2,2,0,0,1,5272033025
전북특별자치도 진안군 동향면 성산리,0,0,0,0,2,4,-,-,-,-,-,-,7,9,6,10,6,28,1,1,1,0,0,0,5272033026
전북특별자치도 진안군 상전면,-,-,-,-,-,-,0,1,0,0,0,3,22,103,17,29,18,47,4,8,7,3,3,17,5272034000
전북특별자치도 진안군 상전면 갈현리,-,-,-,-,-,-,-,-,-,-,-,-,0,8,2,5,5,2,-,-,-,-,-,-,5272034021
전북특별자치도 진안군 상전면 주평리,-,-,-,-,-,-,0,1,0,0,0,1,5,47,11,20,10,36,4,7,4,2,2,14,5272034022
전북특별자치도 진안군 상전면 수동리,-,-,-,-,-,-,0,0,0,0,0,3,6,3,2,1,0,2,-,-,-,-,-,-,5272034023
전북특별자치도 진안군 상전면 월포리,-,-,-,-,-,-,-,-,-,-,-,-,11,1,2,2,2,4,0,1,1,1,1,3,5272034024
전북특별자치도 진안군 상전면 구룡리,-,-,-,-,-,-,-,-,-,-,-,-,0,44,0,1,0,3,0,0,1,0,0,0,5272034025
전북특별자치도 진안군 상전면 용평리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,1,-,-,-,-,-,-,5272034026
전북특별자치도 진안군 백운면,0,1,0,0,0,5,2,11,10,10,6,44,48,54,91,64,88,280,32,113,101,57,56,67,5272035000
전북특별자치도 진안군 백운면 동창리,0,0,0,0,0,2,0,0,2,2,0,6,2,8,7,4,6,39,6,22,21,12,6,5,5272035021
전북특별자치도 진안군 백운면 평장리,-,-,-,-,-,-,0,0,1,0,0,0,2,5,6,3,3,23,11,16,12,3,3,1,5272035022
전북특별자치도 진안군 백운면 덕현리,0,0,0,0,0,1,0,0,0,0,0,7,5,2,2,2,4,25,3,12,15,10,9,11,5272035023
전북특별자치도 진안군 백운면 남계리,-,-,-,-,-,-,0,1,3,0,3,8,0,2,4,4,7,24,2,18,6,1,0,0,5272035024
전북특별자치도 진안군 백운면 반송리,-,-,-,-,-,-,1,0,1,0,0,1,9,14,2,2,2,14,1,6,4,2,2,1,5272035025
전북특별자치도 진안군 백운면 신암리,0,0,0,0,0,1,0,1,1,1,0,3,14,5,13,6,16,45,0,1,1,1,0,2,5272035026
전북특별자치도 진안군 백운면 백암리,-,-,-,-,-,-,0,4,2,1,0,4,1,4,2,22,29,29,5,12,13,9,7,20,5272035027
전북특별자치도 진안군 백운면 노촌리,-,-,-,-,-,-,1,1,0,2,0,0,10,9,50,11,16,24,3,10,13,7,17,5,5272035028
전북특별자치도 진안군 백운면 운교리,0,1,0,0,0,0,0,4,0,5,2,16,4,6,7,9,7,57,2,16,14,12,12,24,5272035029
전북특별자치도 진안군 성수면,0,0,0,0,0,5,0,5,3,29,3,12,31,107,98,85,94,396,39,93,100,64,37,39,5272036000
전북특별자치도 진안군 성수면 외궁리,-,-,-,-,-,-,-,-,-,-,-,-,5,19,16,15,27,81,1,5,6,2,2,6,5272036021
전북특별자치도 진안군 성수면 좌산리,-,-,-,-,-,-,0,1,0,0,0,0,7,23,27,20,20,60,9,12,11,5,2,3,5272036022
전북특별자치도 진안군 성수면 신기리,-,-,-,-,-,-,0,0,0,0,0,4,1,5,4,3,4,17,7,8,3,1,2,0,5272036023
전북특별자치도 진안군 성수면 구신리,-,-,-,-,-,-,0,2,0,0,1,1,1,4,8,5,9,37,2,14,20,9,4,4,5272036024
전북특별자치도 진안군 성수면 용포리,-,-,-,-,-,-,0,0,2,0,0,1,5,5,7,10,11,60,8,7,2,1,0,0,5272036025
전북특별자치도 진안군 성수면 도통리,0,0,0,0,0,1,0,0,0,0,0,5,8,36,15,13,8,50,5,24,23,19,14,11,5272036026
전북특별자치도 진안군 성수면 좌포리,0,0,0,0,0,2,0,0,0,2,1,0,3,10,14,11,8,63,7,16,16,12,6,8,5272036027
전북특별자치도 진안군 성수면 중길리,0,0,0,0,0,1,0,1,0,26,1,1,1,5,8,8,7,28,1,7,19,13,7,6,5272036028
전북특별자치도 진안군 마령면,0,0,0,1,0,6,0,3,5,1,2,16,10,56,99,99,60,261,59,215,221,138,98,209,5272037000
전북특별자치도 진안군 마령면 평지리,0,0,0,0,0,2,0,0,1,0,0,0,2,7,10,20,5,30,32,99,97,58,38,49,5272037021
전북특별자치도 진안군 마령면 동촌리,-,-,-,-,-,-,0,0,0,0,0,3,1,2,4,3,3,15,6,27,30,19,11,13,5272037022
전북특별자치도 진안군 마령면 계서리,0,0,0,0,0,1,0,2,3,0,1,8,4,15,20,19,10,77,5,31,24,20,17,76,5272037023
전북특별자치도 진안군 마령면 덕천리,0,0,0,1,0,3,0,0,1,1,0,4,2,29,62,55,41,134,6,26,23,19,14,31,5272037024
전북특별자치도 진안군 마령면 강정리,-,-,-,-,-,-,0,1,0,0,0,1,2,3,3,2,1,6,9,32,47,23,18,40,5272037025
전북특별자치도 진안군 부귀면,0,0,1,1,1,7,7,13,4,6,8,33,11,124,130,158,69,336,19,51,59,34,15,30,5272038000
전북특별자치도 진안군 부귀면 거석리,-,-,-,-,-,-,0,0,0,0,0,1,3,5,6,7,5,39,4,11,13,6,2,3,5272038021
전북특별자치도 진안군 부귀면 오룡리,-,-,-,-,-,-,-,-,-,-,-,-,4,2,13,93,3,29,1,3,3,1,1,1,5272038022
전북특별자치도 진안군 부귀면 세동리,0,0,0,0,0,1,0,0,0,1,2,2,1,6,9,7,11,37,3,8,13,8,8,16,5272038023
전북특별자치도 진안군 부귀면 신정리,0,0,0,0,0,1,-,-,-,-,-,-,0,3,5,13,8,34,1,4,4,2,0,0,5272038024
전북특별자치도 진안군 부귀면 수항리,0,0,0,0,1,1,0,0,0,0,0,3,1,62,57,17,21,72,2,9,9,4,0,5,5272038025
전북특별자치도 진안군 부귀면 두남리,-,-,-,-,-,-,7,6,1,0,2,9,1,29,16,2,2,24,3,3,6,2,0,1,5272038026
전북특별자치도 진안군 부귀면 황금리,0,0,0,0,0,2,0,2,1,3,2,9,1,6,13,12,13,48,2,4,3,2,1,1,5272038027
전북특별자치도 진안군 부귀면 궁항리,-,-,-,-,-,-,0,4,1,0,1,6,1,5,3,4,5,19,1,4,4,3,2,1,5272038028
전북특별자치도 진안군 부귀면 봉암리,-,-,-,-,-,-,0,0,1,1,1,1,0,6,7,4,2,34,2,5,4,5,1,2,5272038029
전북특별자치도 진안군 정천면,0,0,0,0,0,1,1,3,7,4,3,86,5,26,25,13,12,68,11,25,15,12,7,20,5272039000
전북특별자치도 진안군 정천면 봉학리,-,-,-,-,-,-,0,2,7,1,2,82,1,9,4,7,4,31,5,9,6,2,3,4,5272039021
전북특별자치도 진안군 정천면 갈용리,-,-,-,-,-,-,0,0,0,1,0,4,0,3,6,1,5,18,3,7,4,5,3,6,5272039022
전북특별자치도 진안군 정천면 모정리,-,-,-,-,-,-,0,0,1,0,1,0,1,1,2,3,0,4,-,-,-,-,-,-,5272039023
전북특별자치도 진안군 정천면 월평리,-,-,-,-,-,-,0,0,0,1,0,0,3,12,13,1,2,15,3,10,5,5,2,10,5272039025
전북특별자치도 진안군 주천면,-,-,-,-,-,-,0,3,5,8,8,13,11,50,51,31,17,160,14,62,65,44,34,101,5272040000
