bjd_Nm,posifertk_Fachs1_Area,posifertk_Fachs2_Area,posifertk_Fachs3_Area,posifertk_Fachs4_Area,posifertk_Fachs5_Area,posifertk_Fachs6_Area,posifertk_Fruit1_Area,posifertk_Fruit2_Area,posifertk_Fruit3_Area,posifertk_Fruit4_Area,posifertk_Fruit5_Area,posifertk_Fruit6_Area,posifertk_Pfld1_Area,posifertk_Pfld2_Area,posifertk_Pfld3_Area,posifertk_Pfld4_Area,posifertk_Pfld5_Area,posifertk_Pfld6_Area,posifertk_Rfld1_Area,posifertk_Rfld2_Area,posifertk_Rfld3_Area,posifertk_Rfld4_Area,posifertk_Rfld5_Area,posifertk_Rfld6_Area,stdg_Cd
강원특별자치도 철원군 갈말읍 동막리,0,0,1,0,1,16,0,0,1,0,1,16,0,2,2,5,3,19,7,26,25,37,24,35,5178025630
강원특별자치도 철원군 갈말읍 정연리,0,1,1,1,1,8,-,-,-,-,-,-,0,1,1,2,0,2,22,71,52,40,10,13,5178025631
강원특별자치도 철원군 동송읍,18,22,19,19,14,123,2,5,7,6,3,18,6,11,11,10,23,104,183,457,1219,1609,1219,2122,5178025900
강원특별자치도 철원군 동송읍 이평리,1,1,1,0,1,11,0,0,2,1,1,2,1,3,1,1,1,9,0,7,32,86,87,141,5178025921
강원특별자치도 철원군 동송읍 오덕리,6,4,4,5,5,23,0,0,0,0,0,2,1,0,0,1,2,19,22,44,175,187,127,310,5178025922
강원특별자치도 철원군 동송읍 장흥리,4,4,4,2,2,6,0,0,0,0,0,1,3,3,1,2,2,18,10,29,128,212,234,462,5178025923
강원특별자치도 철원군 동송읍 오지리,0,2,1,2,1,20,-,-,-,-,-,-,1,1,2,3,14,39,52,77,110,156,108,137,5178025924
강원특별자치도 철원군 동송읍 상노리,0,1,1,1,1,7,-,-,-,-,-,-,1,1,5,1,1,6,4,30,54,55,37,53,5178025925
강원특별자치도 철원군 동송읍 대위리,1,1,0,1,0,9,0,1,2,3,0,1,0,1,1,1,1,4,19,60,136,103,75,76,5178025926
강원특별자치도 철원군 동송읍 관우리,1,1,3,2,2,10,0,1,1,1,0,3,0,0,0,0,1,3,19,50,166,242,125,280,5178025927
강원특별자치도 철원군 동송읍 양지리,5,6,4,4,2,32,1,3,1,1,2,7,0,1,0,0,0,0,17,38,68,122,119,311,5178025928
강원특별자치도 철원군 동송읍 이길리,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,5,11,35,55,44,34,29,5178025929
강원특별자치도 철원군 동송읍 하갈리,0,1,1,1,0,1,-,-,-,-,-,-,0,1,0,0,1,1,10,37,123,176,127,151,5178025930
강원특별자치도 철원군 동송읍 중강리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,38,69,17,6,5178025931
강원특별자치도 철원군 동송읍 강산리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,1,0,0,0,19,51,133,157,128,166,5178025932
강원특별자치도 철원군 서면,1,4,8,4,8,55,2,1,1,0,1,6,2,5,14,9,8,41,78,177,172,91,45,64,5178031000
강원특별자치도 철원군 서면 자등리,0,0,1,0,0,7,-,-,-,-,-,-,0,1,3,2,3,10,9,54,38,10,3,9,5178031021
강원특별자치도 철원군 서면 와수리,0,3,7,3,8,47,2,1,1,0,1,6,2,4,11,8,6,31,69,122,134,81,42,54,5178031022
강원특별자치도 철원군 근남면,3,8,8,9,16,110,2,1,2,4,1,13,0,5,6,7,6,30,52,207,286,192,77,145,5178032000
강원특별자치도 철원군 근남면 육단리,0,1,0,0,0,2,-,-,-,-,-,-,0,3,1,2,2,4,0,2,6,2,2,2,5178032021
강원특별자치도 철원군 근남면 잠곡리,0,0,1,1,6,11,0,0,0,0,0,2,0,0,2,2,0,8,0,4,3,4,1,0,5178032022
강원특별자치도 철원군 근남면 사곡리,2,4,6,5,4,57,2,1,1,3,1,6,0,0,1,0,2,7,5,89,157,102,33,36,5178032023
강원특별자치도 철원군 근남면 양지리,0,1,1,1,1,6,-,-,-,-,-,-,0,0,0,0,0,1,15,38,30,19,6,12,5178032024
강원특별자치도 철원군 근남면 풍암리,0,0,0,0,0,3,0,0,0,0,0,5,0,0,1,0,0,0,16,26,27,18,10,21,5178032025
강원특별자치도 철원군 근남면 마현리,1,1,1,1,4,31,0,0,0,0,0,1,0,1,1,2,2,9,17,48,62,47,25,73,5178032026
강원특별자치도 철원군 근북면,0,0,0,1,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,14,6,21,10,25,5178033000
강원특별자치도 철원군 근북면 유곡리,0,0,0,1,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,14,6,21,10,25,5178033021
강원특별자치도 화천군,8,435,11,15,12,222,1,3,2,3,3,19,990,1143,1152,1535,399,3641,176,670,482,248,130,301,5179000000
강원특별자치도 화천군 화천읍,0,1,0,0,1,10,0,0,0,0,1,1,53,130,120,127,103,569,25,146,66,19,11,64,5179025000
강원특별자치도 화천군 화천읍 아리,-,-,-,-,-,-,-,-,-,-,-,-,3,2,5,6,3,27,-,-,-,-,-,-,5179025021
강원특별자치도 화천군 화천읍 하리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,13,-,-,-,-,-,-,5179025022
강원특별자치도 화천군 화천읍 중리,-,-,-,-,-,-,-,-,-,-,-,-,3,6,8,11,12,38,0,1,0,0,1,0,5179025023
강원특별자치도 화천군 화천읍 상리,-,-,-,-,-,-,-,-,-,-,-,-,1,17,9,16,9,34,10,44,13,4,1,3,5179025024
강원특별자치도 화천군 화천읍 신읍리,0,1,0,0,1,7,0,0,0,0,1,1,14,28,38,23,18,176,13,90,47,13,8,36,5179025025
강원특별자치도 화천군 화천읍 풍산리,0,0,0,0,0,3,-,-,-,-,-,-,28,51,40,26,20,147,1,8,2,1,1,22,5179025026
강원특별자치도 화천군 화천읍 동촌리,-,-,-,-,-,-,-,-,-,-,-,-,0,6,11,38,35,110,0,2,2,0,0,0,5179025027
강원특별자치도 화천군 화천읍 대이리,-,-,-,-,-,-,-,-,-,-,-,-,3,18,11,7,4,24,1,2,2,1,0,1,5179025028
강원특별자치도 화천군 간동면,1,5,6,6,5,62,1,0,0,1,0,4,49,179,348,752,129,1237,34,156,128,66,44,91,5179031000
강원특별자치도 화천군 간동면 유촌리,0,0,2,0,0,15,0,0,0,0,0,1,4,79,38,20,14,174,9,30,39,25,15,12,5179031021
강원특별자치도 화천군 간동면 용호리,0,0,1,1,1,2,0,0,0,0,0,1,6,14,23,25,31,214,2,7,9,4,4,5,5179031022
강원특별자치도 화천군 간동면 간척리,0,1,1,1,1,10,-,-,-,-,-,-,23,32,22,35,31,342,11,61,30,11,6,7,5179031023
강원특별자치도 화천군 간동면 오음리,0,0,1,1,2,21,-,-,-,-,-,-,2,13,34,28,21,188,6,43,30,12,7,34,5179031024
강원특별자치도 화천군 간동면 방천리,0,3,0,0,1,12,0,0,0,0,0,1,5,22,213,629,10,129,5,9,13,14,9,31,5179031025
강원특별자치도 화천군 간동면 도송리,0,0,0,0,1,1,-,-,-,-,-,-,8,10,10,7,14,115,0,3,5,1,3,1,5179031026
강원특별자치도 화천군 간동면 구만리,0,1,0,3,0,1,-,-,-,-,-,-,0,8,8,8,8,75,2,3,3,0,0,1,5179031027
강원특별자치도 화천군 하남면,4,2,1,3,1,35,0,0,1,1,0,5,117,53,70,88,52,430,35,166,84,40,14,35,5179032000
강원특별자치도 화천군 하남면 원천리,0,0,0,0,1,7,-,-,-,-,-,-,2,6,7,11,3,48,6,24,23,13,6,13,5179032021
강원특별자치도 화천군 하남면 논미리,0,0,0,1,0,3,-,-,-,-,-,-,2,12,24,20,16,54,8,30,13,5,1,2,5179032022
강원특별자치도 화천군 하남면 계성리,3,1,1,1,0,15,-,-,-,-,-,-,1,9,5,3,8,42,2,27,10,6,1,6,5179032023
강원특별자치도 화천군 하남면 안평리,0,0,0,0,0,6,-,-,-,-,-,-,0,2,7,16,6,39,10,33,19,6,1,3,5179032024
강원특별자치도 화천군 하남면 위라리,0,0,0,0,0,1,-,-,-,-,-,-,0,7,9,19,4,75,2,7,3,2,1,3,5179032025
강원특별자치도 화천군 하남면 용암리,-,-,-,-,-,-,-,-,-,-,-,-,28,5,4,5,5,39,1,19,4,1,1,0,5179032026
강원특별자치도 화천군 하남면 삼화리,0,0,0,0,0,1,-,-,-,-,-,-,44,3,4,3,4,49,3,13,7,5,2,6,5179032027
강원특별자치도 화천군 하남면 거례리,-,-,-,-,-,-,0,0,1,1,0,1,37,3,4,4,2,35,0,7,4,2,1,1,5179032028
강원특별자치도 화천군 하남면 서오지리,0,0,0,0,0,2,0,0,0,0,0,4,2,6,5,8,3,49,2,6,1,0,0,0,5179032029
강원특별자치도 화천군 상서면,1,425,1,1,0,11,0,1,0,1,2,2,308,575,523,487,49,996,48,148,137,77,33,78,5179033000
강원특별자치도 화천군 상서면 신풍리,-,-,-,-,-,-,-,-,-,-,-,-,18,0,0,0,0,2,2,5,4,2,1,1,5179033021
강원특별자치도 화천군 상서면 신대리,0,0,1,1,0,4,0,0,0,0,1,0,39,34,2,5,3,25,23,59,63,34,13,39,5179033022
강원특별자치도 화천군 상서면 구운리,-,-,-,-,-,-,-,-,-,-,-,-,10,4,11,0,2,25,5,9,6,3,0,0,5179033023
강원특별자치도 화천군 상서면 장촌리,0,0,0,0,0,5,0,1,0,1,1,1,19,2,1,0,0,4,4,16,4,3,1,7,5179033024
강원특별자치도 화천군 상서면 파포리,0,0,0,0,0,1,-,-,-,-,-,-,18,13,6,6,4,62,2,5,3,3,3,5,5179033025
강원특별자치도 화천군 상서면 노동리,0,0,0,0,0,1,-,-,-,-,-,-,44,17,12,9,5,84,2,12,21,20,10,7,5179033026
강원특별자치도 화천군 상서면 부촌리,-,-,-,-,-,-,0,1,0,0,0,1,24,53,23,11,10,112,10,27,25,10,2,7,5179033027
강원특별자치도 화천군 상서면 산양리,-,-,-,-,-,-,-,-,-,-,-,-,73,2,4,2,4,101,0,7,5,2,0,12,5179033028
강원특별자치도 화천군 상서면 봉오리,0,425,0,0,0,0,-,-,-,-,-,-,27,443,454,434,12,480,0,6,6,1,1,0,5179033029
강원특별자치도 화천군 상서면 다목리,1,0,0,0,0,0,-,-,-,-,-,-,24,5,8,17,2,30,-,-,-,-,-,-,5179033030
강원특별자치도 화천군 상서면 마현리,-,-,-,-,-,-,-,-,-,-,-,-,12,2,2,3,5,72,-,-,-,-,-,-,5179033031
강원특별자치도 화천군 사내면,3,3,3,5,5,104,0,1,0,0,0,8,463,206,92,81,67,409,33,54,67,45,29,34,5179034000
강원특별자치도 화천군 사내면 사창리,2,1,1,1,0,13,-,-,-,-,-,-,117,14,15,13,9,63,1,20,32,26,15,14,5179034021
강원특별자치도 화천군 사내면 광덕리,1,1,0,4,5,64,0,1,0,0,0,8,133,81,31,29,29,200,8,9,5,0,0,5,5179034022
강원특별자치도 화천군 사내면 명월리,0,0,0,0,0,14,-,-,-,-,-,-,69,23,15,8,4,61,1,5,4,2,1,1,5179034023
강원특별자치도 화천군 사내면 용담리,0,0,1,1,0,8,-,-,-,-,-,-,16,84,27,26,19,34,9,19,22,17,13,14,5179034024
강원특별자치도 화천군 사내면 삼일리,0,1,0,0,0,5,-,-,-,-,-,-,129,4,4,6,6,53,14,1,2,1,0,0,5179034025
강원특별자치도 양구군,27,41,50,43,107,833,26,32,31,30,31,285,91,276,460,200,157,1052,81,166,139,89,61,209,5180000000
강원특별자치도 양구군 양구읍,9,18,15,10,8,207,17,21,15,17,25,239,19,44,23,34,25,321,18,40,32,21,14,118,5180025000
강원특별자치도 양구군 양구읍 상리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,0,0,1,3,-,-,-,-,-,-,5180025021
강원특별자치도 양구군 양구읍 하리,0,0,0,0,1,5,-,-,-,-,-,-,1,0,1,0,0,14,1,2,1,1,1,1,5180025023
강원특별자치도 양구군 양구읍 송청리,-,-,-,-,-,-,-,-,-,-,-,-,4,0,0,1,0,1,1,2,1,0,0,1,5180025024
강원특별자치도 양구군 양구읍 수인리,-,-,-,-,-,-,0,5,0,1,0,0,0,0,0,2,1,6,-,-,-,-,-,-,5180025025
강원특별자치도 양구군 양구읍 웅진리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,3,-,-,-,-,-,-,5180025026
강원특별자치도 양구군 양구읍 석현리,0,1,0,1,0,17,9,9,9,9,19,123,0,1,2,1,0,95,0,0,0,0,0,1,5180025027
강원특별자치도 양구군 양구읍 공리,-,-,-,-,-,-,0,0,0,0,0,2,0,2,1,1,0,3,0,1,0,1,1,1,5180025028
강원특별자치도 양구군 양구읍 학조리,0,1,1,1,0,28,0,1,0,0,0,0,0,0,0,1,1,13,4,6,6,8,3,5,5180025029
강원특별자치도 양구군 양구읍 이리,0,1,1,1,0,7,-,-,-,-,-,-,0,0,0,0,1,4,0,0,1,0,1,0,5180025030
강원특별자치도 양구군 양구읍 안대리,0,1,0,0,0,5,0,0,0,0,0,2,0,1,0,1,0,4,0,2,3,3,0,1,5180025031
강원특별자치도 양구군 양구읍 정림리,0,0,0,0,0,5,0,0,0,1,0,1,0,0,3,2,1,7,1,2,1,1,0,0,5180025032
강원특별자치도 양구군 양구읍 동수리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,0,2,0,10,0,1,1,0,1,0,5180025033
강원특별자치도 양구군 양구읍 고대리,1,3,3,0,0,17,-,-,-,-,-,-,0,2,1,2,3,9,2,3,4,1,1,12,5180025034
강원특별자치도 양구군 양구읍 죽곡리,0,0,0,1,0,2,-,-,-,-,-,-,0,5,4,2,1,5,2,7,5,2,3,7,5180025035
강원특별자치도 양구군 양구읍 한전리,0,0,1,0,0,19,-,-,-,-,-,-,0,2,0,0,4,17,1,3,3,1,1,1,5180025036
강원특별자치도 양구군 양구읍 도사리,2,1,2,0,0,27,-,-,-,-,-,-,2,3,3,4,3,36,1,4,1,1,0,40,5180025037
강원특별자치도 양구군 양구읍 공수리,0,2,2,0,1,2,-,-,-,-,-,-,4,20,4,3,4,11,1,1,2,0,0,9,5180025038
강원특별자치도 양구군 양구읍 군량리,4,7,4,5,4,51,7,6,6,6,6,112,7,5,2,8,4,46,3,4,3,3,1,33,5180025039
강원특별자치도 양구군 양구읍 월명리,1,0,1,1,0,15,-,-,-,-,-,-,0,0,0,2,0,23,0,0,0,0,1,5,5180025040
강원특별자치도 양구군 양구읍 상무룡리,0,0,0,0,0,3,-,-,-,-,-,-,0,1,1,1,0,12,-,-,-,-,-,-,5180025041
전북특별자치도 정읍시 덕천면 우덕리,0,2,1,1,2,4,-,-,-,-,-,-,0,4,2,3,1,20,3,15,26,20,13,25,5218036024
전북특별자치도 정읍시 덕천면 달천리,0,1,2,2,1,4,-,-,-,-,-,-,0,2,2,2,3,21,8,53,40,29,15,33,5218036025
전북특별자치도 정읍시 덕천면 도계리,-,-,-,-,-,-,0,0,0,0,0,1,2,6,12,13,11,146,2,3,2,4,3,6,5218036026
전북특별자치도 정읍시 이평면,0,0,0,0,0,4,0,0,0,0,0,12,0,7,9,10,7,44,11,201,270,190,119,206,5218037000
전북특별자치도 정읍시 이평면 장내리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,6,1,0,1,0,11,23,19,14,21,5218037021
전북특별자치도 정읍시 이평면 청량리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,2,0,13,11,2,2,5,5218037022
전북특별자치도 정읍시 이평면 팔선리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,1,0,0,1,3,20,16,3,2,1,5218037023
전북특별자치도 정읍시 이평면 산매리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,1,3,2,1,6,1,2,2,5,5218037024
전북특별자치도 정읍시 이평면 두지리,-,-,-,-,-,-,0,0,0,0,0,5,0,0,0,1,2,11,1,7,6,3,5,6,5218037025
전북특별자치도 정읍시 이평면 평령리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,1,9,7,4,3,5,5218037026
전북특별자치도 정읍시 이평면 창동리,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,1,0,5,0,9,3,1,3,3,5218037027
전북특별자치도 정읍시 이평면 하송리,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,3,1,3,1,31,51,35,20,20,5218037028
전북특별자치도 정읍시 이평면 마항리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,1,0,15,26,24,10,25,5218037029
전북특별자치도 정읍시 이평면 두전리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,2,70,116,93,56,108,5218037030
전북특별자치도 정읍시 이평면 오금리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,1,12,1,12,9,5,2,6,5218037031
전북특별자치도 정읍시 정우면,1,3,4,3,1,84,0,0,0,2,5,21,10,34,21,23,21,194,34,226,255,162,85,151,5218038000
강원특별자치도 양구군 동면,3,10,14,17,8,111,0,0,1,1,0,0,6,13,10,15,15,108,30,45,32,18,9,28,5180032000
강원특별자치도 양구군 동면 후곡리,1,0,1,1,1,14,-,-,-,-,-,-,0,1,0,1,0,13,3,13,8,5,4,8,5180032021
강원특별자치도 양구군 동면 지석리,1,0,1,2,1,17,-,-,-,-,-,-,1,0,2,1,1,11,6,8,6,4,1,2,5180032022
강원특별자치도 양구군 동면 원당리,0,1,0,3,1,9,-,-,-,-,-,-,0,1,1,0,1,16,2,1,1,1,0,0,5180032023
강원특별자치도 양구군 동면 덕곡리,1,1,1,2,1,11,-,-,-,-,-,-,0,1,3,2,1,6,3,3,0,0,0,3,5180032024
강원특별자치도 양구군 동면 임당리,0,1,1,2,1,15,-,-,-,-,-,-,0,0,0,0,1,8,6,4,2,1,1,8,5180032025
강원특별자치도 양구군 동면 팔랑리,1,7,10,7,2,39,0,0,1,1,0,0,5,10,5,11,9,48,10,15,14,6,2,5,5180032026
강원특별자치도 양구군 동면 월운리,0,0,0,2,0,4,-,-,-,-,-,-,0,0,0,0,1,7,1,0,1,0,0,0,5180032027
강원특별자치도 양구군 방산면,1,2,1,2,1,41,1,3,1,0,0,1,3,18,9,15,12,70,11,35,29,16,15,14,5180033000
강원특별자치도 양구군 방산면 현리,0,0,0,0,0,6,-,-,-,-,-,-,1,2,2,1,1,7,0,1,3,1,2,1,5180033021
강원특별자치도 양구군 방산면 오미리,1,1,1,1,1,17,-,-,-,-,-,-,0,0,2,1,1,29,7,19,14,10,8,10,5180033022
강원특별자치도 양구군 방산면 금악리,0,0,0,0,0,6,-,-,-,-,-,-,0,3,2,5,4,8,1,4,2,2,2,1,5180033023
강원특별자치도 양구군 방산면 장평리,0,0,0,0,0,8,-,-,-,-,-,-,1,2,1,3,2,10,0,1,2,1,1,2,5180033024
강원특별자치도 양구군 방산면 송현리,0,0,0,0,0,3,-,-,-,-,-,-,0,0,0,0,1,3,2,10,7,2,2,1,5180033026
강원특별자치도 양구군 방산면 고방산리,0,1,0,0,0,0,1,2,0,0,0,0,0,11,1,1,1,3,-,-,-,-,-,-,5180033027
강원특별자치도 양구군 방산면 천미리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5180033028
강원특별자치도 양구군 해안면,14,12,20,14,90,475,8,9,15,12,6,45,63,200,417,137,105,553,22,46,47,33,24,49,5180034000
강원특별자치도 양구군 해안면 현리,3,1,1,4,1,8,1,0,1,1,1,6,10,29,27,32,16,99,1,6,8,5,3,6,5180034021
강원특별자치도 양구군 해안면 오유리,1,3,2,3,0,30,1,0,5,7,3,5,19,27,31,20,14,82,9,13,16,10,6,19,5180034022
강원특별자치도 양구군 해안면 만대리,3,2,9,3,85,396,1,3,1,0,0,12,16,64,298,46,49,274,9,14,16,12,11,18,5180034023
강원특별자치도 양구군 해안면 월산리,0,0,1,0,0,2,5,5,4,0,0,8,6,22,10,8,2,10,2,6,2,3,0,2,5180034024
강원특별자치도 양구군 해안면 이현리,7,2,7,3,1,30,0,0,0,2,2,3,9,31,26,16,21,50,0,0,1,0,0,0,5180034025
강원특별자치도 양구군 해안면 후리,0,3,1,0,2,9,0,0,4,1,0,10,4,28,25,13,3,38,1,6,4,4,4,5,5180034026
강원특별자치도 인제군,7,11,21,21,18,8334,2,3,3,3,1,14,210,3920,6105,3755,452,9471,148,402,391,261,139,499,5181000000
강원특별자치도 인제군 인제읍,4,8,15,10,9,6793,1,0,0,0,1,1,115,2749,2736,124,131,5861,19,65,63,38,19,87,5181025000
강원특별자치도 인제군 인제읍 상동리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1,0,1,0,1,1,4,2,2,5181025021
강원특별자치도 인제군 인제읍 남북리,0,0,0,0,0,1,-,-,-,-,-,-,0,3,6,4,13,53,0,1,1,0,1,3,5181025022
강원특별자치도 인제군 인제읍 합강리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,0,5,0,4,5,6,1,4,5181025023
강원특별자치도 인제군 인제읍 덕산리,0,0,0,0,0,1,-,-,-,-,-,-,3,6,5,3,2,24,13,32,23,10,6,39,5181025024
강원특별자치도 인제군 인제읍 덕적리,0,0,0,0,1,3,-,-,-,-,-,-,1,9,5,7,16,88,0,0,1,0,0,0,5181025025
강원특별자치도 인제군 인제읍 원대리,3,3,11,3,1,13,-,-,-,-,-,-,46,2613,2593,14,11,55,2,7,5,5,1,8,5181025026
강원특별자치도 인제군 인제읍 귀둔리,0,3,3,3,6,5673,0,0,0,0,0,1,3,12,12,29,21,5360,3,9,12,6,4,12,5181025027
강원특별자치도 인제군 인제읍 가아리,1,2,1,2,0,1097,1,0,0,0,1,0,44,86,86,48,43,148,0,7,6,4,3,5,5181025028
강원특별자치도 인제군 인제읍 가리산리,0,0,0,2,0,4,-,-,-,-,-,-,0,3,6,6,11,44,0,0,0,0,0,3,5181025029
강원특별자치도 인제군 인제읍 하추리,0,0,0,0,0,1,-,-,-,-,-,-,17,11,23,11,12,76,1,3,8,3,1,10,5181025030
강원특별자치도 인제군 인제읍 고사리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,1,2,7,0,0,0,0,0,1,5181025031
강원특별자치도 인제군 남면,0,0,0,4,0,20,0,0,0,0,0,1,6,856,1229,55,42,569,15,13,22,16,6,27,5181031000
강원특별자치도 인제군 남면 신남리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,13,2,7,15,0,1,2,2,0,1,5181031021
강원특별자치도 인제군 남면 신풍리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,1,2,2,4,0,1,1,1,0,2,5181031022
강원특별자치도 인제군 남면 어론리,0,0,0,0,0,1,-,-,-,-,-,-,0,3,4,4,2,7,6,2,2,1,1,1,5181031023
강원특별자치도 인제군 남면 부평리,0,0,0,0,0,1,-,-,-,-,-,-,0,2,1,1,1,8,0,0,0,1,0,1,5181031024
강원특별자치도 인제군 남면 갑둔리,0,0,0,0,0,1,-,-,-,-,-,-,1,8,8,3,2,44,4,6,10,8,1,20,5181031025
강원특별자치도 인제군 남면 정자리,0,0,0,2,0,11,-,-,-,-,-,-,2,6,2,9,10,116,0,1,4,2,1,2,5181031026
강원특별자치도 인제군 남면 남전리,-,-,-,-,-,-,-,-,-,-,-,-,2,826,1114,4,4,287,0,1,1,1,1,0,5181031027
강원특별자치도 인제군 남면 관대리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,76,27,9,15,0,0,0,1,0,0,5181031028
강원특별자치도 인제군 남면 신월리,0,0,0,2,0,4,-,-,-,-,-,-,0,1,4,2,2,56,4,1,1,0,0,0,5181031029
강원특별자치도 인제군 남면 상수내리,-,-,-,-,-,-,0,0,0,0,0,1,0,2,0,0,0,2,-,-,-,-,-,-,5181031030
강원특별자치도 인제군 남면 하수내리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,1,-,-,-,-,-,-,5181031031
강원특별자치도 인제군 남면 수산리,0,0,0,0,0,1,-,-,-,-,-,-,1,2,4,1,2,12,0,1,1,0,0,0,5181031032
강원특별자치도 인제군 북면,3,1,2,2,6,29,-,-,-,-,-,-,36,157,150,129,94,279,28,101,140,97,54,145,5181032000
강원특별자치도 인제군 북면 원통리,0,0,0,0,0,1,-,-,-,-,-,-,5,22,27,21,16,52,2,26,29,17,8,14,5181032021
강원특별자치도 인제군 북면 월학리,3,0,2,2,5,25,-,-,-,-,-,-,20,101,88,63,43,148,6,43,66,62,35,119,5181032022
강원특별자치도 인제군 북면 한계리,-,-,-,-,-,-,-,-,-,-,-,-,8,23,16,20,12,39,18,17,23,5,5,7,5181032023
강원특별자치도 인제군 북면 용대리,0,0,0,0,0,2,-,-,-,-,-,-,3,11,20,26,23,40,2,15,22,13,7,6,5181032024
강원특별자치도 인제군 기린면,0,1,0,0,1,1482,0,3,2,1,0,2,20,55,72,70,54,411,47,55,55,32,15,81,5181033000
강원특별자치도 인제군 기린면 현리,-,-,-,-,-,-,-,-,-,-,-,-,3,10,14,13,14,42,13,15,15,7,5,26,5181033021
전북특별자치도 익산시 오산면 신지리,0,0,0,1,0,0,-,-,-,-,-,-,0,0,1,2,0,2,24,43,72,57,17,26,5214031025
전북특별자치도 익산시 오산면 남전리,0,0,0,0,0,1,-,-,-,-,-,-,0,1,0,0,0,1,35,42,29,15,17,21,5214031026
전북특별자치도 익산시 오산면 목천리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,6,7,6,7,4,5214031027
전북특별자치도 익산시 황등면,0,0,0,1,0,8,0,2,4,0,0,11,9,27,19,31,25,195,70,470,507,1012,441,575,5214032000
전북특별자치도 익산시 황등면 황등리,-,-,-,-,-,-,-,-,-,-,-,-,0,9,4,10,3,24,12,47,54,95,49,57,5214032021
전북특별자치도 익산시 황등면 동연리,0,0,0,0,0,4,-,-,-,-,-,-,0,1,1,5,3,43,13,13,129,100,26,35,5214032022
전북특별자치도 익산시 황등면 죽촌리,0,0,0,1,0,2,0,2,4,0,0,11,6,9,11,8,8,45,2,33,95,39,8,61,5214032023
전북특별자치도 익산시 황등면 신성리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,3,2,34,14,29,33,37,5214032024
전북특별자치도 익산시 황등면 구자리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,2,0,4,5,29,23,45,27,40,5214032025
전북특별자치도 익산시 황등면 용산리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,1,3,5,14,12,66,71,73,38,57,5214032026
전북특별자치도 익산시 황등면 율촌리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,1,5,41,4,17,10,309,12,40,5214032027
전북특별자치도 익산시 황등면 신기리,0,0,0,0,0,2,-,-,-,-,-,-,0,3,2,1,0,21,19,232,110,322,247,247,5214032028
전북특별자치도 익산시 함라면,0,0,1,1,1,11,0,0,0,0,0,4,1,18,25,29,18,143,171,320,363,360,382,367,5214033000
전북특별자치도 익산시 함라면 함열리,0,0,0,0,0,2,0,0,0,0,0,1,0,9,10,10,6,54,9,21,62,28,33,24,5214033021
전북특별자치도 익산시 함라면 금성리,0,0,0,0,0,2,-,-,-,-,-,-,0,0,2,7,3,20,23,23,25,28,48,64,5214033022
전북특별자치도 익산시 함라면 신대리,0,0,0,0,0,2,0,0,0,0,0,2,0,1,3,4,4,9,56,60,63,54,87,65,5214033023
전북특별자치도 익산시 함라면 다망리,0,0,0,0,0,1,-,-,-,-,-,-,0,1,2,3,0,8,14,44,63,66,66,57,5214033024
전북특별자치도 익산시 함라면 신등리,0,0,0,0,0,4,0,0,0,0,0,1,1,6,2,3,3,24,35,80,92,125,56,76,5214033025
전북특별자치도 익산시 함라면 신목리,0,0,0,0,0,1,-,-,-,-,-,-,0,1,6,2,1,27,35,93,59,57,92,82,5214033026
