bjd_Nm,stdg_Cd,vldsia_Rfld1_Area,vldsia_Rfld2_Area,vldsia_Rfld3_Area,vldsia_Rfld4_Area,vldsia_Rfld5_Area,vldsia_Rfld6_Area
경상남도 진주시 금곡면 검암리,4817033021,10,12,7,3,4,10
충청북도 옥천군 이원면 이원리,4373036031,1,2,1,1,0,0
충청북도 옥천군 이원면 지탄리,4373036034,1,1,1,0,0,0
충청북도 옥천군 군서면 동평리,4373037021,18,20,2,0,0,1
충청북도 옥천군 군서면 상지리,4373037024,0,2,1,0,0,0
충청북도 옥천군 군서면 오동리,4373037029,1,2,2,2,1,2
충청북도 옥천군 군북면 이백리,4373038021,1,2,2,2,0,1
충청북도 옥천군 군북면 대정리,4373038025,0,1,0,1,1,3
충청북도 옥천군 군북면 지오리,4373038027,1,3,2,2,1,1
충청북도 옥천군 군북면 석호리,4373038032,0,0,0,0,1,4
충청북도 옥천군 군북면 국원리,4373038035,0,2,3,1,2,1
충청북도 영동군 영동읍 계산리,4374025021,1,3,0,0,0,0
경기도 양평군 양동면 금왕리,4183038025,1,0,1,0,0,1
경기도 양평군 용문면,4183040000,56,101,60,44,36,120
경기도 양평군 용문면 삼성리,4183040023,10,15,7,4,1,3
대전광역시 동구 주산동,3011012300,0,2,0,0,0,0
대전광역시 동구 주촌동,3011013500,0,2,0,0,0,0
대전광역시 동구 대성동,3011013900,-,-,-,-,-,-
대전광역시 동구 구도동,3011014200,0,4,4,0,0,0
대전광역시 중구 은행동,3014010100,-,-,-,-,-,-
대전광역시 중구 선화동,3014010200,-,-,-,-,-,-
대전광역시 중구 용두동,3014011200,-,-,-,-,-,-
대전광역시 중구 산성동,3014011700,-,-,-,-,-,-
대전광역시 중구 안영동,3014011900,8,4,0,0,0,0
대전광역시 중구 금동,3014012600,1,2,0,0,0,1
대전광역시 서구 가수원동,3017011400,0,32,4,0,0,0
대전광역시 서구 매노동,3017011800,0,45,12,0,0,0
충청북도 단양군 대강면 장정리,4380031041,0,1,1,0,0,0
충청북도 단양군 대강면 남조리,4380031044,-,-,-,-,-,-
충청북도 단양군 대강면 올산리,4380031047,-,-,-,-,-,-
충청북도 단양군 가곡면 사평리,4380032021,0,0,0,0,0,1
충청북도 단양군 가곡면 대대리,4380032025,2,0,2,3,3,9
충청북도 단양군 가곡면 향산리,4380032028,-,-,-,-,-,-
충청북도 단양군 영춘면 하리,4380033022,1,1,1,1,1,3
충청북도 단양군 영춘면 백자리,4380033024,-,-,-,-,-,-
충청북도 단양군 영춘면 용진리,4380033027,0,0,0,0,0,2
충청북도 단양군 영춘면 오사리,4380033028,-,-,-,-,-,-
충청북도 단양군 영춘면 장발리,4380033033,0,0,0,0,0,2
충청북도 단양군 어상천면 석교리,4380034023,-,-,-,-,-,-
울산광역시 울주군 언양읍 반연리,3171025333,0,1,0,1,0,0
울산광역시 울주군 온양읍 대안리,3171025622,1,2,1,5,0,0
울산광역시 울주군 온양읍 내광리,3171025627,0,2,1,1,0,0
울산광역시 울주군 온양읍 고산리,3171025630,1,5,5,7,0,0
울산광역시 울주군 범서읍 천상리,3171025922,2,3,2,2,0,0
울산광역시 울주군 범서읍 서사리,3171025925,1,5,3,3,0,0
울산광역시 울주군 범서읍 중리,3171025928,2,3,2,9,1,1
경상북도 울릉군 서면 태하리,4794031026,-,-,-,-,-,-
경상북도 울릉군 북면 나리,4794032025,-,-,-,-,-,-
경상북도 울릉군 북면 현포리,4794032026,-,-,-,-,-,-
전라남도 화순군 화순읍 내평리,4679025041,2,6,11,6,2,3
전라남도 화순군 한천면,4679031000,30,119,132,70,40,26
전라남도 화순군 한천면 한계리,4679031023,2,4,8,11,7,6
전라남도 화순군 한천면 고시리,4679031031,2,4,2,2,1,0
전라남도 화순군 춘양면 화림리,4679032022,6,45,63,29,11,15
전라남도 화순군 춘양면 회송리,4679032024,4,11,20,7,3,3
전라남도 화순군 춘양면 월평리,4679032027,9,25,27,10,9,6
전라남도 화순군 춘양면 산간리,4679032030,3,28,22,8,4,4
전라남도 화순군 춘양면 가봉리,4679032031,9,32,39,22,16,12
전라남도 화순군 춘양면 부곡리,4679032034,8,35,30,14,5,6
전라남도 화순군 청풍면 어리,4679033023,6,28,43,20,15,14
경상북도 영주시 풍기읍 교촌리,4721025028,1,5,2,1,0,0
경상북도 영주시 풍기읍 백신리,4721025031,3,7,3,2,2,1
경상북도 영주시 이산면 원리,4721031021,2,6,6,2,0,0
경상북도 영주시 이산면 석포리,4721031024,6,48,29,13,0,1
경상북도 영주시 이산면 운문리,4721031027,1,8,9,5,1,1
경상북도 영주시 이산면 두월리,4721031029,2,20,10,5,0,0
경상북도 영주시 평은면 오운리,4721032023,12,7,5,2,0,0
경상북도 영주시 평은면 평은리,4721032027,10,6,5,1,0,0
경상북도 영주시 문수면 만방리,4721033022,1,14,13,10,0,0
경상북도 영주시 문수면 월호리,4721033025,6,24,14,5,0,0
경상북도 영주시 문수면 탄산리,4721033027,1,8,4,2,0,0
경상북도 영주시 장수면,4721034000,78,290,122,49,21,9
경기도 포천시 소흘읍 무림리,4165025023,9,26,2,0,0,0
경기도 포천시 소흘읍 이곡리,4165025024,9,16,1,0,0,0
경기도 포천시 소흘읍 직동리,4165025025,4,17,0,0,0,0
경기도 포천시 소흘읍 고모리,4165025026,-,-,-,-,-,-
경기도 포천시 소흘읍 이가팔리,4165025027,4,16,10,1,1,3
경기도 포천시 소흘읍 초가팔리,4165025028,1,31,7,0,0,1
경기도 포천시 소흘읍 무봉리,4165025029,0,33,13,3,0,3
경기도 포천시 군내면,4165031000,64,267,97,34,26,9
경기도 포천시 군내면 구읍리,4165031021,8,31,7,4,0,0
경기도 포천시 군내면 용정리,4165031022,14,47,8,3,1,0
경기도 포천시 군내면 유교리,4165031023,22,74,54,18,19,7
경기도 포천시 군내면 좌의리,4165031024,10,27,11,1,1,0
전라남도 장흥군 장흥읍 남외리,4680025025,6,3,1,0,0,0
전라남도 장흥군 장흥읍 순지리,4680025028,27,13,13,6,3,10
전라남도 장흥군 장흥읍 송암리,4680025032,0,2,2,3,0,1
전라남도 장흥군 장흥읍 평화리,4680025035,2,0,8,6,1,1
전라남도 장흥군 장흥읍 건산리,4680025037,10,9,3,4,1,0
전라남도 장흥군 장흥읍 금산리,4680025040,18,8,5,2,2,1
전라남도 장흥군 장흥읍 해당리,4680025041,19,16,4,1,0,0
전라남도 장흥군 장흥읍 행원리,4680025046,25,12,14,11,3,5
전라남도 장흥군 관산읍 남송리,4680025321,27,34,29,11,7,8
전라남도 장흥군 관산읍 농안리,4680025324,21,53,52,35,8,8
전라남도 장흥군 관산읍 죽교리,4680025327,38,10,9,10,4,5
전라남도 장흥군 관산읍 삼산리,4680025332,193,33,42,92,25,39
전라남도 광양시 진월면 선소리,4623035024,2,16,18,11,6,6
전라남도 광양시 진월면 송금리,4623035028,1,4,7,1,1,0
전라남도 광양시 다압면 신원리,4623036021,2,20,11,2,2,1
전라남도 광양시 다압면 하천리,4623036025,-,-,-,-,-,-
전라남도 담양군 담양읍 천변리,4671025022,4,18,7,8,5,8
전라남도 담양군 담양읍 백동리,4671025025,1,5,10,10,3,5
전라남도 담양군 담양읍 만성리,4671025028,3,6,6,2,0,3
전라남도 담양군 담양읍 반룡리,4671025031,1,4,8,8,16,13
전라남도 담양군 담양읍 금월리,4671025034,2,5,7,1,3,3
전라남도 담양군 담양읍 삼다리,4671025037,1,28,33,30,25,60
전라남도 담양군 봉산면 신학리,4671031023,10,18,7,9,3,6
전라남도 담양군 봉산면 유산리,4671031026,27,19,9,8,4,10
경상북도 청송군 부남면 홍원리,4775032032,5,5,1,1,2,1
경상북도 청송군 부남면 화장리,4775032035,2,12,6,1,0,7
경상북도 청송군 부남면 양숙리,4775032038,1,11,4,3,1,1
경상북도 청송군 현동면 거성리,4775033029,4,8,5,1,0,0
경상북도 청송군 현동면 창양리,4775033033,1,18,5,2,1,2
전라남도 고흥군 점암면 천학리,4677037021,3,27,51,65,7,6
전라남도 고흥군 점암면 화계리,4677037025,3,17,30,35,3,4
전라남도 고흥군 점암면 대룡리,4677037028,1,24,27,23,4,3
전라남도 고흥군 점암면 신안리,4677037031,29,72,68,55,9,6
전라남도 고흥군 과역면 백일리,4677038022,0,2,3,1,1,1
전라남도 고흥군 과역면 노일리,4677038027,1,20,65,83,10,11
전라남도 고흥군 남양면 장담리,4677039021,8,78,205,232,40,114
경상남도 산청군 오부면 중촌리,4886032026,38,22,58,14,12,18
경상남도 산청군 오부면 대현리,4886032028,44,21,19,10,0,4
경상남도 산청군 생초면 노은리,4886033022,10,0,0,1,0,0
경상남도 산청군 생초면 월곡리,4886033025,26,13,12,3,2,4
경상남도 산청군 생초면 갈전리,4886033028,32,10,7,4,2,0
경상남도 산청군 금서면 평촌리,4886034022,19,22,11,1,1,9
경상남도 산청군 금서면 지막리,4886034025,5,18,2,0,0,3
경상남도 산청군 금서면 주상리,4886034028,1,11,2,0,0,0
경상남도 산청군 금서면 자혜리,4886034030,1,11,0,0,0,0
경상남도 산청군 삼장면,4886035000,23,79,45,5,4,2
경상남도 산청군 삼장면 홍계리,4886035022,4,18,13,1,0,0
경상남도 고성군 하일면,4882032000,17,76,87,45,29,48
경상남도 고성군 하일면 송천리,4882032024,2,3,9,2,1,3
경상남도 고성군 하일면 춘암리,4882032026,2,5,5,1,1,2
경상남도 고성군 하이면 덕호리,4882033021,7,22,26,21,8,19
경상남도 고성군 하이면 사곡리,4882033024,5,15,6,7,5,9
경상남도 고성군 하이면 봉원리,4882033028,0,1,3,1,1,0
경상남도 고성군 상리면 신촌리,4882034023,5,13,8,3,0,0
경상남도 고성군 상리면 망림리,4882034026,5,24,18,11,6,10
경상북도 안동시 남후면 상아리,4717036027,0,1,1,0,0,0
경상북도 안동시 남선면,4717037000,18,26,12,6,3,5
경상북도 안동시 남선면 신석리,4717037022,4,9,6,3,3,3
경상북도 울진군 울진읍 신림리,4793025028,0,9,4,1,1,4
경상북도 울진군 평해읍 오곡리,4793025324,4,12,12,12,7,11
경상북도 울진군 평해읍 거일리,4793025327,-,-,-,-,-,-
경상북도 울진군 북면 나곡리,4793031022,1,15,3,4,1,5291
경상북도 울진군 북면 덕구리,4793031025,2,5,4,5,4,5
경상북도 울진군 북면 하당리,4793031028,2,12,9,8,4,8
경상북도 울진군 북면 고목리,4793031031,0,11,13,14,6,13
경상북도 포항시남구 대도동,4711110200,-,-,-,-,-,-
경상북도 포항시남구 일월동,4711110600,-,-,-,-,-,-
경상북도 포항시남구 호동,4711111300,-,-,-,-,-,-
경상북도 포항시남구 지곡동,4711111500,-,-,-,-,-,-
경상북도 포항시남구 구룡포읍 삼정리,4711125022,0,8,11,26,0,4
경상북도 영덕군 영덕읍 삼계리,4777025029,7,14,4,3,1,2
경상북도 영덕군 영덕읍 노물리,4777025032,0,1,0,0,0,0
경상북도 영덕군 영덕읍 대탄리,4777025034,0,1,0,0,0,0
경상북도 영덕군 영덕읍 화천리,4777025037,9,14,1,2,0,1
경상북도 영덕군 강구면 화전리,4777031034,1,5,2,1,0,1
경상북도 영덕군 강구면 금호리,4777031038,37,50,10,3,1,4
전라남도 보성군 조성면 축내리,4678037026,1,2,2,0,1,1
전라남도 보성군 조성면 봉능리,4678037029,1,16,16,3,7,2
전라남도 보성군 조성면 동촌리,4678037031,30,146,169,193,133,223
전라남도 보성군 득량면 삼정리,4678038021,4,50,35,13,94,20
전라남도 보성군 득량면 예당리,4678038023,127,367,506,347,299,418
전라남도 보성군 득량면 정흥리,4678038029,9,59,54,15,18,44
충청북도 제천시 봉양읍 학산리,4315025027,4,9,4,3,1,2
충청북도 제천시 봉양읍 원박리,4315025032,9,14,4,5,1,6
경상북도 구미시 옥성면 초곡리,4719032021,9,14,15,16,7,8
경상북도 구미시 옥성면 구봉리,4719032024,10,12,8,5,6,4
경상북도 구미시 도개면 동산리,4719033022,3,11,4,4,2,1
경상북도 구미시 도개면 궁기리,4719033025,7,6,4,2,2,3
경상북도 구미시 도개면 다곡리,4719033028,1,2,1,1,0,0
경상북도 구미시 해평면 낙성리,4719034021,8,17,17,11,11,9
경상북도 구미시 해평면 문량리,4719034024,10,23,12,2,4,2
경상북도 구미시 해평면 월호리,4719034028,2,4,0,3,0,2
경상북도 구미시 해평면 창림리,4719034030,3,2,1,1,0,0
경상북도 구미시 해평면 월곡리,4719034033,3,5,3,0,1,2
경상남도 남해군 고현면 대사리,4884037027,3,3,4,5,6,1
경상북도 영덕군 창수면 인량리,4777038034,45,48,25,14,4,4
경상북도 영덕군 창수면 신기리,4777038036,3,7,3,0,0,0
경상북도 영덕군 창수면 신리리,4777038037,7,6,4,1,1,0
전라남도 순천시 상사면 도월리,4615040024,0,0,1,1,0,0
전라남도 순천시 상사면 초곡리,4615040027,0,3,9,6,3,1
전라남도 순천시 상사면 오곡리,4615040030,1,1,9,6,2,2
전라남도 나주시 보산동,4617010900,2,1,1,0,0,0
충청남도 서천군 마서면 월포리,4477031027,30,38,5,14,1,15
충청남도 서천군 마서면 남전리,4477031028,39,57,15,24,13,13
충청남도 서천군 마서면 장선리,4477031032,25,34,49,10,14,13
충청남도 서천군 마서면 산내리,4477031035,16,217,198,95,46,62
충청남도 서천군 화양면,4477032000,247,1240,1154,617,350,369
충청남도 서천군 화양면 와초리,4477032023,3,29,45,25,10,13
충청남도 서천군 화양면 월산리,4477032027,6,37,63,35,41,21
충청남도 서천군 화양면 대하리,4477032031,2,36,62,11,8,11
충청남도 서천군 화양면 추동리,4477032033,2,22,100,12,13,10
충청남도 서천군 화양면 고마리,4477032036,25,171,82,30,17,13
충청남도 서천군 화양면 봉명리,4477032039,82,201,110,68,25,44
충청남도 서천군 기산면 신산리,4477033022,7,33,28,7,7,5
경상남도 하동군 진교면 송원리,4885037028,6,14,12,9,12,29
경상남도 하동군 진교면 고이리,4885037029,2,7,4,1,1,4
경상남도 하동군 양보면,4885038000,20,131,102,94,46,124
경상남도 하동군 청암면 상이리,4885040024,1,2,3,2,1,4
경상남도 하동군 양보면 장암리,4885038022,5,27,26,22,8,19
경기도 가평군 가평읍 두밀리,4182025026,3,14,3,1,1,2
경기도 가평군 가평읍 경반리,4182025027,3,11,1,0,0,2
경기도 가평군 가평읍 개곡리,4182025030,32,53,24,12,7,16
충청북도 보은군 마로면 수문리,4372033022,3,11,6,3,4,3
충청북도 보은군 마로면 소여리,4372033026,2,6,7,3,3,8
충청북도 보은군 마로면 송현리,4372033028,13,5,2,0,0,1
충청북도 보은군 마로면 원정리,4372033030,1,5,4,1,1,1
충청북도 보은군 마로면 임곡리,4372033033,7,5,3,1,2,1
충청북도 보은군 탄부면 하장리,4372034021,25,29,17,6,4,3
충청북도 보은군 탄부면 덕동리,4372034024,17,30,19,7,5,5
충청북도 보은군 탄부면 장암리,4372034030,26,39,22,16,9,7
충청북도 보은군 탄부면 평각리,4372034032,39,92,41,21,9,9
경상남도 사천시 서포면,4824037000,100,166,168,137,124,317
경상남도 사천시 서포면 내구리,4824037022,1,11,15,10,3,17
경상남도 사천시 서포면 외구리,4824037023,12,19,15,12,8,21
경상남도 사천시 서포면 조도리,4824037024,5,5,4,7,2,4
경상남도 사천시 서포면 구랑리,4824037025,21,27,18,16,11,26
경상남도 사천시 서포면 구평리,4824037027,6,17,16,18,9,27
경상남도 사천시 서포면 선전리,4824037029,8,25,5,12,17,31
충청북도 영동군 황간면 광평리,4374032034,16,19,5,0,0,0
충청북도 영동군 추풍령면 사부리,4374033522,3,10,1,0,0,0
충청북도 영동군 추풍령면 죽전리,4374033525,27,16,3,2,0,6
충청북도 영동군 추풍령면 신안리,4374033527,9,10,1,1,1,0
충청북도 영동군 매곡면,4374034000,64,99,16,5,3,5
경상남도 거창군 위천면 상천리,4888035023,39,65,34,14,4,11
충청남도 예산군 대술면 마전리,4481031031,4,14,7,4,5,7
충청남도 예산군 신양면,4481032000,49,135,107,70,56,94
충청남도 예산군 신양면 서계양리,4481032025,4,6,7,6,4,4
충청남도 예산군 신양면 시왕리,4481032027,1,7,5,1,1,2
충청남도 예산군 신양면 하천리,4481032030,1,5,3,2,2,5
충청남도 예산군 신양면 만사리,4481032033,2,10,8,4,5,11
충청남도 예산군 신양면 대덕리,4481032035,3,9,8,5,2,7
충청남도 예산군 광시면 노전리,4481033022,1,9,7,4,3,2
충청남도 예산군 광시면 은사리,4481033025,4,46,34,18,11,26
충청남도 예산군 광시면 신대리,4481033028,0,2,1,2,1,2
울산광역시 울주군 범서읍 척과리,3171025930,2,23,5,29,1,3
울산광역시 울주군 서생면,3171031000,29,62,39,44,1,0
울산광역시 울주군 서생면 나사리,3171031023,0,0,0,1,0,0
울산광역시 울주군 서생면 대송리,3171031025,-,-,-,-,-,-
경기도 성남시수정구 태평동,4113110200,-,-,-,-,-,-
경기도 성남시수정구 창곡동,4113110800,3,2,1,1,1,0
경기도 성남시수정구 시흥동,4113111500,-,-,-,-,-,-
경기도 성남시중원구,4113300000,2,2,1,1,0,1
경기도 성남시중원구 금광동,4113310300,-,-,-,-,-,-
경기도 성남시중원구 갈현동,4113310800,1,1,0,0,0,0
경기도 성남시분당구 수내동,4113510200,-,-,-,-,-,-
경기도 성남시분당구 서현동,4113510500,1,1,0,0,0,0
경기도 성남시분당구 판교동,4113510800,1,0,0,0,0,0
경기도 성남시분당구 궁내동,4113511200,-,-,-,-,-,-
충청남도 공주시 이인면 초봉리,4415031028,2,15,15,9,6,24
충청남도 공주시 이인면 이곡리,4415031035,0,1,2,4,4,18
충청남도 공주시 이인면 신영리,4415031037,12,22,21,81,10,16
충청남도 공주시 탄천면 광명리,4415032022,1,25,15,8,6,13
충청남도 공주시 탄천면 덕지리,4415032025,6,15,10,5,4,9
충청남도 공주시 탄천면 가척리,4415032028,5,18,9,6,3,9
충청남도 공주시 탄천면 성리,4415032030,1,10,8,7,5,12
충청남도 공주시 탄천면 국동리,4415032034,4,17,9,5,2,8
충청남도 공주시 탄천면 대학리,4415032037,4,25,20,23,21,19
충청남도 공주시 계룡면 월암리,4415033022,7,65,13,7,1,8
충청남도 공주시 계룡면 화은리,4415033024,27,36,86,106,19,11
경기도 평택시 고덕면 동고리,4122033027,6,25,27,14,12,32
경기도 평택시 오성면 숙성리,4122034021,7,17,21,13,10,36
경기도 평택시 오성면 신리,4122034023,4,19,17,7,3,9
경상북도 구미시 장천면,4719036000,27,56,31,24,15,7
경상북도 구미시 장천면 상림리,4719036023,3,5,3,2,1,0
경상북도 구미시 장천면 묵어리,4719036026,3,8,5,7,5,2
경상북도 구미시 장천면 명곡리,4719036028,1,3,3,4,2,1
경상북도 영주시 영주동,4721010100,0,4783,0,0,0,0
경상북도 영주시 문정동,4721010600,2,3,4,2,2,0
경상북도 영주시 풍기읍 성내리,4721025021,0,3,1,0,0,0
경상북도 영주시 풍기읍 미곡리,4721025024,2,6,2,3,0,0
경상북도 영주시 풍기읍 욱금리,4721025026,0,1,0,0,0,0
경기도 포천시,4165000000,564,3314,1297,690,591,1196
경기도 포천시 신읍동,4165010100,1,19,16,0,0,2
경기도 포천시 어룡동,4165010200,5,55,22,3,0,3
경기도 포천시 자작동,4165010300,2,15,23,10,1,1
경기도 포천시 선단동,4165010400,1,26,15,5,3,2
경기도 포천시 설운동,4165010500,0,31,26,0,0,0
경기도 포천시 동교동,4165010600,1,1,0,0,0,0
경기도 포천시 소흘읍,4165025000,54,227,52,5,1,9
경기도 포천시 소흘읍 송우리,4165025021,15,40,6,0,0,0
경기도 포천시 소흘읍 이동교리,4165025022,12,48,12,0,0,2
전라남도 화순군 동복면 읍애리,4679040029,2,9,7,1,1,0
전라남도 화순군 동면 언도리,4679042022,4,22,23,14,5,12
전라남도 화순군 동면 청궁리,4679042025,2,2,2,1,0,1
전라남도 화순군 동면 오동리,4679042030,2,6,8,4,1,5
전라남도 화순군 동면 장동리,4679042032,3,4,1,1,0,0
전라남도 화순군 동면 대포리,4679042035,9,22,15,13,10,17
전라남도 장흥군 장흥읍 남동리,4680025022,-,-,-,-,-,-
전라남도 광양시 봉강면 석사리,4623031021,3,65,19,9,1,6
전라남도 광양시 봉강면 조령리,4623031026,4,6,5,5,1,8
전라남도 광양시 옥룡면,4623032000,50,178,135,78,41,50
전라남도 광양시 옥룡면 추산리,4623032023,26,13,20,8,5,9
전라남도 광양시 옥룡면 용곡리,4623032026,7,22,17,8,8,6
전라남도 광양시 옥곡면,4623033000,43,82,69,52,29,54
전라남도 광양시 옥곡면 신금리,4623033024,20,51,53,46,27,39
전라남도 광양시 옥곡면 선유리,4623033026,3,4,2,0,0,0
전라남도 광양시 진상면 금이리,4623034021,4,49,44,14,7,25
전라남도 광양시 진상면 황죽리,4623034024,0,1,1,0,0,0
전라남도 광양시 진상면 청암리,4623034027,8,20,28,10,1,9
전라남도 광양시 진월면 마룡리,4623035023,15,24,25,12,22,7
경상북도 영천시 신기동,4723012900,0,4,8,2,0,0
경상북도 영천시 금호읍 교대리,4723025021,0,0,2,1,0,0
경상북도 영천시 금호읍 성천리,4723025023,0,2,2,0,0,0
경상북도 영천시 금호읍 원제리,4723025026,-,-,-,-,-,-
경상북도 영천시 금호읍 봉죽리,4723025029,-,-,-,-,-,-
경상북도 영천시 금호읍 약남리,4723025032,0,0,4,0,0,0
경상북도 영천시 금호읍 어은리,4723025035,-,-,-,-,-,-
경상북도 영천시 금호읍 삼호리,4723025040,-,-,-,-,-,-
경상북도 영천시 청통면,4723031000,1,2,25,6,1,0
경상북도 영천시 청통면 보성리,4723031023,-,-,-,-,-,-
경상북도 영천시 청통면 죽정리,4723031026,0,0,1,0,1,0
경상남도 진주시 문산읍 삼곡리,4817025023,5,4,4,2,1,3
경상남도 진주시 문산읍 두산리,4817025030,7,5,6,8,10,41
경상남도 진주시 내동면 독산리,4817031021,10,9,4,3,2,4
경상남도 진주시 내동면 유수리,4817031024,4,3,1,1,3,5
경상남도 진주시 정촌면 화개리,4817032021,9,3,2,4,6,10
경상남도 진주시 정촌면 소곡리,4817032023,8,4,4,0,4,32
경상남도 진주시 정촌면 대축리,4817032026,1,2,2,2,1,2
경상남도 진주시 금곡면 가봉리,4817033022,4,4,4,1,1,5
경상남도 진주시 금곡면 인담리,4817033025,7,13,7,7,4,13
경상남도 진주시 금곡면 죽곡리,4817033028,6,20,5,2,2,5
경상남도 진주시 진성면 대사리,4817035023,4,4,2,2,4,22
경상북도 경주시 양남면 수렴리,4713032022,1,2,1,1,0,0
경상북도 경주시 양남면 서동리,4713032024,1,1,1,0,0,0
경상남도 남해군 설천면,4884038000,13,29,28,26,68,4
경상남도 남해군 설천면 문항리,4884038023,2,6,6,3,8,0
경상남도 남해군 창선면,4884039000,14,32,27,17,11,2
경상남도 남해군 창선면 동대리,4884039022,0,1,0,0,0,0
경기도 용인시처인구 고림동,4146110600,15,80,13,3,5,2
경기도 용인시처인구 마평동,4146110700,10,24,5,1,2,5
경기도 용인시처인구 운학동,4146110800,10,12,1,0,0,3
경기도 용인시처인구 호동,4146110900,16,11,4,1,0,1
경기도 용인시처인구 해곡동,4146111000,4,4,0,0,0,0
충청남도 금산군 제원면 제원리,4471032021,4,10,2,1,0,0
전라남도 화순군 이서면 서리,4679038021,1,1,0,0,0,1
전라남도 화순군 이서면 보월리,4679038028,4,42,94,23,7,6
전라남도 화순군 이서면 안심리,4679038031,3,22,34,14,7,6
전라남도 화순군 동복면 독상리,4679040021,7,16,14,8,6,5
전라남도 화순군 동복면 유천리,4679040024,2,7,2,1,1,1
전라남도 화순군 동복면 가수리,4679040026,5,9,4,2,1,1
전라남도 나주시 봉황면 용전리,4617043028,4,12,11,19,34,16
전라남도 나주시 봉황면 신동리,4617043031,4,7,3,19,44,6
전라남도 나주시 봉황면 덕림리,4617043034,7,5,7,8,6,10
전라남도 나주시 봉황면 용곡리,4617043036,3,2,2,1,0,3
전라남도 광양시 성황동,4623010400,4,6,3,2,2,4
전라남도 광양시 광양읍 구산리,4623025022,1,9,3,3,1,0
전라남도 광양시 광양읍 읍내리,4623025024,0,1,1,0,0,0
전라남도 광양시 광양읍 익신리,4623025027,3,14,21,8,1,1
전라남도 광양시 광양읍 용강리,4623025030,1,4,2,1,0,1
전라남도 광양시 광양읍 도월리,4623025033,13,82,48,31,5,12
전라남도 광양시 광양읍 덕례리,4623025035,5,18,22,8,2,3
경기도 화성시 봉담읍 동화리,4159025324,1,2,0,2,0,0
경기도 화성시 봉담읍 분천리,4159025327,0,3,0,0,0,1
경상북도 영주시 부석면 우곡리,4721039027,7,13,12,2,0,0
경상북도 영주시 부석면 감곡리,4721039029,8,65,19,3,0,0
경상북도 영천시 망정동,4723010200,-,-,-,-,-,-
경상북도 영천시 창구동,4723010600,-,-,-,-,-,-
경상북도 영천시 금노동,4723011200,2,10,8,4,1,3
경상북도 영천시 작산동,4723011500,0,1,0,0,0,0
경상북도 영천시 채신동,4723011800,-,-,-,-,-,-
경상북도 영천시 오미동,4723012300,0,1,1,0,0,0
경상북도 포항시북구 흥해읍 덕성리,4711325038,0,1,20,10,5,1
경상북도 포항시북구 흥해읍 용전리,4711325040,2,28,35,48,7,13
경상북도 포항시북구 흥해읍 흥안리,4711325043,0,6,4,3,1,1
경상북도 포항시북구 흥해읍 성곡리,4711325048,8,43,10,5,2,4
경상북도 포항시북구 흥해읍 대련리,4711325050,1,1,2,1,0,1
경상남도 진주시 옥봉동,4817011800,-,-,-,-,-,-
경상남도 진주시 상평동,4817012100,0,0,0,1,0,0
경상남도 진주시 초전동,4817012200,1,0,1,1,0,3
경상남도 진주시 장재동,4817012300,0,0,0,1,1,1
경상남도 진주시 유곡동,4817012800,-,-,-,-,-,-
경상남도 진주시 문산읍,4817025000,53,52,31,25,25,81
경상북도 경주시 건천읍 대곡리,4713025621,1,7,2,0,0,1
경상북도 경주시 건천읍 신평리,4713025623,6,16,2,1,0,0
경상북도 경주시 건천읍 화천리,4713025626,1,5,3,2,0,0
경상북도 경주시 건천읍 조전리,4713025629,1,3,3,2,1,0
경상북도 경주시 외동읍 입실리,4713025921,3,9,8,5,2,5
경상북도 경주시 외동읍 녹동리,4713025924,0,1,0,0,0,0
경상북도 경주시 외동읍 연안리,4713025927,7,18,5,3,0,7
경상북도 경주시 외동읍 활성리,4713025929,1,3,1,1,0,4
경상북도 경주시 외동읍 구어리,4713025932,8,31,10,7,3,8
경상북도 경주시 외동읍 신계리,4713025935,0,2,0,0,0,0
경기도 포천시 신북면 기지리,4165034022,1,56,11,2,0,1
경기도 포천시 신북면 신평리,4165034023,1,27,3,1,2,0
충청남도 홍성군 홍동면 홍원리,4480033024,1,4,12,10,7,6
충청남도 홍성군 홍동면 문당리,4480033026,2,15,17,10,8,9
충청남도 홍성군 홍동면 신기리,4480033029,3,4,6,4,2,0
충청남도 홍성군 홍동면 대영리,4480033033,0,2,3,3,2,2
충청남도 홍성군 장곡면 도산리,4480034021,4,16,29,6,5,7
충청남도 홍성군 장곡면 광성리,4480034024,1,30,23,22,2,1
충청남도 홍성군 장곡면 죽전리,4480034026,3,27,28,3,3,5
충청남도 홍성군 장곡면 지정리,4480034029,5,18,29,47,18,14
충청남도 홍성군 장곡면 천태리,4480034032,2,7,22,9,3,42
충청남도 홍성군 장곡면 옥계리,4480034034,2,5,15,18,5,5
충청남도 홍성군 장곡면 상송리,4480034036,9,22,46,50,13,9
경상북도 칠곡군 북삼읍,4785025300,61,79,30,13,9,12
경상북도 칠곡군 북삼읍 율리,4785025321,8,13,4,2,1,0
경상북도 칠곡군 북삼읍 보손리,4785025323,7,9,3,2,2,1
경상북도 칠곡군 북삼읍 숭오리,4785025324,22,26,11,4,1,3
경상북도 칠곡군 북삼읍 오평리,4785025326,14,23,7,3,2,6
경상남도 의령군 궁류면 평촌리,4872041521,0,7,5,4,2,7
경상남도 의령군 궁류면 벽계리,4872041522,-,-,-,-,-,-
