bjd_Nm,etc_Area,field_Area,forest_Area,fruit_Area,grass_Area,paddy_Area,stdg_Cd
전북특별자치도 군산시 옥구읍 옥정리,5,71,0,47,6,77,5213025021
전북특별자치도 군산시 옥구읍 상평리,3,52,0,48,11,108,5213025022
전북특별자치도 군산시 옥구읍 이곡리,7,27,0,27,8,258,5213025023
전북특별자치도 군산시 옥구읍 수산리,456,17,0,24,18,532,5213025024
전북특별자치도 군산시 옥구읍 오곡리,147,34,0,57,48,157,5213025025
전북특별자치도 군산시 옥구읍 선제리,5,91,0,34,19,207,5213025026
전북특별자치도 군산시 옥구읍 어은리,355,52,0,49,53,727,5213025027
전북특별자치도 군산시 옥산면,70,192,6,161,175,1068,5213031000
전북특별자치도 군산시 옥산면 옥산리,36,40,6,44,30,190,5213031021
전북특별자치도 군산시 옥산면 남내리,4,49,0,58,21,85,5213031022
전북특별자치도 군산시 옥산면 쌍봉리,13,48,0,4,14,368,5213031023
전북특별자치도 군산시 옥산면 당북리,15,32,0,40,66,365,5213031024
전북특별자치도 군산시 옥산면 금성리,1,22,0,14,44,60,5213031025
전북특별자치도 군산시 회현면,1483,302,3,191,50,1799,5213032000
전북특별자치도 군산시 회현면 월연리,593,17,0,1,0,348,5213032021
전북특별자치도 군산시 회현면 금광리,582,53,0,2,0,542,5213032022
전북특별자치도 군산시 회현면 대정리,1,27,0,8,0,198,5213032023
전북특별자치도 군산시 회현면 세장리,35,30,3,72,23,15,5213032024
전북특별자치도 군산시 회현면 고사리,42,53,0,67,0,15,5213032025
전북특별자치도 군산시 회현면 학당리,46,84,0,11,0,322,5213032026
전북특별자치도 군산시 회현면 원우리,4,38,0,30,26,94,5213032027
전북특별자치도 군산시 회현면 증석리,180,0,0,0,0,266,5213032028
전북특별자치도 군산시 임피면,70,446,3,322,218,1134,5213033000
전북특별자치도 군산시 임피면 읍내리,2,94,0,53,26,94,5213033021
전북특별자치도 군산시 임피면 축산리,10,58,3,50,61,97,5213033022
전북특별자치도 군산시 임피면 미원리,5,77,0,58,31,139,5213033023
전북특별자치도 군산시 임피면 보석리,18,92,0,107,63,154,5213033024
전북특별자치도 군산시 임피면 술산리,2,50,0,10,2,164,5213033025
전북특별자치도 군산시 임피면 월하리,10,52,0,35,24,176,5213033026
전북특별자치도 진안군 용담면 월계리,82,128,214,59,91,153,5272031024
전북특별자치도 진안군 용담면 송풍리,67,245,885,123,364,162,5272031025
전북특별자치도 진안군 용담면 와룡리,23,114,388,36,211,82,5272031026
전북특별자치도 진안군 안천면,63,751,1185,246,985,478,5272032000
전북특별자치도 진안군 안천면 노성리,8,130,125,103,261,145,5272032021
전북특별자치도 진안군 안천면 백화리,2,233,194,74,182,119,5272032022
전북특별자치도 진안군 안천면 신괴리,7,166,306,17,207,95,5272032023
전북특별자치도 진안군 안천면 삼락리,46,221,560,51,335,119,5272032024
전북특별자치도 진안군 동향면,121,845,1770,260,1739,557,5272033000
전북특별자치도 진안군 동향면 대량리,15,88,52,10,147,82,5272033021
전북특별자치도 진안군 동향면 학선리,12,96,272,14,169,56,5272033022
전북특별자치도 진안군 동향면 능금리,34,207,299,113,308,146,5272033023
전북특별자치도 진안군 동향면 자산리,22,170,349,18,416,125,5272033024
전북특별자치도 진안군 동향면 신송리,0,161,411,73,457,89,5272033025
전북특별자치도 진안군 동향면 성산리,38,122,386,31,243,59,5272033026
전북특별자치도 진안군 상전면,260,781,2436,399,1001,592,5272034000
전북특별자치도 진안군 상전면 갈현리,20,103,329,26,95,57,5272034021
전북특별자치도 진안군 상전면 주평리,7,164,258,107,221,90,5272034022
전북특별자치도 진안군 상전면 수동리,67,154,798,49,223,78,5272034023
전북특별자치도 진안군 상전면 월포리,60,190,805,120,243,181,5272034024
전북특별자치도 진안군 상전면 구룡리,21,81,139,40,171,63,5272034025
전북특별자치도 진안군 상전면 용평리,84,89,107,57,47,124,5272034026
전북특별자치도 진안군 백운면,100,1203,3819,636,1897,952,5272035000
전북특별자치도 진안군 백운면 동창리,12,57,132,21,39,203,5272035021
전북특별자치도 진안군 백운면 평장리,4,130,132,100,66,105,5272035022
전북특별자치도 진안군 백운면 덕현리,13,148,244,35,53,76,5272035023
전북특별자치도 진안군 백운면 남계리,4,64,25,62,139,86,5272035024
전북특별자치도 진안군 백운면 반송리,7,58,351,27,139,70,5272035025
전북특별자치도 진안군 백운면 신암리,21,172,1229,104,609,56,5272035026
전북특별자치도 진안군 백운면 백암리,14,219,595,79,375,98,5272035027
전북특별자치도 진안군 백운면 노촌리,11,195,938,156,397,98,5272035028
전북특별자치도 진안군 백운면 운교리,15,161,173,53,81,160,5272035029
전북특별자치도 진안군 성수면,172,945,2067,645,2409,821,5272036000
전북특별자치도 진안군 성수면 외궁리,8,152,211,101,322,91,5272036021
전북특별자치도 진안군 성수면 좌산리,16,137,255,87,255,119,5272036022
전북특별자치도 진안군 성수면 신기리,4,37,42,14,87,53,5272036023
전북특별자치도 진안군 성수면 구신리,2,81,298,52,271,114,5272036024
전북특별자치도 진안군 성수면 용포리,43,150,336,125,272,64,5272036025
전북특별자치도 진안군 성수면 도통리,22,115,248,81,329,133,5272036026
전북특별자치도 진안군 성수면 좌포리,55,176,142,153,508,186,5272036027
전북특별자치도 진안군 성수면 중길리,20,95,534,32,365,62,5272036028
전북특별자치도 진안군 마령면,183,607,1318,294,1126,676,5272037000
전북특별자치도 진안군 마령면 평지리,22,58,78,37,66,184,5272037021
전북특별자치도 진안군 마령면 동촌리,53,88,384,32,222,58,5272037022
전북특별자치도 진안군 마령면 계서리,34,126,171,111,188,171,5272037023
전북특별자치도 진안군 마령면 덕천리,30,260,301,88,498,178,5272037024
전북특별자치도 진안군 마령면 강정리,43,75,384,27,150,85,5272037025
전북특별자치도 진안군 부귀면,151,1183,5104,235,2878,864,5272038000
전북특별자치도 진안군 부귀면 거석리,17,171,671,12,324,132,5272038021
전북특별자치도 진안군 부귀면 오룡리,4,114,409,1,290,71,5272038022
전북특별자치도 진안군 부귀면 세동리,9,144,702,26,431,91,5272038023
전북특별자치도 진안군 부귀면 신정리,22,127,488,8,235,108,5272038024
전북특별자치도 진안군 부귀면 수항리,20,135,553,57,329,131,5272038025
전북특별자치도 진안군 부귀면 두남리,31,106,585,14,166,83,5272038026
전북특별자치도 진안군 부귀면 황금리,15,205,752,75,456,107,5272038027
전북특별자치도 진안군 부귀면 궁항리,18,54,518,27,319,39,5272038028
전북특별자치도 진안군 부귀면 봉암리,16,127,427,17,327,103,5272038029
전북특별자치도 진안군 정천면,221,984,4008,290,1581,560,5272039000
전북특별자치도 진안군 정천면 봉학리,24,216,1444,49,493,85,5272039021
전북특별자치도 진안군 정천면 갈용리,38,255,1200,96,446,112,5272039022
전북특별자치도 진안군 정천면 모정리,69,241,666,66,311,170,5272039023
전북특별자치도 진안군 정천면 망화리,55,83,146,40,133,67,5272039024
전북특별자치도 진안군 정천면 월평리,34,189,551,39,197,124,5272039025
전북특별자치도 진안군 주천면,133,886,5078,361,2468,553,5272040000
전북특별자치도 군산시 임피면 영창리,22,22,0,9,12,310,5213033027
전북특별자치도 군산시 서수면,52,599,32,233,148,1358,5213034000
전북특별자치도 군산시 서수면 서수리,18,116,0,29,23,427,5213034021
전북특별자치도 군산시 서수면 축동리,4,100,32,124,110,95,5213034022
전북특별자치도 군산시 서수면 관원리,7,120,0,80,14,98,5213034023
전북특별자치도 군산시 서수면 마룡리,8,109,0,0,0,264,5213034024
전북특별자치도 군산시 서수면 화등리,10,103,0,0,0,261,5213034025
전북특별자치도 군산시 서수면 금암리,6,51,0,0,0,214,5213034026
전북특별자치도 군산시 대야면,270,296,1,170,105,2928,5213035000
전북특별자치도 군산시 대야면 산월리,10,77,1,32,35,155,5213035021
전북특별자치도 군산시 대야면 지경리,62,41,0,10,7,749,5213035022
전북특별자치도 군산시 대야면 복교리,109,0,0,0,0,793,5213035023
전북특별자치도 군산시 대야면 광교리,57,0,0,0,0,417,5213035024
전북특별자치도 군산시 대야면 접산리,21,8,0,0,0,408,5213035025
전북특별자치도 군산시 대야면 죽산리,2,45,0,17,41,216,5213035026
전북특별자치도 군산시 대야면 보덕리,9,125,0,111,22,190,5213035027
전북특별자치도 군산시 개정면,28,386,6,148,90,1026,5213036000
전북특별자치도 군산시 개정면 아동리,3,98,0,27,26,129,5213036021
전북특별자치도 군산시 개정면 운회리,1,66,0,19,3,243,5213036022
전북특별자치도 군산시 개정면 아산리,1,67,0,26,43,56,5213036023
전북특별자치도 군산시 개정면 발산리,1,71,0,27,8,158,5213036024
전북특별자치도 남원시 송동면 송내리,4,167,14,19,37,101,5219033022
전북특별자치도 남원시 송동면 사촌리,1,48,45,37,31,46,5219033023
전북특별자치도 남원시 송동면 송상리,4,41,86,11,141,91,5219033024
전북특별자치도 남원시 송동면 장국리,45,85,22,139,83,130,5219033025
전북특별자치도 남원시 송동면 흑송리,31,103,0,40,2,77,5219033026
전북특별자치도 남원시 송동면 송기리,3,54,12,39,3,49,5219033027
전북특별자치도 남원시 송동면 장포리,4,70,0,35,5,54,5219033028
전북특별자치도 남원시 송동면 영동리,2,54,0,0,0,30,5219033029
전북특별자치도 남원시 송동면 연산리,2,48,0,0,0,25,5219033030
전북특별자치도 남원시 송동면 양평리,34,15,0,0,0,69,5219033031
전북특별자치도 남원시 송동면 두신리,20,49,0,30,0,124,5219033032
전북특별자치도 남원시 송동면 세전리,76,77,0,0,0,100,5219033033
전북특별자치도 남원시 주생면,145,656,304,258,205,1045,5219034000
전북특별자치도 남원시 주생면 상동리,1,49,0,19,0,104,5219034021
전북특별자치도 남원시 주생면 중동리,16,6,0,0,0,217,5219034022
전북특별자치도 남원시 주생면 지당리,22,82,0,21,3,114,5219034023
전북특별자치도 남원시 주생면 정송리,4,69,0,25,25,47,5219034024
전북특별자치도 남원시 주생면 영천리,5,67,0,50,28,66,5219034025
전북특별자치도 남원시 주생면 제천리,35,33,0,5,0,146,5219034026
전북특별자치도 남원시 주생면 낙동리,3,164,0,50,18,125,5219034027
전북특별자치도 남원시 주생면 내동리,36,89,231,51,108,96,5219034028
전북특별자치도 남원시 주생면 도산리,22,99,72,37,23,130,5219034029
전북특별자치도 남원시 금지면,197,632,803,161,398,1157,5219035000
전북특별자치도 남원시 금지면 옹정리,31,72,0,13,0,155,5219035021
전북특별자치도 남원시 금지면 입암리,16,53,0,0,0,133,5219035022
전북특별자치도 남원시 금지면 서매리,4,197,251,48,127,105,5219035023
전북특별자치도 남원시 금지면 방촌리,6,77,184,14,60,188,5219035024
전북특별자치도 남원시 금지면 택내리,7,76,104,38,65,136,5219035025
전북특별자치도 남원시 금지면 창산리,30,10,0,0,0,82,5219035026
전북특별자치도 남원시 금지면 상신리,20,32,0,0,0,47,5219035027
전북특별자치도 남원시 금지면 신월리,0,3,0,0,0,100,5219035028
전북특별자치도 남원시 금지면 상귀리,27,49,264,47,146,39,5219035029
전북특별자치도 남원시 금지면 귀석리,25,22,0,0,0,76,5219035030
전북특별자치도 남원시 금지면 하도리,32,42,0,1,0,96,5219035031
전북특별자치도 남원시 대강면,143,769,653,455,1305,1055,5219036000
전북특별자치도 남원시 대강면 풍산리,0,26,42,36,71,41,5219036021
전북특별자치도 남원시 대강면 수홍리,1,65,36,43,145,78,5219036022
전북특별자치도 남원시 대강면 옥택리,1,37,7,18,158,40,5219036023
전북특별자치도 남원시 대강면 평촌리,4,71,39,24,78,34,5219036024
전북특별자치도 남원시 대강면 입암리,11,48,42,46,182,81,5219036025
전북특별자치도 남원시 대강면 송대리,1,85,34,101,60,80,5219036026
전북특별자치도 남원시 대강면 강석리,2,45,34,37,42,49,5219036027
전북특별자치도 남원시 대강면 사석리,50,200,395,119,158,186,5219036028
전북특별자치도 남원시 대강면 방동리,8,48,0,21,61,128,5219036029
전북특별자치도 남원시 대강면 월탄리,22,39,23,10,126,82,5219036030
전북특별자치도 남원시 대강면 생암리,18,55,0,0,140,53,5219036031
전북특별자치도 남원시 대강면 신덕리,6,26,0,0,60,128,5219036032
전북특별자치도 남원시 대강면 방산리,20,24,0,0,23,75,5219036033
전북특별자치도 남원시 대산면,57,792,488,656,742,870,5219037000
전북특별자치도 남원시 대산면 금성리,1,78,15,21,45,51,5219037021
전북특별자치도 남원시 대산면 수덕리,22,95,4,62,20,153,5219037022
전북특별자치도 남원시 대산면 대곡리,5,116,33,116,99,130,5219037023
전북특별자치도 남원시 대산면 풍촌리,3,69,127,192,138,110,5219037024
전북특별자치도 남원시 대산면 신계리,6,71,105,21,239,106,5219037025
전북특별자치도 남원시 대산면 운교리,9,76,62,34,61,122,5219037026
전북특별자치도 남원시 대산면 옥율리,6,153,7,144,75,125,5219037027
전북특별자치도 남원시 대산면 길곡리,5,133,135,65,66,72,5219037028
전북특별자치도 남원시 사매면,59,885,261,805,284,922,5219038000
전북특별자치도 남원시 사매면 서도리,8,95,136,85,53,112,5219038021
강원특별자치도 춘천시 동내면 신촌리,13,88,4,30,55,95,5111039022
강원특별자치도 춘천시 동내면 고은리,5,111,20,55,357,102,5111039023
강원특별자치도 춘천시 동내면 사암리,13,213,587,104,358,138,5111039024
강원특별자치도 춘천시 동내면 학곡리,4,153,80,157,133,74,5111039025
강원특별자치도 춘천시 남산면,606,1313,3762,101,5979,630,5111040000
강원특별자치도 춘천시 남산면 광판리,47,215,219,7,789,176,5111040022
강원특별자치도 춘천시 남산면 행촌리,4,100,231,3,502,45,5111040023
강원특별자치도 춘천시 남산면 수동리,8,125,168,9,808,65,5111040024
강원특별자치도 춘천시 남산면 창촌리,10,138,155,6,372,75,5111040025
강원특별자치도 춘천시 남산면 방곡리,9,89,132,1,365,81,5111040026
강원특별자치도 춘천시 남산면 강촌리,117,142,758,9,602,38,5111040027
강원특별자치도 춘천시 남산면 서천리,124,126,150,26,290,36,5111040028
강원특별자치도 춘천시 남산면 백양리,48,144,834,7,973,53,5111040029
강원특별자치도 춘천시 남산면 방하리,179,135,649,8,750,30,5111040030
강원특별자치도 춘천시 남산면 산수리,60,100,464,25,529,30,5111040031
강원특별자치도 원주시,2734,11069,21605,6641,34633,10026,5113000000
강원특별자치도 원주시 중앙동,0,10,0,0,0,6,5113010100
강원특별자치도 원주시 평원동,4,1,0,0,0,10,5113010200
강원특별자치도 원주시 원동,0,19,0,20,0,3,5113010300
강원특별자치도 원주시 인동,2,0,0,0,0,4,5113010400
강원특별자치도 원주시 개운동,9,48,0,27,0,21,5113010500
강원특별자치도 원주시 명륜동,0,61,0,82,8,36,5113010600
강원특별자치도 원주시 단구동,19,114,0,93,34,130,5113010700
강원특별자치도 원주시 일산동,0,42,0,38,0,0,5113010800
강원특별자치도 원주시 학성동,21,67,0,16,5,123,5113010900
강원특별자치도 원주시 단계동,5,144,3,134,57,73,5113011000
강원특별자치도 원주시 우산동,16,146,0,92,45,129,5113011100
강원특별자치도 원주시 태장동,32,268,4,321,193,263,5113011200
강원특별자치도 원주시 봉산동,19,210,0,197,165,134,5113011300
강원특별자치도 원주시 행구동,24,286,387,167,266,229,5113011400
강원특별자치도 원주시 무실동,10,248,30,194,171,207,5113011500
강원특별자치도 원주시 관설동,21,125,187,61,395,213,5113011600
강원특별자치도 원주시 반곡동,17,272,145,171,239,258,5113011700
강원특별자치도 원주시 가현동,18,100,1,93,87,133,5113011800
강원특별자치도 원주시 문막읍,596,1268,2342,562,3851,1769,5113025000
강원특별자치도 원주시 문막읍 문막리,26,38,8,7,55,123,5113025021
강원특별자치도 원주시 문막읍 동화리,51,235,138,215,330,203,5113025022
강원특별자치도 원주시 문막읍 비두리,25,214,146,16,1293,170,5113025023
강원특별자치도 원주시 문막읍 취병리,94,134,871,50,353,112,5113025024
강원특별자치도 원주시 문막읍 궁촌리,18,164,262,80,941,258,5113025025
강원특별자치도 원주시 문막읍 건등리,80,146,166,80,176,178,5113025026
강원특별자치도 원주시 문막읍 후용리,52,47,82,6,177,218,5113025027
강원특별자치도 원주시 문막읍 포진리,102,43,28,29,130,145,5113025028
강원특별자치도 원주시 문막읍 반계리,133,227,565,80,365,290,5113025029
강원특별자치도 원주시 문막읍 대둔리,15,20,76,0,31,72,5113025030
강원특별자치도 원주시 소초면,176,1279,3352,845,3466,1127,5113031000
강원특별자치도 원주시 소초면 평장리,7,164,182,101,476,116,5113031021
강원특별자치도 원주시 소초면 의관리,31,84,14,77,192,130,5113031022
강원특별자치도 원주시 소초면 장양리,48,173,10,194,219,161,5113031023
강원특별자치도 원주시 소초면 흥양리,22,247,814,132,497,200,5113031024
강원특별자치도 원주시 소초면 수암리,6,236,157,159,340,176,5113031025
강원특별자치도 원주시 소초면 교항리,0,121,99,40,694,122,5113031026
강원특별자치도 원주시 소초면 둔둔리,17,151,95,95,200,139,5113031027
강원특별자치도 원주시 소초면 학곡리,45,103,1980,47,847,82,5113031028
강원특별자치도 원주시 호저면,303,1132,2213,888,2042,1077,5113032000
강원특별자치도 원주시 호저면 주산리,66,186,28,133,289,163,5113032021
강원특별자치도 원주시 호저면 고산리,16,59,619,10,386,88,5113032022
강원특별자치도 원주시 호저면 대덕리,53,103,15,97,132,108,5113032023
강원특별자치도 원주시 호저면 광격리,9,141,176,114,213,123,5113032024
강원특별자치도 원주시 호저면 만종리,10,209,13,233,296,174,5113032025
강원특별자치도 원주시 호저면 옥산리,24,82,114,35,160,56,5113032026
강원특별자치도 원주시 호저면 무장리,22,127,9,118,301,176,5113032027
강원특별자치도 원주시 호저면 용곡리,22,45,516,15,107,43,5113032028
강원특별자치도 원주시 호저면 산현리,35,70,464,57,80,70,5113032029
강원특별자치도 원주시 호저면 매호리,47,109,260,76,78,77,5113032030
강원특별자치도 원주시 지정면,458,1281,2216,755,3523,766,5113033000
강원특별자치도 원주시 지정면 간현리,144,156,397,43,432,125,5113033021
강원특별자치도 원주시 지정면 안창리,107,164,550,95,410,89,5113033022
강원특별자치도 원주시 지정면 가곡리,1,186,17,116,250,123,5113033023
강원특별자치도 원주시 지정면 판대리,67,163,562,79,1053,97,5113033024
강원특별자치도 원주시 지정면 신평리,10,169,2,202,264,122,5113033025
강원특별자치도 원주시 지정면 월송리,106,338,688,162,959,143,5113033026
강원특별자치도 원주시 지정면 보통리,23,105,0,59,155,65,5113033027
강원특별자치도 원주시 부론면,501,1145,426,668,4470,1059,5113035000
강원특별자치도 원주시 부론면 법천리,95,188,20,129,639,204,5113035021
강원특별자치도 원주시 부론면 손곡리,35,209,117,123,1322,192,5113035022
강원특별자치도 원주시 부론면 정산리,122,255,23,130,986,206,5113035023
강원특별자치도 원주시 부론면 흥호리,78,128,97,100,250,147,5113035024
강원특별자치도 원주시 부론면 노림리,97,148,61,112,234,147,5113035025
강원특별자치도 원주시 부론면 단강리,75,216,108,73,1039,162,5113035026
강원특별자치도 원주시 귀래면,109,817,1118,430,4185,505,5113036000
강원특별자치도 원주시 귀래면 운남리,27,128,407,80,915,109,5113036021
강원특별자치도 원주시 귀래면 귀래리,37,239,357,146,1483,132,5113036022
전북특별자치도 정읍시 산내면 능교리,54,193,302,89,433,79,5218043025
전북특별자치도 정읍시 산내면 종성리,147,155,618,87,459,40,5218043026
전북특별자치도 정읍시 산외면,103,963,1717,428,2351,807,5218044000
전북특별자치도 정읍시 산외면 정량리,21,101,134,92,246,173,5218044021
전북특별자치도 정읍시 산외면 평사리,12,93,187,11,104,54,5218044022
전북특별자치도 정읍시 산외면 화죽리,13,157,387,20,481,96,5218044023
전북특별자치도 정읍시 산외면 동곡리,8,82,58,46,261,87,5218044024
전북특별자치도 정읍시 산외면 상두리,15,210,389,66,465,145,5218044025
전북특별자치도 정읍시 산외면 오공리,22,152,156,118,266,179,5218044026
전북특별자치도 정읍시 산외면 목욕리,4,90,94,46,203,34,5218044027
전북특별자치도 정읍시 산외면 종산리,8,78,312,30,324,39,5218044028
전북특별자치도 남원시 동충동,0,0,0,0,0,56,5219010100
전북특별자치도 남원시 하정동,0,0,0,0,0,18,5219010200
전북특별자치도 남원시 죽항동,5,0,0,0,0,25,5219010300
전북특별자치도 남원시 쌍교동,4,0,0,0,0,17,5219010400
전북특별자치도 남원시 천거동,3,0,0,0,0,14,5219010500
전북특별자치도 남원시 금동,2,16,0,0,0,63,5219010600
전북특별자치도 남원시 조산동,20,8,0,0,0,73,5219010700
전북특별자치도 남원시 왕정동,6,51,0,1,26,29,5219010800
전북특별자치도 남원시 신정동,6,52,5,6,70,90,5219010900
전북특별자치도 남원시 화정동,5,94,6,22,86,63,5219011000
전북특별자치도 남원시 향교동,12,49,1,26,20,92,5219011100
전북특별자치도 남원시 용정동,24,109,4,74,30,99,5219011200
전북특별자치도 남원시 광치동,14,230,36,189,136,131,5219011300
전북특별자치도 남원시 내척동,3,170,28,63,39,82,5219011400
전북특별자치도 남원시 산곡동,4,53,31,19,46,36,5219011500
전북특별자치도 남원시 도통동,9,29,0,0,2,63,5219011600
전북특별자치도 남원시 월락동,25,63,4,22,56,79,5219011700
전북특별자치도 남원시 고죽동,17,93,27,62,90,85,5219011800
전북특별자치도 남원시 식정동,43,70,40,19,63,102,5219011900
전북특별자치도 남원시 갈치동,0,100,73,83,135,49,5219012000
전북특별자치도 남원시 노암동,22,47,35,15,75,79,5219012100
전북특별자치도 남원시 어현동,10,62,170,44,57,87,5219012200
전북특별자치도 남원시 신촌동,21,27,94,12,3,53,5219012300
전북특별자치도 남원시 운봉읍,145,1899,1328,583,909,2034,5219025000
전북특별자치도 남원시 운봉읍 주촌리,28,148,191,27,80,73,5219025021
전북특별자치도 남원시 운봉읍 덕산리,11,90,62,34,50,163,5219025022
전북특별자치도 남원시 운봉읍 공안리,12,131,376,85,217,157,5219025023
전북특별자치도 남원시 운봉읍 행정리,14,115,74,88,1,92,5219025024
전북특별자치도 남원시 운봉읍 산덕리,6,112,192,34,102,162,5219025025
전북특별자치도 남원시 운봉읍 동천리,5,25,0,0,0,81,5219025026
전북특별자치도 남원시 운봉읍 용산리,5,149,90,26,73,95,5219025027
전북특별자치도 남원시 운봉읍 북천리,7,46,0,3,9,72,5219025028
전북특별자치도 남원시 운봉읍 서천리,13,35,0,2,0,81,5219025029
전북특별자치도 남원시 운봉읍 준향리,0,111,52,57,3,124,5219025030
전북특별자치도 남원시 운봉읍 장교리,2,148,0,52,18,113,5219025031
전북특별자치도 남원시 운봉읍 권포리,5,183,26,29,40,168,5219025032
전북특별자치도 남원시 운봉읍 임리,2,80,0,28,44,89,5219025033
전북특별자치도 남원시 운봉읍 신기리,6,68,0,13,10,126,5219025034
전북특별자치도 남원시 운봉읍 매요리,8,94,0,24,5,112,5219025035
전북특별자치도 남원시 운봉읍 가산리,3,79,5,32,60,102,5219025036
전북특별자치도 남원시 운봉읍 화수리,19,285,260,49,197,224,5219025037
전북특별자치도 남원시 주천면,71,877,2566,409,696,853,5219031000
전북특별자치도 남원시 주천면 주천리,7,67,145,54,43,109,5219031021
전북특별자치도 남원시 주천면 배덕리,6,127,237,32,54,97,5219031022
전북특별자치도 남원시 주천면 송치리,10,121,288,45,100,130,5219031023
전북특별자치도 남원시 주천면 용담리,6,36,81,22,12,41,5219031024
전북특별자치도 남원시 주천면 호기리,12,52,138,8,50,84,5219031025
전북특별자치도 남원시 주천면 장안리,3,27,19,0,20,86,5219031026
전북특별자치도 남원시 주천면 은송리,4,54,154,0,23,63,5219031027
전북특별자치도 남원시 주천면 호경리,9,43,284,5,46,46,5219031028
전북특별자치도 남원시 주천면 용궁리,9,123,412,4,36,55,5219031029
전북특별자치도 남원시 주천면 고기리,4,147,688,155,310,64,5219031030
전북특별자치도 남원시 주천면 덕치리,1,80,120,83,3,76,5219031031
전북특별자치도 남원시 수지면,77,602,786,195,741,741,5219032000
전북특별자치도 남원시 사매면 계수리,2,89,94,102,21,87,5219038022
전북특별자치도 남원시 사매면 인화리,3,33,0,98,12,86,5219038023
전북특별자치도 남원시 사매면 화정리,4,63,0,85,30,61,5219038024
전북특별자치도 남원시 사매면 대율리,9,121,0,113,36,81,5219038025
전북특별자치도 남원시 사매면 월평리,10,181,0,85,2,162,5219038026
전북특별자치도 남원시 사매면 오신리,15,85,0,74,0,143,5219038027
전북특별자치도 남원시 사매면 관풍리,3,94,8,78,24,113,5219038028
전북특별자치도 남원시 사매면 대신리,6,125,22,84,105,76,5219038029
전북특별자치도 남원시 덕과면,67,621,187,367,363,755,5219039000
전북특별자치도 남원시 덕과면 만도리,12,75,1,98,21,120,5219039021
전북특별자치도 남원시 덕과면 신양리,12,93,29,41,146,104,5219039022
전북특별자치도 남원시 덕과면 사율리,13,87,34,18,65,103,5219039023
전북특별자치도 남원시 덕과면 고정리,7,174,39,27,96,160,5219039024
전북특별자치도 남원시 덕과면 덕촌리,2,133,84,55,29,125,5219039025
전북특별자치도 남원시 덕과면 용산리,20,61,0,128,6,143,5219039026
전북특별자치도 남원시 보절면,65,1016,942,458,583,1137,5219040000
전북특별자치도 남원시 보절면 서치리,3,90,61,53,83,94,5219040021
전북특별자치도 남원시 보절면 괴양리,7,99,15,47,55,90,5219040022
전북특별자치도 남원시 보절면 진기리,11,184,137,77,107,167,5219040023
전북특별자치도 남원시 보절면 금다리,6,125,134,40,90,123,5219040024
전북특별자치도 남원시 보절면 신파리,9,168,80,99,62,119,5219040025
전북특별자치도 남원시 보절면 황벌리,8,81,56,14,59,118,5219040026
전북특별자치도 남원시 보절면 도룡리,10,79,331,2,46,118,5219040027
전북특별자치도 남원시 보절면 사촌리,4,104,77,44,36,173,5219040028
전북특별자치도 남원시 보절면 성시리,7,87,51,83,46,134,5219040029
전북특별자치도 남원시 산동면,158,775,2362,165,1137,785,5219041000
전북특별자치도 남원시 산동면 목동리,32,127,105,40,395,104,5219041021
전북특별자치도 남원시 산동면 식련리,17,42,46,24,142,61,5219041022
전북특별자치도 남원시 산동면 부절리,30,195,354,47,142,262,5219041023
전북특별자치도 남원시 산동면 태평리,13,69,218,7,76,87,5219041024
전북특별자치도 남원시 산동면 대기리,37,85,177,24,96,123,5219041025
전북특별자치도 남원시 산동면 월석리,19,64,186,14,107,62,5219041026
전북특별자치도 남원시 산동면 대상리,11,193,1277,8,179,85,5219041027
전북특별자치도 남원시 이백면,145,726,1678,303,616,890,5219042000
전북특별자치도 남원시 이백면 초촌리,6,92,78,58,65,116,5219042021
전북특별자치도 남원시 이백면 척문리,34,37,39,20,14,126,5219042022
전북특별자치도 남원시 이백면 서곡리,13,56,74,38,126,76,5219042023
전북특별자치도 남원시 이백면 내동리,31,42,100,40,40,80,5219042024
전북특별자치도 남원시 이백면 남계리,22,54,6,35,30,133,5219042025
전북특별자치도 남원시 이백면 강기리,4,90,83,47,113,53,5219042026
전북특별자치도 남원시 이백면 양가리,4,104,290,26,111,81,5219042027
전북특별자치도 남원시 이백면 평촌리,3,21,58,2,29,37,5219042028
전북특별자치도 남원시 이백면 과립리,14,62,415,9,23,77,5219042029
강원특별자치도 원주시 귀래면 운계리,9,157,147,78,832,100,5113036023
강원특별자치도 원주시 귀래면 주포리,15,128,83,46,435,52,5113036024
강원특별자치도 원주시 귀래면 용암리,21,165,123,79,520,112,5113036025
강원특별자치도 원주시 흥업면,143,775,690,425,3097,796,5113037000
강원특별자치도 원주시 흥업면 흥업리,26,129,8,89,151,244,5113037021
강원특별자치도 원주시 흥업면 매지리,47,229,416,80,1342,148,5113037022
강원특별자치도 원주시 흥업면 사제리,40,168,50,133,470,204,5113037023
강원특별자치도 원주시 흥업면 대안리,30,249,216,122,1133,199,5113037024
강원특별자치도 원주시 판부면,64,353,3585,243,2229,336,5113038000
강원특별자치도 원주시 판부면 금대리,31,83,2458,6,1115,64,5113038021
강원특별자치도 원주시 판부면 서곡리,30,245,756,223,706,240,5113038022
강원특별자치도 원주시 판부면 신촌리,3,26,370,14,408,31,5113038023
강원특별자치도 원주시 신림면,168,861,4909,119,6106,620,5113039000
