bjd_Nm,crush_Stone_Area,etc_Area,except_Area,low_Moist_Area,none_Area,rock_Area,salt_Area,sand_Area,slope_Area,spaicd_Area,stdg_Cd,stone_Power_Area,unripe_Area,volcano_Area
경상북도 예천군 용문면 대제리,0,3,275,0,0,0,0,16,26,0,4790031055,0,8,0
경상북도 예천군 용문면 하학리,0,14,387,6,14,0,0,20,31,0,4790031056,0,13,0
경상북도 청송군 부남면 감연리,0,11,466,0,7,0,0,35,81,0,4775032030,1,31,0
경상북도 의성군 안계면 봉양리,0,54,315,1,8,0,0,6,113,0,4773043035,0,2,0
경상북도 의성군 안계면 양곡리,0,15,286,0,3,0,0,20,270,0,4773043037,0,6,0
경상북도 의성군 안계면 시안리,0,9,54,0,35,0,0,15,206,0,4773043038,0,3,0
경상북도 의성군 구천면 위성리,0,40,209,0,27,0,0,36,162,0,4773040031,0,35,0
경상북도 의성군 단북면 정안리,0,12,25,0,17,0,0,54,239,0,4773042030,0,3,0
경상북도 의성군 단북면 연제리,0,6,2,0,58,0,0,19,199,0,4773042031,0,59,0
경상남도 밀양시 무안면 중산리,0,12,443,0,0,0,0,6,32,0,4827038037,69,4,0
경상남도 밀양시 무안면 가례리,0,13,578,0,0,0,0,0,69,0,4827038039,43,9,0
경상남도 밀양시 무안면 고라리,0,5,396,0,0,0,0,0,48,0,4827038040,26,0,0
경상남도 밀양시 청도면 구기리,0,17,486,4,0,0,0,3,82,0,4827039021,52,4,0
경상남도 밀양시 청도면 소태리,0,20,648,0,0,0,0,8,46,0,4827039022,26,1,0
경상남도 밀양시 청도면 조천리,0,4,699,0,0,0,0,9,72,0,4827039024,12,8,0
경상남도 밀양시 청도면 인산리,0,28,381,0,0,0,0,25,40,0,4827039025,52,9,0
경상남도 통영시 봉평동,0,4,110,0,0,0,0,0,32,0,4822011600,0,21,0
경상남도 통영시 도남동,0,12,120,0,0,0,0,0,31,0,4822011700,0,47,0
경상남도 통영시 산양읍,0,140,3319,0,0,0,18,0,368,0,4822025000,8,41,0
경상남도 통영시 산양읍 신전리,0,15,643,0,0,0,4,0,59,0,4822025022,4,2,0
경상북도 의성군 비안면 옥연리,0,49,250,0,6,0,0,33,133,0,4773039037,0,16,0
경상북도 청송군 현동면 도평리,0,10,1066,0,0,0,0,0,76,0,4775033028,9,48,0
경상북도 청송군 현동면 눌인리,0,15,1689,0,2,0,0,13,117,0,4775033030,8,83,0
경상북도 청송군 안덕면 지소리,0,37,504,0,0,0,0,19,43,0,4775035040,0,6,0
경상북도 청송군 안덕면 복리,0,19,370,0,0,0,0,43,92,0,4775035042,6,51,0
경상북도 청송군 안덕면 성재리,0,15,581,0,0,0,0,33,45,0,4775035044,26,14,0
경상북도 청송군 파천면,0,288,8431,4,8,0,0,298,778,0,4775036000,55,106,0
경상남도 함안군 칠북면 검단리,0,5,349,0,0,0,0,0,66,0,4873036025,9,37,0
경상남도 함안군 칠북면 가연리,0,11,380,0,0,0,0,0,48,0,4873036026,58,13,0
충청북도 음성군 삼성면 대사리,0,0,264,11,0,0,0,105,40,0,4377035023,0,1,0
충청북도 음성군 삼성면 용성리,0,12,140,57,0,0,0,242,90,0,4377035024,0,22,0
충청북도 음성군 삼성면 상곡리,0,5,147,36,0,0,0,167,45,0,4377035025,0,2,0
충청북도 음성군 삼성면 청용리,0,4,45,46,0,0,0,190,34,0,4377035026,0,40,0
충청북도 음성군 삼성면 선정리,0,5,76,36,8,0,0,222,53,0,4377035028,0,33,0
충청북도 음성군 삼성면 능산리,0,8,93,18,0,0,0,111,64,0,4377035030,0,10,0
충청북도 음성군 삼성면 용대리,0,0,100,49,4,0,0,68,43,0,4377035031,0,33,0
경상북도 의성군 구천면 내산리,0,47,17,0,11,0,0,40,97,0,4773040037,0,39,0
경상북도 의성군 구천면 유산리,0,7,49,16,32,0,0,51,43,0,4773040038,0,5,0
경상북도 의성군 구천면 청산리,0,27,998,0,0,0,0,27,100,0,4773040040,15,5,0
경상북도 의성군 단밀면,0,336,3202,7,122,0,0,291,1091,0,4773041000,27,311,0
경상북도 의성군 안계면 위양리,0,30,48,3,70,0,0,50,82,0,4773043032,0,13,0
경상북도 의성군 안계면 안정리,0,11,743,0,5,0,0,22,110,0,4773043034,5,0,0
경상남도 밀양시 무안면 운정리,0,7,467,0,15,0,0,0,49,0,4827038030,9,5,0
경상남도 밀양시 무안면 마흘리,0,10,761,0,4,0,0,6,132,0,4827038031,22,18,0
경상남도 밀양시 무안면 정곡리,0,12,345,0,29,0,0,15,51,0,4827038032,15,9,0
경상남도 밀양시 무안면 성덕리,0,11,441,0,9,0,0,24,12,0,4827038034,11,52,0
경상남도 밀양시 무안면 덕암리,0,7,545,0,0,0,0,20,71,0,4827038036,11,4,0
경상북도 의성군 신평면 용봉리,0,2,544,0,10,0,0,0,54,0,4773045033,0,1,0
경상북도 의성군 다인면 삼분리,0,27,238,0,53,0,0,34,476,0,4773044048,0,31,0
경상남도 의령군 의령읍,0,195,2210,0,305,0,0,122,327,0,4872025000,46,220,0
경상남도 합천군 봉산면 송림리,0,215,428,0,0,0,0,0,70,0,4889031027,0,0,0
경상남도 합천군 봉산면 계산리,0,265,1119,0,0,0,0,7,82,0,4889031028,1,1,0
경상남도 합천군 봉산면 양지리,0,1,221,0,0,0,0,0,71,0,4889031030,0,1,0
경상남도 합천군 봉산면 노곡리,0,2,269,0,0,0,0,5,106,0,4889031031,1,0,0
경상남도 합천군 합천읍,0,167,3830,172,4,0,0,156,870,0,4889025000,51,46,0
경상남도 창녕군 고암면 감리,0,35,1299,0,0,0,0,1,91,0,4874031028,21,2,0
경상남도 창녕군 성산면 냉천리,0,15,322,0,0,0,0,8,48,0,4874032021,17,14,0
경상남도 창녕군 성산면 대견리,0,2,2,0,5,0,0,58,0,0,4874032023,0,0,0
경상남도 창녕군 성산면 대산리,0,12,969,0,0,0,0,0,68,0,4874032025,11,17,0
경상남도 창녕군 성산면 연당리,0,9,311,0,0,0,0,0,47,0,4874032026,32,10,0
경상남도 창녕군 성산면 방리,0,12,863,0,0,0,0,1,46,0,4874032028,38,8,0
경상남도 창녕군 성산면 가복리,0,3,598,0,0,0,0,0,26,0,4874032029,27,1,0
경상남도 창녕군 대합면 십이리,0,8,197,0,0,0,0,0,52,0,4874033021,0,11,0
경상남도 창녕군 대합면 장기리,0,11,179,0,38,0,0,0,80,0,4874033023,0,15,0
경상남도 함안군 산인면 내인리,0,37,89,0,56,0,0,0,60,0,4873038025,0,10,0
경상북도 상주시 흥각동,0,13,27,7,28,0,0,16,54,0,4725011700,3,8,0
경상북도 상주시 인평동,0,13,159,0,20,0,0,31,50,0,4725011900,0,5,0
경상북도 상주시 서곡동,0,3,249,5,9,0,0,7,51,0,4725012000,0,12,0
경상북도 상주시 외답동,0,12,191,8,11,0,0,20,65,0,4725012200,0,17,0
경상북도 상주시 헌신동,0,16,244,0,18,0,0,56,90,0,4725012300,0,20,0
경상북도 상주시 도남동,0,81,78,0,7,0,0,30,104,0,4725012500,0,46,0
경상북도 상주시 낙상동,0,29,88,0,72,0,0,94,20,0,4725012600,0,13,0
경상북도 경산시 남산면 경리,0,14,95,0,0,0,0,52,58,0,4729035022,0,4,0
경상북도 경산시 용성면 곡란리,0,7,388,0,0,0,0,0,85,0,4729034026,4,15,0
경상북도 경산시 용성면 용산리,0,4,196,0,0,0,0,0,34,0,4729034027,0,6,0
경상북도 경산시 용성면 내촌리,0,6,304,0,0,0,0,0,54,0,4729034029,0,10,0
경상남도 함안군 산인면,0,129,2636,4,156,0,0,22,409,0,4873038000,149,182,0
경상남도 함안군 산인면 입곡리,0,29,840,0,0,0,0,0,78,0,4873038021,50,23,0
경상남도 함안군 대산면 구혜리,0,24,28,0,46,0,0,0,52,0,4873034027,0,149,0
경상북도 영양군 영양읍,0,267,11638,0,76,0,0,182,603,0,4776025000,32,339,0
경상북도 예천군 감천면 천향리,0,10,520,0,0,0,0,36,58,0,4790034039,18,5,0
경상북도 예천군 보문면 수계리,0,7,940,12,0,0,0,34,114,0,4790035044,1,7,0
경상북도 예천군 보문면 작곡리,0,31,261,0,1,0,0,27,85,0,4790035045,0,6,0
경상북도 의성군 금성면 청로리,0,25,395,0,19,0,0,30,106,0,4773037048,16,9,0
서울특별시 종로구 인사동,0,0,0,0,0,0,0,7,0,0,1111013600,0,0,0
서울특별시 종로구 낙원동,0,0,0,0,0,0,0,7,0,0,1111013700,0,0,0
서울특별시 종로구 종로2가,0,0,0,0,0,0,0,6,0,0,1111013800,0,0,0
서울특별시 종로구 가회동,0,0,9,0,0,0,0,7,0,0,1111014600,0,0,0
서울특별시 종로구 재동,0,0,0,0,0,0,0,5,0,0,1111014700,0,0,0
서울특별시 종로구 계동,0,0,7,0,0,0,0,7,0,0,1111014800,0,2,0
서울특별시 종로구 훈정동,0,0,0,0,0,0,0,1,20,0,1111015000,0,0,0
경상북도 의성군 비안면 산제리,0,14,799,0,0,0,0,13,179,0,4773039044,0,14,0
경상북도 의성군 비안면 쌍계리,0,56,254,0,37,0,0,26,82,0,4773039046,0,45,0
경상북도 의성군 비안면 도암리,0,5,419,0,1,0,0,1,119,0,4773039047,0,0,0
경상남도 거제시 장승포동,0,12,266,0,0,0,0,0,21,0,4831010200,9,8,0
경상남도 거제시 두모동,0,44,102,0,0,0,0,0,22,0,4831010300,0,0,0
경상남도 거제시 아양동,0,80,212,0,0,0,2,0,64,0,4831010400,13,15,0
경상남도 거제시 아주동,0,21,675,0,0,0,0,0,115,0,4831010500,32,17,0
경상남도 거제시 동부면,0,129,4503,0,0,0,29,60,391,0,4831032000,114,25,0
경상남도 밀양시 청도면 요고리,0,37,1628,0,0,0,0,15,62,0,4827039027,28,0,0
경상남도 거제시 거제면 옥산리,0,10,661,0,0,0,0,0,169,0,4831034025,22,40,0
경상남도 거제시 거제면 서정리,0,25,48,2,0,0,16,0,61,0,4831034026,64,15,0
경상남도 거제시 거제면 남동리,0,9,1,0,0,0,21,0,0,0,4831034028,5,0,0
경상남도 거제시 거제면 오수리,0,16,80,0,0,0,8,0,34,0,4831034030,15,37,0
경상남도 거제시 거제면 명진리,0,5,316,0,0,0,0,0,45,0,4831034031,26,28,0
경상남도 거제시 둔덕면,0,126,2615,37,4,0,14,21,409,0,4831035000,100,37,0
충청북도 괴산군 청천면 삼송리,0,36,2684,0,0,0,0,172,43,0,4376036051,22,37,0
충청북도 괴산군 청안면,0,67,4748,132,0,0,0,714,944,0,4376037000,87,393,0
충청북도 괴산군 청안면 금신리,0,7,152,45,0,0,0,107,41,0,4376037022,4,1,0
충청북도 괴산군 청안면 효근리,0,2,224,2,0,0,0,129,73,0,4376037024,2,3,0
충청북도 괴산군 청안면 조천리,0,7,519,21,0,0,0,177,117,0,4376037025,12,19,0
충청북도 괴산군 청안면 문당리,0,3,706,0,0,0,0,0,182,0,4376037027,8,50,0
충청북도 괴산군 청안면 백봉리,0,9,585,0,0,0,0,0,93,0,4376037029,11,75,0
충청북도 괴산군 청천면 대티리,0,4,191,0,0,0,0,1,53,0,4376036044,0,12,0
충청북도 음성군 생극면,0,147,3223,173,18,0,0,1019,715,0,4377036000,101,200,0
충청북도 음성군 생극면 병암리,0,14,266,24,0,0,0,102,94,0,4377036022,17,13,0
충청북도 음성군 생극면 도신리,0,11,97,2,0,0,0,48,8,0,4377036023,6,13,0
경상북도 예천군 감천면 마촌리,0,25,152,3,1,0,0,45,77,0,4790034050,0,0,0
경기도 수원시권선구,0,133,414,121,854,0,30,1653,635,0,4111300000,3,873,0
경상남도 의령군 지정면 태부리,0,3,538,0,0,0,0,2,54,0,4872037026,7,26,0
경상남도 의령군 지정면 백야리,0,12,239,0,8,0,0,1,28,0,4872037028,2,15,0
경상남도 의령군 지정면 성당리,0,21,70,0,1,0,0,1,19,0,4872037029,0,29,0
경상남도 의령군 낙서면,0,290,1483,0,42,0,0,96,176,0,4872038000,0,251,0
경상남도 의령군 낙서면 율산리,0,32,153,0,16,0,0,3,23,0,4872038022,0,47,0
경상남도 의령군 낙서면 정곡리,0,44,346,0,23,0,0,64,45,0,4872038023,0,37,0
경상남도 의령군 낙서면 내제리,0,54,257,0,0,0,0,3,25,0,4872038025,0,45,0
경상남도 의령군 낙서면 아근리,0,28,168,0,2,0,0,6,16,0,4872038026,0,30,0
경상남도 의령군 부림면 신반리,0,23,104,0,30,0,0,21,13,0,4872039021,2,33,0
경상남도 의령군 정곡면 중교리,0,39,502,0,21,0,0,0,77,0,4872036021,0,21,0
경상남도 의령군 정곡면 석곡리,0,2,247,0,13,0,0,0,31,0,4872036023,0,13,0
경상남도 창녕군 대합면 퇴산리,0,8,77,0,44,0,0,0,54,0,4874033027,1,15,0
경상남도 창녕군 대합면 평지리,0,7,97,0,79,0,0,0,117,0,4874033029,0,14,0
경상남도 창녕군 대합면 도개리,0,3,125,0,28,0,0,0,88,0,4874033030,0,14,0
경상남도 창녕군 대합면 목단리,0,64,148,0,25,0,0,0,136,0,4874033032,0,23,0
경상남도 창녕군 대합면 대곡리,0,4,118,0,24,0,0,0,38,0,4874033034,0,11,0
경상남도 창녕군 대합면 대동리,0,3,105,0,17,0,0,0,123,0,4874033035,0,9,0
경상남도 창녕군 이방면,0,356,2936,0,171,0,0,200,631,0,4874034000,5,352,0
경상남도 창녕군 이방면 안리,0,54,337,0,28,0,0,0,116,0,4874034021,1,52,0
경상남도 창녕군 이방면 석리,0,8,502,0,26,0,0,0,90,0,4874034023,2,12,0
경상남도 창녕군 부곡면 청암리,0,17,373,0,9,0,0,0,49,0,4874042025,10,83,0
경상남도 창녕군 부곡면 학포리,0,108,96,0,1,0,0,59,13,0,4874042027,3,51,0
경상남도 창녕군 부곡면 구산리,0,11,188,0,74,0,0,0,27,0,4874042028,1,16,0
경상북도 경산시 남산면 안심리,0,2,109,0,0,0,0,6,20,0,4729035026,8,5,0
경상북도 경산시 남산면 흥정리,0,1,54,0,0,0,0,1,16,0,4729035027,16,18,0
경상북도 경산시 남산면 연하리,0,8,96,0,0,0,0,0,76,0,4729035029,11,7,0
경상북도 경산시 남산면 사월리,0,11,11,0,38,0,0,48,8,0,4729035031,3,7,0
경상북도 경산시 남산면 송내리,0,13,100,0,0,0,0,0,16,0,4729035032,16,11,0
경상북도 영양군 수비면 송하리,0,44,926,0,0,0,0,5,17,0,4776034038,8,29,0
경상북도 영양군 입암면 신구리,0,29,193,0,12,0,0,17,40,0,4776031034,0,25,0
경상북도 영양군 입암면 양항리,0,2,755,0,0,0,0,0,29,0,4776031035,0,20,0
경상북도 영양군 입암면 연당리,0,39,353,0,19,0,0,15,52,0,4776031036,1,58,0
경상북도 영양군 입암면 교리,0,1,404,0,0,0,0,0,54,0,4776031037,0,22,0
경상북도 영양군 입암면 삼산리,0,50,118,0,0,0,0,51,60,0,4776031038,0,10,0
경상북도 예천군 유천면 고림리,0,0,85,10,10,0,0,7,42,0,4790037053,0,13,0
경상북도 예천군 유천면 송지리,0,4,77,37,4,0,0,61,48,0,4790037054,0,0,0
경상북도 의성군 다인면 양서리,0,27,287,10,28,0,0,28,44,0,4773044044,0,0,0
경상북도 의성군 다인면 용곡리,0,51,155,0,14,0,0,34,47,0,4773044045,0,1,0
경상북도 의성군 다인면 달제리,0,12,917,0,1,0,0,31,318,0,4773044047,1,12,0
경상북도 의성군 안평면 하령리,0,4,237,0,0,0,0,0,61,0,4773046045,15,4,0
경상북도 의성군 안평면 삼춘리,0,11,1521,0,0,0,0,0,112,0,4773046046,10,8,0
경상북도 의성군 안사면 중하리,0,5,1237,0,0,0,0,55,93,0,4773047021,0,5,0
경상북도 의성군 안사면 안사리,0,9,613,0,0,0,0,21,75,0,4773047022,0,0,0
경상남도 거제시 둔덕면 상둔리,0,13,456,0,0,0,0,0,44,0,4831035021,17,1,0
경상남도 거제시 둔덕면 거림리,0,5,337,0,0,0,0,10,53,0,4831035023,14,5,0
경상남도 거제시 둔덕면 산방리,0,16,190,0,0,0,0,0,14,0,4831035024,21,6,0
경상남도 거제시 둔덕면 하둔리,0,35,124,37,4,0,9,2,44,0,4831035026,0,1,0
경상남도 거제시 둔덕면 어구리,0,5,126,0,0,0,0,0,8,0,4831035027,0,4,0
경상남도 거제시 동부면 산촌리,0,19,124,0,0,0,22,10,31,0,4831032021,0,2,0
경상남도 거제시 동부면 산양리,0,22,290,0,0,0,0,48,42,0,4831032022,27,3,0
경상남도 거제시 동부면 부춘리,0,7,495,0,0,0,0,0,58,0,4831032024,28,11,0
경상남도 거제시 동부면 오송리,0,10,386,0,0,0,3,1,69,0,4831032025,0,1,0
경상남도 거제시 동부면 율포리,0,5,457,0,0,0,0,0,40,0,4831032027,18,3,0
경상남도 거제시 동부면 학동리,0,10,758,0,0,0,0,0,25,0,4831032028,13,1,0
경상남도 거제시 남부면 탑포리,0,14,739,0,0,0,1,0,30,0,4831033021,10,3,0
충청북도 음성군 생극면 팔성리,0,14,220,49,8,0,0,111,57,0,4377036025,12,3,0
충청북도 음성군 생극면 임곡리,0,2,269,12,0,0,0,106,50,0,4377036027,0,3,0
충청북도 음성군 생극면 방축리,0,3,109,0,0,0,0,34,50,0,4377036028,7,47,0
충청북도 음성군 생극면 차곡리,0,6,493,7,0,0,0,82,35,0,4377036030,0,0,0
충청북도 음성군 생극면 오생리,0,4,300,6,0,0,0,76,94,0,4377036031,0,2,0
충청북도 괴산군 청천면 지경리,0,2,181,0,0,0,0,0,73,0,4376036039,0,25,0
충청북도 괴산군 청천면 덕평리,0,26,153,0,0,0,0,10,71,0,4376036040,29,45,0
충청북도 괴산군 청천면 지촌리,0,18,241,0,0,0,0,12,51,0,4376036042,2,55,0
충청북도 괴산군 청천면 운교리,0,16,286,0,0,0,0,9,60,0,4376036043,0,4,0
충청북도 음성군 삼성면 대야리,0,4,134,41,0,0,0,94,61,0,4377035032,0,1,0
충청북도 음성군 대소면 삼호리,0,12,17,0,77,0,0,95,22,0,4377034029,0,38,0
충청북도 음성군 대소면 오류리,0,13,62,1,32,0,0,211,42,0,4377034031,0,50,0
경상북도 영덕군 영덕읍,0,183,5248,31,0,0,0,293,726,0,4777025000,71,117,0
경상북도 영덕군 영덕읍 구미리,0,13,217,0,0,0,0,37,30,0,4777025021,0,2,0
경상북도 영덕군 달산면 대지리,0,48,639,0,0,0,0,34,19,0,4777033032,23,22,0
경상북도 영덕군 달산면 용평리,0,6,342,0,0,0,0,3,35,0,4777033033,0,9,0
경상북도 영덕군 달산면 매일리,0,11,554,0,0,0,0,3,67,0,4777033034,0,52,0
경상북도 의성군 단촌면 관덕리,0,37,219,0,19,0,0,41,56,0,4773031033,0,95,0
경상북도 의성군 의성읍 팔성리,0,12,411,0,1,0,0,8,76,0,4773025029,0,32,0
경상북도 의성군 의성읍 용연리,0,14,229,0,13,0,0,31,51,0,4773025030,0,49,0
경상북도 의성군 의성읍 철파리,0,21,345,0,0,0,0,27,63,0,4773025032,0,43,0
경상북도 청송군 청송읍 덕리,0,25,318,0,0,0,0,30,70,0,4775025022,0,0,0
경상북도 청송군 청송읍 청운리,0,41,802,0,32,0,0,28,171,0,4775025024,15,10,0
경상북도 청송군 청송읍 송생리,0,42,218,0,0,0,0,61,50,0,4775025025,12,16,0
경상북도 청송군 청송읍 거대리,0,8,1343,0,0,0,0,20,74,0,4775025027,9,30,0
경상남도 의령군 용덕면 와요리,0,6,260,0,0,0,0,10,30,0,4872035023,8,17,0
경상남도 의령군 용덕면 가락리,0,5,151,0,4,0,0,3,34,0,4872035024,2,23,0
경상남도 의령군 용덕면 신촌리,0,3,62,0,24,0,0,2,27,0,4872035026,0,12,0
경상남도 의령군 용덕면 교암리,0,6,32,0,20,0,0,2,13,0,4872035027,0,4,0
경상남도 의령군 가례면 봉두리,0,8,123,0,3,0,0,5,21,0,4872031029,15,9,0
경상남도 창녕군 이방면 상리,0,1,122,0,6,0,0,2,14,0,4874034026,0,9,0
경상남도 창녕군 이방면 옥천리,0,23,252,0,24,0,0,3,47,0,4874034028,0,41,0
경상남도 창녕군 이방면 초곡리,0,4,344,0,22,0,0,0,98,0,4874034029,2,31,0
경상남도 창녕군 이방면 송곡리,0,15,77,0,0,0,0,6,23,0,4874034031,0,2,0
경상남도 창녕군 이방면 등림리,0,66,264,0,0,0,0,30,24,0,4874034033,0,31,0
경상남도 창녕군 유어면,0,496,1458,32,269,0,0,160,462,0,4874035000,0,456,0
경상북도 영양군 수비면 수하리,0,97,4671,0,0,0,0,29,102,0,4776034030,11,36,0
경상북도 영양군 수비면 발리리,0,20,1094,0,0,0,0,13,82,0,4776034031,30,45,0
경상북도 영양군 수비면 죽파리,0,21,3142,0,0,0,0,0,46,0,4776034033,1,26,0
경상북도 영양군 수비면 계리,0,25,2262,0,0,0,0,21,57,0,4776034035,21,35,0
경상북도 영양군 수비면 본신리,0,9,1944,0,0,0,0,0,20,0,4776034036,12,22,0
경상북도 영덕군 달산면 주응리,0,11,660,0,0,0,0,2,28,0,4777033036,34,11,0
경상북도 영덕군 달산면 인곡리,0,14,382,0,0,0,0,9,22,0,4777033038,36,3,0
경상북도 영덕군 달산면 용전리,0,5,541,0,0,0,0,0,23,0,4777033039,0,29,0
경상북도 영덕군 달산면 봉산리,0,10,976,0,0,0,0,11,21,0,4777033041,0,7,0
경상북도 영덕군 지품면,0,309,13522,0,0,0,0,397,509,0,4777034000,74,225,0
충청북도 단양군 대강면 괴평리,0,14,274,0,0,0,0,26,19,0,4380031034,10,4,0
충청북도 단양군 대강면 사인암리,0,4,102,0,0,0,0,1,0,0,4380031035,7,0,0
충청북도 단양군 단양읍,0,540,6333,0,0,0,0,42,570,0,4380025000,41,56,0
전라남도 나주시 반남면 신촌리,0,12,33,0,62,0,0,0,84,0,4617033025,0,43,0
전라남도 순천시 송광면 오봉리,0,101,315,0,0,0,0,0,28,0,4615036021,0,0,0
전라남도 순천시 송광면 신평리,0,105,1020,0,0,0,0,4,70,0,4615036023,0,13,0
전라남도 순천시 송광면 낙수리,0,157,201,0,0,0,0,0,8,0,4615036024,0,0,0
전라남도 순천시 송광면 후곡리,0,77,593,0,0,0,0,0,84,0,4615036026,0,0,0
전라남도 순천시 송광면 월산리,0,230,908,0,0,0,0,13,41,0,4615036027,0,0,0
경상남도 양산시 상북면 소토리,0,32,495,2,0,0,0,33,99,0,4833033023,0,58,0
경상북도 구미시 장천면 상장리,0,17,170,0,19,0,0,46,30,0,4719036021,7,41,0
경상북도 구미시 장천면 하장리,0,12,215,0,19,0,0,42,49,0,4719036022,3,8,0
경상북도 구미시 장천면 금산리,0,9,492,0,0,0,0,8,99,0,4719036024,9,16,0
경상북도 구미시 장천면 오로리,0,40,1035,0,0,0,0,27,109,0,4719036025,6,12,0
경상북도 구미시 장천면 여남리,0,9,334,0,5,0,0,8,80,0,4719036027,8,34,0
경상북도 구미시 장천면 신장리,0,22,332,0,7,0,0,121,51,0,4719036029,8,7,0
경상북도 영주시 문수면 조제리,0,36,322,6,0,0,0,27,130,0,4721033028,0,1,0
경상북도 영주시 문수면 수도리,0,39,111,0,0,0,0,15,22,0,4721033029,0,0,0
충청북도 영동군 용화면 조동리,0,15,1108,0,0,0,0,1,52,0,4374037022,3,0,0
충청북도 영동군 용화면 안정리,0,3,639,0,0,0,0,2,28,0,4374037023,0,1,0
충청북도 영동군 용화면 용강리,0,16,321,0,0,0,0,17,4,0,4374037025,3,0,0
충청북도 영동군 용화면 여의리,0,8,675,0,0,0,0,12,7,0,4374037026,4,1,0
경상북도 청송군 현서면 두현리,0,13,1106,0,0,0,0,42,138,0,4775034046,0,38,0
경상북도 청송군 안덕면,0,296,8878,0,17,0,0,210,972,0,4775035000,116,299,0
경상북도 청송군 현동면 월매리,0,27,1868,0,5,0,0,0,61,0,4775033031,19,44,0
경상북도 청송군 현동면 개일리,0,23,753,0,0,0,0,24,137,0,4775033032,1,54,0
경상북도 청송군 현동면 인지리,0,25,533,0,0,0,0,40,75,0,4775033034,1,30,0
경상북도 청송군 현서면,0,106,9845,0,0,0,0,292,761,0,4775034000,71,191,0
경상북도 의성군 봉양면,0,243,4614,0,220,0,0,322,1120,0,4773038000,3,189,0
경상북도 의성군 금성면 개일리,0,3,416,0,0,0,0,0,111,0,4773037047,0,27,0
경상남도 거제시 연초면 명동리,0,12,485,0,0,0,0,0,80,0,4831037027,0,2,0
경상남도 거창군 가조면 석강리,0,7,282,14,0,0,0,55,177,0,4888040023,25,5,0
경상남도 거창군 가조면 사병리,0,10,268,0,26,0,0,59,119,0,4888040024,10,2,0
경상남도 거창군 가조면 일부리,0,15,87,6,0,0,0,25,137,0,4888040025,22,57,0
경상남도 거창군 가조면 마상리,0,6,0,0,25,0,0,42,21,0,4888040028,1,53,0
경상남도 거창군 가조면 수월리,0,15,1103,0,0,0,0,16,128,0,4888040029,17,87,0
경상남도 거창군 가북면,0,149,8705,0,1,0,0,65,590,0,4888041000,81,29,0
경상남도 거창군 가북면 용산리,0,33,734,0,0,0,0,47,70,0,4888041021,23,20,0
경상남도 거창군 가북면 우혜리,0,24,1497,0,1,0,0,0,127,0,4888041022,18,0,0
경상남도 거창군 가북면 해평리,0,16,1220,0,0,0,0,3,63,0,4888041024,12,6,0
경상남도 거창군 가북면 용암리,0,13,1774,0,0,0,0,0,122,0,4888041025,7,1,0
경상남도 거창군 가북면 박암리,0,31,681,0,0,0,0,0,74,0,4888041027,0,1,0
경상북도 의성군 다인면 산내리,0,7,136,47,0,0,0,28,148,0,4773044037,0,1,0
경상북도 의성군 다인면 가원리,0,11,92,25,27,0,0,37,396,0,4773044038,0,5,0
경상북도 의성군 다인면 도암리,0,14,89,0,6,0,0,29,308,0,4773044040,0,1,0
충청북도 충주시 성남동,0,0,0,0,0,0,0,0,0,0,4313010200,0,10,0
충청북도 충주시 충인동,0,1,0,0,0,0,0,4,0,0,4313010400,0,2,0
충청북도 충주시 교현동,0,11,32,0,6,0,0,55,79,0,4313010500,9,57,0
충청북도 충주시 호암동,0,35,333,37,0,0,0,43,99,0,4313010700,30,36,0
충청북도 충주시 직동,0,0,703,0,0,0,0,9,77,0,4313010800,11,10,0
충청북도 충주시 풍동,0,58,452,0,0,0,0,59,69,0,4313011000,1,45,0
경상남도 함안군 가야읍 혈곡리,0,9,391,0,26,0,0,0,66,0,4873025026,0,16,0
경상남도 함안군 가야읍 춘곡리,0,2,185,0,24,0,0,0,48,0,4873025027,0,12,0
경상남도 함안군 가야읍 가야리,0,13,107,5,57,0,0,0,55,0,4873025029,0,7,0
경상남도 함안군 가야읍 묘사리,0,19,238,0,100,0,0,0,105,0,4873025030,2,23,0
경상남도 함안군 함안면,0,88,1967,0,27,0,0,72,301,0,4873031000,212,232,0
경상남도 함안군 함안면 봉성리,0,23,154,0,11,0,0,26,41,0,4873031021,42,77,0
경상남도 함안군 함안면 괴산리,0,9,36,0,0,0,0,16,26,0,4873031023,33,9,0
경상남도 함안군 함안면 강명리,0,20,711,0,0,0,0,16,50,0,4873031025,66,20,0
경상남도 의령군 유곡면 세간리,0,25,584,0,22,0,0,29,33,0,4872042031,21,18,0
경상남도 함안군,0,2206,24456,95,3032,0,0,1260,5187,0,4873000000,1346,4014,0
경상북도 청송군 진보면 괴정리,0,16,1638,0,0,0,0,1,128,0,4775037050,8,57,0
경상북도 청송군 진보면 진안리,0,8,114,0,4,0,0,0,70,0,4775037036,5,99,0
경상북도 청송군 진보면 이촌리,0,8,210,0,1,0,0,2,148,0,4775037037,0,53,0
경상북도 청송군 진보면 후평리,0,56,763,0,0,0,0,13,127,0,4775037038,5,13,0
경상북도 청송군 진보면 기곡리,0,22,530,0,0,0,0,5,69,0,4775037040,0,0,0
경상북도 청송군 진보면 부곡리,0,29,740,0,0,0,0,0,87,0,4775037042,0,32,0
경상북도 청송군 진보면 세장리,0,15,723,0,0,0,0,10,77,0,4775037043,0,45,0
