bjd_Nm,crush_Stone_Area,etc_Area,except_Area,low_Moist_Area,none_Area,rock_Area,salt_Area,sand_Area,slope_Area,spaicd_Area,stdg_Cd,stone_Power_Area,unripe_Area,volcano_Area
경기도 화성시 송산면 천등리,0,3,115,13,0,0,0,58,34,0,4159034027,0,4,0
경기도 화성시 송산면 신천리,0,10,49,7,25,0,28,71,26,0,4159034028,0,10,0
경기도 화성시 송산면 마산리,0,8,129,15,33,0,63,22,80,0,4159034030,0,13,0
경기도 화성시 송산면 고포리,0,16,172,0,21,0,37,9,71,0,4159034031,0,31,0
경기도 화성시 송산면 중송리,0,5,103,12,4,0,61,21,44,0,4159034033,0,36,0
경기도 화성시 송산면 육일리,0,0,80,20,0,0,0,62,41,0,4159034034,0,9,0
경기도 화성시 서신면,0,251,1896,119,299,0,626,219,648,0,4159035000,0,274,0
경기도 화성시 서신면 전곡리,0,60,367,12,7,0,102,42,63,0,4159035021,0,17,0
경상남도 고성군 고성읍 성내리,0,0,0,0,0,0,0,0,13,0,4882025021,0,2,0
경상남도 고성군 고성읍 서외리,0,0,2,0,3,0,16,0,26,0,4882025022,0,1,0
경상남도 고성군 고성읍 동외리,0,0,35,0,43,0,0,0,36,0,4882025024,0,14,0
경상남도 고성군 고성읍 송학리,0,7,3,0,137,0,0,0,24,0,4882025025,3,14,0
전라남도 순천시 낙안면 옥산리,0,3,35,0,0,0,0,3,47,0,4615038028,0,47,0
전라남도 구례군 마산면 광평리,0,13,145,0,0,0,0,96,17,0,4673034022,24,4,0
전라남도 강진군 군동면 파산리,0,14,326,0,5,0,0,62,102,0,4681031021,17,68,0
전라남도 강진군 군동면 라천리,0,4,132,0,106,0,0,48,42,0,4681031023,6,30,0
전라남도 강진군 군동면 화산리,0,15,645,0,0,0,0,36,161,0,4681031025,52,41,0
전라남도 강진군 군동면 용소리,0,34,445,1,0,0,0,27,113,0,4681031026,7,22,0
전라남도 강진군 군동면 장산리,0,17,479,17,15,0,0,15,77,0,4681031028,19,40,0
전라남도 강진군 군동면 덕천리,0,61,323,0,16,0,0,61,64,0,4681031029,0,32,0
전라남도 강진군 군동면 쌍덕리,0,5,74,0,6,0,0,33,47,0,4681031031,0,30,0
전라남도 강진군 군동면 금사리,0,22,461,3,0,0,0,0,56,0,4681031032,23,31,0
전라남도 강진군 칠량면,0,137,4106,15,41,0,221,75,692,0,4681032000,488,230,0
전라남도 강진군 칠량면 동백리,0,2,438,4,0,0,0,0,87,0,4681032022,0,45,0
경상북도 상주시 성하동,0,0,0,0,0,0,0,5,0,0,4725010100,0,0,0
경상북도 상주시 성동동,0,2,0,1,134,0,0,32,0,0,4725010200,0,0,0
경상북도 상주시 복룡동,0,32,30,10,25,0,0,58,0,0,4725010400,0,0,0
경상북도 상주시 냉림동,0,10,5,8,10,0,0,34,0,0,4725010500,0,13,0
경상북도 상주시 남성동,0,0,2,0,16,0,0,39,1,0,4725010700,0,4,0
경상북도 상주시 서문동,0,0,0,0,7,0,0,14,0,0,4725010800,0,0,0
경상북도 영천시 북안면 관리,0,8,301,0,0,0,0,0,64,0,4723039038,0,4,0
경상북도 상주시 함창읍 척동리,0,8,7,0,5,0,0,49,15,0,4725025030,0,3,0
경상북도 상주시 함창읍 태봉리,0,25,9,0,75,0,0,61,31,0,4725025031,2,9,0
경상북도 영천시 북안면 반정리,0,27,278,0,16,0,0,16,169,0,4723039041,2,18,0
경상북도 영천시 북안면 도유리,0,10,259,0,0,0,0,0,60,0,4723039024,0,1,0
경상남도 사천시 늑도동,0,5,39,0,0,0,0,0,5,0,4824012000,0,1,0
경상남도 사천시 신수동,0,12,73,0,0,0,0,0,25,0,4824012100,0,3,0
경상남도 사천시 백천동,0,19,630,0,0,0,0,0,2,0,4824012200,0,0,0
경상남도 사천시 대포동,0,3,0,4,0,0,0,0,15,0,4824012500,14,27,0
경상남도 사천시 송포동,0,7,219,0,0,0,0,14,23,0,4824012600,64,94,0
경상남도 밀양시 무안면 화봉리,0,11,634,0,0,0,0,0,82,0,4827038024,48,0,0
경상남도 밀양시 무안면 양효리,0,7,283,0,25,0,0,9,51,0,4827038026,7,3,0
경상북도 영천시 자양면 용화리,0,14,1428,0,0,0,0,0,2,0,4723036029,12,0,0
경상북도 영천시 임고면 양항리,0,42,143,0,5,0,0,65,29,0,4723037021,28,8,0
경상북도 영천시 임고면 덕연리,0,32,212,0,0,0,0,85,54,0,4723037023,16,11,0
경상북도 영천시 임고면 삼매리,0,41,777,0,10,0,0,37,114,0,4723037024,38,22,0
경상북도 영천시 임고면 황강리,0,5,63,0,0,0,0,7,37,0,4723037026,1,34,0
경상북도 영천시 임고면 효리,0,23,399,0,0,0,0,38,161,0,4723037027,3,58,0
경상북도 영천시 임고면 사리,0,71,1108,0,0,0,0,26,123,0,4723037029,22,23,0
경상북도 영천시 임고면 수성리,0,14,1752,0,0,0,0,0,105,0,4723037030,24,55,0
경상북도 영천시 자양면 충효리,0,86,974,0,2,0,0,13,16,0,4723036023,37,7,0
경상북도 영천시 북안면 상리,0,9,419,0,0,0,0,0,51,0,4723039021,8,5,0
경상북도 영천시 북안면 당리,0,7,161,0,0,0,0,5,34,0,4723039022,7,43,0
경상북도 영천시 자양면 신방리,0,7,623,0,0,0,0,0,55,0,4723036026,6,15,0
경상남도 김해시 삼계동,0,16,765,0,0,0,0,63,128,0,4825010700,15,19,0
경상남도 김해시 내동,0,14,87,38,0,0,0,0,66,0,4825010800,16,34,0
경상남도 사천시 곤명면 추천리,0,4,205,0,18,0,0,12,74,0,4824036021,5,8,0
경상남도 사천시 축동면 가산리,0,34,241,2,14,0,0,1,94,0,4824034026,0,1,0
경상남도 사천시 축동면 구호리,0,13,123,0,6,0,0,14,35,0,4824034027,0,0,0
경상남도 사천시 곤양면,0,179,4316,21,176,0,2,165,1166,0,4824035000,47,42,0
경상남도 사천시 곤양면 남문외리,0,4,14,0,1,0,0,3,26,0,4824035022,0,1,0
경상남도 사천시 곤양면 서정리,0,15,230,0,3,0,0,32,92,0,4824035023,0,5,0
경상남도 사천시 곤양면 대진리,0,20,418,0,34,0,0,62,96,0,4824035025,1,4,0
경상남도 사천시 곤명면 송림리,0,7,224,3,6,0,0,37,40,0,4824036031,0,5,0
경상남도 사천시 곤양면 흥사리,0,9,551,0,8,0,0,10,138,0,4824035028,0,5,0
경상북도 영양군 청기면 정족리,0,35,1158,0,8,0,0,51,37,0,4776032034,16,20,0
경상북도 영천시 화산면 부계리,0,12,108,0,0,0,0,2,39,0,4723033034,0,9,0
경상북도 영천시 쌍계동,0,26,91,0,0,0,0,13,45,0,4723012500,15,1,0
경상북도 영천시 도남동,0,18,7,0,34,0,0,20,69,0,4723012600,0,26,0
경상북도 영천시 매산동,0,33,172,0,38,0,0,64,99,0,4723012700,14,43,0
경상북도 영천시 언하동,0,17,50,0,35,0,0,50,40,0,4723012800,6,19,0
경상북도 영천시 서산동,0,29,431,0,31,0,0,7,148,0,4723013000,1,6,0
경상북도 영천시 금호읍,0,467,2121,0,642,0,0,426,1095,0,4723025000,21,393,0
경상북도 영천시 금호읍 덕성리,0,42,0,0,34,0,0,39,0,0,4723025022,0,0,0
경상북도 영천시 금호읍 대미리,0,15,194,0,45,0,0,0,83,0,4723025024,0,17,0
경상북도 영천시 금호읍 석섬리,0,0,22,0,48,0,0,0,40,0,4723025025,0,3,0
경상북도 영천시 금호읍 냉천리,0,57,11,0,56,0,0,79,0,0,4723025027,1,10,0
경상남도 김해시 주촌면 내삼리,0,14,508,4,0,0,0,2,88,0,4825032025,30,49,0
경상남도 김해시 한림면 신천리,0,7,348,0,0,0,0,0,62,0,4825034024,29,29,0
경상남도 김해시 주촌면 망덕리,0,8,44,26,35,0,0,0,26,0,4825032027,6,8,0
경상남도 김해시 주촌면 농소리,0,15,24,1,7,0,0,0,65,31,4825032028,1,11,0
경상남도 김해시 진례면 청천리,0,8,114,0,27,0,0,33,99,0,4825033021,10,37,0
경상남도 김해시 진례면 송정리,0,13,248,9,0,0,0,6,77,0,4825033023,31,125,0
경상남도 김해시 진영읍 좌곤리,0,17,66,0,104,0,0,0,28,0,4825025025,0,82,0
경상남도 김해시 진영읍 진영리,0,43,168,0,244,0,0,1,29,0,4825025026,24,116,0
경상남도 김해시 진영읍 여래리,0,2,188,0,0,0,0,0,38,0,4825025027,2,58,0
경상남도 김해시 진영읍 신용리,0,2,107,0,20,0,0,0,68,0,4825025029,1,41,0
경상남도 김해시 진영읍 내룡리,0,5,214,0,0,0,0,0,60,0,4825025031,3,9,0
경상남도 김해시 진영읍 죽곡리,0,13,127,0,14,0,0,7,54,0,4825025032,5,7,0
경상북도 영주시 안정면 안심리,0,11,62,3,17,0,0,55,28,0,4721035029,0,1,0
경상북도 영천시 대전동,0,18,92,0,11,0,0,42,38,0,4723012000,0,25,0
경상북도 영주시 순흥면 배점리,0,26,1457,0,0,0,0,0,50,0,4721037027,1,0,0
경상북도 영주시 순흥면 덕현리,0,3,1027,2,0,0,0,0,14,0,4721037028,0,0,0
경상북도 영천시 오수동,0,27,53,0,3,0,0,9,55,0,4723012400,4,6,0
경상북도 영천시 교촌동,0,0,34,0,0,0,0,0,17,0,4723010700,0,6,0
경상북도 영천시 과전동,0,0,0,0,0,0,0,1,0,0,4723010800,0,4,0
경상북도 영천시 화룡동,0,10,70,0,31,0,0,12,77,0,4723011000,2,40,0
경상북도 영천시 도동,0,46,35,0,73,0,0,57,29,0,4723011100,0,21,0
경상북도 영천시 완산동,0,48,193,0,146,0,0,70,42,0,4723011300,0,9,0
경상북도 영천시 범어동,0,12,304,0,0,0,0,3,144,0,4723011400,0,0,0
경상북도 영천시 봉동,0,6,59,0,27,0,0,16,109,0,4723011600,0,15,0
경상남도 합천군 대양면 양산리,0,6,186,0,4,0,0,13,69,0,4889041028,0,11,0
경상북도 성주군 용암면 대봉리,0,12,410,0,0,0,0,42,45,0,4784032056,43,1,0
경상북도 성주군 용암면 상신리,0,9,611,0,0,0,0,1,28,0,4784032057,15,2,0
경상북도 성주군 수륜면,0,449,6752,5,239,0,0,505,861,0,4784033000,118,28,0
전라남도 보성군 겸백면 도안리,0,45,88,3,9,0,0,39,101,0,4678033025,0,5,0
경상북도 상주시 남장동,0,20,870,0,13,0,0,26,41,0,4725013500,16,24,0
경상북도 상주시 남적동,0,7,133,15,11,0,0,22,83,0,4725013600,0,11,0
경상북도 상주시 함창읍,0,310,1758,76,369,0,0,577,954,0,4725025000,42,264,0
경상북도 상주시 함창읍 오동리,0,0,7,3,61,0,0,8,165,0,4725025022,0,25,0
경상북도 상주시 함창읍 증촌리,0,7,0,16,17,0,0,16,34,0,4725025024,0,26,0
경상남도 통영시 용남면 어의리,0,2,41,0,0,0,0,0,0,0,4822031028,0,0,0
경상북도 구미시 해평면 금산리,0,9,364,1,10,0,0,71,136,0,4719034026,5,20,0
경상북도 구미시 옥성면 대원리,0,38,423,0,0,0,0,34,69,0,4719032029,11,10,0
경상북도 구미시 도개면 가산리,0,107,132,0,0,0,0,36,35,0,4719033021,0,182,0
경상북도 구미시 도개면 월림리,0,68,144,10,24,0,0,66,102,0,4719033023,2,29,0
경상남도 양산시 원동면,0,536,13136,48,116,0,0,235,469,0,4833032000,228,110,0
경기도 가평군 가평읍,0,727,12072,10,2,0,0,590,580,0,4182025000,335,191,0
경상남도 창녕군 장마면 산지리,0,28,123,11,5,0,0,7,42,0,4874039025,0,3,0
경상남도 밀양시 초동면 성만리,0,4,260,0,0,0,0,0,107,0,4827037028,15,3,0
충청남도 부여군 규암면 신리,0,44,65,7,0,0,0,40,19,0,4476031029,0,81,0
충청남도 부여군 규암면,0,412,1352,253,782,0,0,366,724,0,4476031000,5,720,0
경기도 광주시 남종면 이석리,0,41,392,0,0,0,0,2,1,0,4161035023,6,0,0
경기도 광주시 남종면 검천리,0,151,542,2,0,0,0,59,57,0,4161035026,17,0,0
경기도 광주시 남종면 우천리,0,101,0,0,0,0,0,17,0,0,4161035028,0,0,0
경기도 화성시 서신면 장외리,0,41,186,10,16,0,69,27,42,0,4159035024,0,26,0
경기도 화성시 비봉면 쌍학리,0,4,356,0,4,0,0,52,75,0,4159032026,58,30,0
경기도 화성시 비봉면 자안리,0,1,225,3,0,0,0,23,105,0,4159032028,23,27,0
경기도 화성시 마도면 석교리,0,3,106,0,32,0,33,16,38,0,4159033021,0,14,0
경기도 화성시 마도면 송정리,0,4,151,23,30,0,28,31,82,0,4159033023,0,20,0
전라남도 구례군 마산면 마산리,0,6,211,0,0,0,0,28,69,0,4673034021,35,40,0
전라남도 강진군 군동면,0,335,3186,48,247,0,108,730,840,0,4681031000,136,421,0
전라남도 영암군 서호면,0,439,2153,194,438,0,105,29,825,0,4683037000,122,71,0
전라남도 영암군 서호면 화송리,0,4,65,3,0,0,0,7,119,0,4683037022,1,9,0
전라남도 영암군 서호면 장천리,0,4,369,0,0,0,0,0,65,0,4683037025,49,1,0
전라남도 영암군 서호면 쌍풍리,0,19,338,4,65,0,3,0,131,0,4683037026,0,7,0
전라남도 영암군 서호면 성재리,0,44,159,41,68,0,6,0,81,0,4683037028,0,6,0
전라남도 영암군 학산면,0,341,3662,59,327,0,89,207,729,0,4683038000,322,435,0
전라남도 영암군 학산면 상월리,0,68,759,5,0,0,0,45,64,0,4683038022,51,132,0
경상북도 영천시 북안면 신대리,0,9,98,0,0,0,0,6,62,0,4723039027,2,0,0
경상북도 영천시 북안면 신리리,0,15,73,0,3,0,0,37,65,0,4723039028,9,1,0
경상북도 상주시 초산동,0,13,18,1,23,0,0,17,120,0,4725012800,0,93,0
경상북도 상주시 만산동,0,12,180,0,3,0,0,2,104,0,4725013300,7,21,0
경상남도 통영시 용남면 장문리,0,4,173,0,0,0,7,0,53,0,4822031023,0,0,0
경상남도 통영시 용남면 삼화리,0,4,125,10,0,0,0,0,60,0,4822031024,0,0,0
경상남도 통영시 용남면 장평리,0,6,113,0,0,0,3,0,45,0,4822031026,0,1,0
경상남도 창녕군 장마면 초곡리,0,9,373,0,1,0,0,0,117,0,4874039024,7,12,0
경상북도 영천시 화남면 사천리,0,23,374,0,0,0,0,0,131,0,4723035024,1,45,0
경상북도 영천시 화남면 온천리,0,4,330,0,0,0,0,0,57,0,4723035030,9,1,0
경상북도 영천시 화남면 용계리,0,15,943,0,0,0,0,0,16,0,4723035032,0,0,0
경상북도 영천시 자양면 보현리,0,15,1623,0,0,0,0,14,215,0,4723036021,42,9,0
경상북도 영천시 고경면 동도리,0,15,156,0,3,0,0,19,69,0,4723038035,1,22,0
경상남도 사천시 곤양면 가화리,0,49,377,0,1,0,0,1,88,0,4824035029,0,0,0
경상남도 사천시 곤양면 무고리,0,5,512,0,0,0,0,8,113,0,4824035032,32,3,0
경상남도 사천시 곤명면,0,637,4783,6,194,0,0,287,943,0,4824036000,10,121,0
경상남도 사천시 축동면 반용리,0,19,328,0,16,0,0,0,106,0,4824034025,0,13,0
경상남도 사천시 용현면 송지리,0,9,26,0,0,0,0,52,80,0,4824033021,0,80,0
경상남도 사천시 용현면 주문리,0,6,0,0,0,0,0,0,82,0,4824033031,7,91,0
경상북도 영양군 입암면 병옥리,0,10,267,0,11,0,0,7,25,0,4776031045,0,24,0
경상북도 영양군 입암면 흥구리,0,36,154,0,0,0,0,19,37,0,4776031046,0,32,0
경상북도 영양군 청기면,0,196,12644,0,47,0,0,252,555,0,4776032000,93,280,0
경상북도 예천군 풍양면 효갈리,0,116,125,13,12,0,0,11,112,0,4790041042,0,36,0
경상북도 영천시 금호읍 신월리,0,19,69,0,52,0,0,1,48,0,4723025028,8,72,0
경상북도 영천시 신녕면 화성리,0,7,135,0,0,0,0,13,74,0,4723032027,25,2,0
경상북도 영천시 신녕면 완전리,0,20,69,0,68,0,0,26,36,0,4723032028,36,5,0
경상북도 영천시 신녕면 가천리,0,13,665,0,0,0,0,0,56,0,4723032031,8,0,0
경상북도 영천시 화산면,0,190,3282,0,20,0,0,132,1366,0,4723033000,74,249,0
경상북도 영천시 화산면 덕암리,0,7,70,0,0,0,0,17,38,0,4723033022,16,9,0
경상북도 포항시북구,0,1719,56035,420,808,0,230,2206,8538,0,4711300000,1826,1774,0
경상북도 포항시북구 신흥동,0,0,2,0,0,0,5,4,2,0,4711310200,0,0,0
경상북도 포항시남구 장기면,0,268,7684,51,61,0,80,290,1281,0,4711133000,203,118,0
경상북도 포항시남구 장기면 읍내리,0,12,85,0,0,0,0,10,3,0,4711133021,3,5,0
경상북도 포항시남구 장기면 마현리,0,12,90,12,0,0,11,11,37,0,4711133022,19,5,0
경상북도 포항시남구 장기면 영암리,0,4,70,0,0,0,0,0,66,0,4711133024,0,1,0
경상남도 김해시 주촌면 양동리,0,6,300,0,0,0,0,1,62,0,4825032026,8,3,0
경상북도 의성군 안평면 석탑리,0,5,723,0,0,0,0,2,107,0,4773046037,2,39,0
경상북도 의성군 안평면 신안리,0,11,842,0,0,0,0,3,138,0,4773046039,1,14,0
경상북도 의성군 안평면 대사리,0,11,486,0,0,0,0,9,124,0,4773046040,0,9,0
경상북도 영천시 본촌동,0,13,221,0,22,0,0,7,108,0,4723011700,1,5,0
경상북도 영천시 괴연동,0,10,431,0,0,0,0,0,73,0,4723011900,0,8,0
경상북도 영주시 단산면,0,125,7730,179,82,0,0,345,627,0,4721038000,108,30,0
경상북도 경주시 양남면 읍천리,0,4,113,0,8,0,1,0,70,0,4713032028,0,11,0
경상남도 합천군 대양면 백암리,0,3,595,0,0,0,0,0,96,0,4889041030,0,37,0
경상남도 합천군 대양면 오산리,0,4,505,0,0,0,0,1,42,0,4889041031,0,23,0
경상남도 합천군 쌍백면 대곡리,0,2,316,0,0,0,0,0,56,0,4889042021,0,11,0
경상남도 합천군 쌍백면 평구리,0,19,290,0,52,0,0,38,83,0,4889042023,0,8,0
경상남도 합천군 쌍백면 평지리,0,11,265,0,25,0,0,11,88,0,4889042024,2,14,0
경상남도 합천군 쌍책면 오서리,0,32,258,0,28,0,0,12,33,0,4889037030,0,10,0
경상남도 합천군 덕곡면,0,111,1957,15,96,0,0,110,247,0,4889038000,2,142,0
경상남도 합천군 덕곡면 장리,0,4,385,9,3,0,0,18,37,0,4889038022,2,25,0
경상남도 합천군 덕곡면 학리,0,17,40,0,44,0,0,3,17,0,4889038024,0,43,0
경상남도 합천군 덕곡면 율지리,0,52,91,0,31,0,0,32,0,0,4889038025,0,21,0
경상북도 경주시 감포읍 노동리,0,1,366,0,0,0,0,0,72,0,4713025026,0,0,0
경상북도 경주시 감포읍 호동리,0,6,429,0,0,0,0,1,28,0,4713025028,2,0,0
경기도 성남시수정구 심곡동,0,16,142,3,0,0,0,133,6,0,4113111100,0,0,0
경상북도 포항시남구 장기면 대곡리,0,13,443,0,0,0,0,18,76,0,4711133041,3,8,0
경상북도 포항시남구 장기면 정천리,0,5,346,0,0,0,0,8,123,0,4711133043,19,8,0
경상북도 김천시 대덕면,0,115,8425,0,0,0,0,416,763,0,4715044000,66,2,0
경상북도 김천시 대덕면 연화리,0,12,892,0,0,0,0,46,89,0,4715044021,12,1,0
경상북도 김천시 대덕면 외감리,0,3,418,0,0,0,0,0,34,0,4715044023,1,0,0
경상북도 김천시 대덕면 가례리,0,23,470,0,0,0,0,97,33,0,4715044025,12,0,0
경상북도 김천시 대덕면 조룡리,0,6,1068,0,0,0,0,45,81,0,4715044026,7,0,0
경상북도 김천시 대덕면 관기리,0,14,414,0,0,0,0,94,82,0,4715044028,4,0,0
전라남도 영광군 낙월면 오도리,0,4,57,0,0,0,0,0,1,0,4687038030,0,0,0
전라남도 영광군 법성면 덕흥리,0,12,52,13,13,0,60,0,182,0,4687037025,0,1,0
경상남도 합천군 초계면 대평리,0,2,2,0,0,0,0,0,11,0,4889036029,5,63,0
경상남도 합천군 초계면 유하리,0,6,0,0,0,0,0,1,9,0,4889036030,0,64,0
경상남도 합천군 쌍책면,0,189,2838,2,155,0,0,130,481,0,4889037000,0,140,0
경기도 광주시 경안동,0,8,47,5,7,0,0,65,10,0,4161010100,1,0,0
울산광역시 울주군 온양읍 삼광리,0,9,449,0,0,0,0,1,105,0,3171025626,6,12,0
충청남도 논산시 상월면 학당리,0,6,63,0,0,0,0,97,31,0,4423034030,0,3,0
충청남도 논산시 상월면 주곡리,0,9,98,0,11,0,0,79,21,0,4423034031,0,5,0
충청남도 논산시 상월면 한천리,0,8,99,0,13,0,0,57,75,0,4423034032,6,89,0
충청남도 논산시 부적면,0,250,545,3,281,0,0,1049,397,0,4423035000,100,472,0
충청남도 논산시 부적면 마구평리,0,0,0,0,35,0,0,6,17,0,4423035021,0,126,0
경상북도 안동시 풍산읍 회곡리,0,43,252,0,0,0,0,18,107,0,4717025026,3,22,0
경상북도 안동시 풍산읍 계평리,0,101,213,0,0,0,0,18,70,0,4717025027,0,43,0
경상북도 안동시 풍산읍 수곡리,0,14,362,6,0,0,0,76,77,0,4717025029,0,16,0
경기도 화성시,0,3304,27497,2680,5697,0,4054,11476,10290,0,4159000000,478,3388,0
경기도 광주시 도척면 상림리,0,17,1002,0,0,0,0,47,47,0,4161033025,26,5,0
전라남도 함평군 월야면 예덕리,0,6,25,1,0,0,0,0,201,0,4686038028,0,60,0
전라남도 함평군 엄다면 송로리,0,8,53,0,73,0,0,0,136,0,4686034022,0,30,0
경상북도 안동시 예안면 삼계리,0,56,1094,0,0,0,0,6,46,0,4717041026,38,15,0
경상북도 안동시 예안면 도촌리,0,0,1786,0,0,0,0,0,20,0,4717041027,16,0,0
경상북도 안동시 임동면 갈전리,0,36,772,0,0,0,0,17,52,0,4717040024,12,12,0
경기도 화성시 마도면 고모리,0,24,95,7,13,0,11,42,35,0,4159033030,0,20,0
경기도 화성시 송산면 사강리,0,0,68,15,26,0,0,54,84,0,4159034021,0,63,0
경기도 화성시 송산면 봉가리,0,0,60,1,45,0,0,24,21,0,4159034022,0,22,0
경기도 화성시 비봉면 구포리,0,5,42,11,105,0,0,111,52,0,4159032025,0,41,0
경상남도 고성군 고성읍,0,102,2109,7,655,0,115,80,818,0,4882025000,257,267,0
경상북도 구미시 공단동,0,219,125,163,3,0,0,57,241,0,4719011300,0,415,0
경상북도 구미시 옥성면 산촌리,0,8,467,1,0,0,0,2,126,0,4719032026,0,5,0
경상북도 구미시 옥성면 태봉리,0,2,406,0,0,0,0,17,55,0,4719032027,0,0,0
전라남도 영암군 학산면 학계리,0,12,540,0,0,0,0,6,51,0,4683038024,67,32,0
전라남도 강진군 강진읍 서산리,0,24,700,0,0,0,0,5,101,0,4681025035,107,23,0
경상북도 경주시 감포읍 오류리,0,28,1088,0,0,0,4,36,121,0,4713025025,22,2,0
경상북도 의성군 다인면 덕지리,0,16,515,32,3,0,0,51,192,0,4773044042,0,9,0
경상북도 의성군 다인면 덕미리,0,6,557,4,0,0,0,6,189,0,4773044043,0,0,0
경상북도 상주시 화서면 하송리,0,55,1583,0,0,0,0,1,10,0,4725041031,59,4,0
경상북도 상주시 화동면 어산리,0,12,1081,0,1,0,0,4,70,0,4725040024,29,27,0
경상북도 상주시 화동면 신촌리,0,20,175,0,22,0,0,22,141,0,4725040025,4,42,0
경상북도 상주시 화동면 보미리,0,11,428,0,0,0,0,1,96,0,4725040027,0,10,0
경상북도 상주시 화동면 양지리,0,8,298,0,0,0,0,0,94,0,4725040028,0,18,0
경상북도 상주시 화서면,0,112,4297,2,145,0,0,19,991,0,4725041000,178,202,0
경상북도 상주시 화서면 신봉리,0,0,80,0,0,0,0,0,71,0,4725041021,11,11,0
경상북도 상주시 화서면 달천리,0,4,24,0,43,0,0,4,59,0,4725041023,3,22,0
경상남도 남해군 삼동면 동천리,0,11,460,0,0,0,10,19,99,0,4884033024,20,8,0
경상남도 남해군 삼동면 봉화리,0,38,1902,0,0,0,0,0,66,0,4884033025,80,25,0
경상남도 남해군 미조면,0,37,1421,0,0,0,4,0,99,0,4884034000,6,7,0
