bjd_Nm,etc_Area,field_Grade1_Area,field_Grade2_Area,field_Grade3_Area,field_Grade4_Area,field_Grade5_Area,stdg_Cd
전북특별자치도 정읍시 태인면 거산리,21,0,10,74,133,6,5218039025
전북특별자치도 정읍시 태인면 증산리,14,0,26,190,88,130,5218039026
전북특별자치도 정읍시 태인면 태흥리,6,0,19,34,57,14,5218039027
전북특별자치도 정읍시 태인면 고천리,11,0,15,98,50,75,5218039028
전북특별자치도 정읍시 태인면 낙양리,24,12,29,121,3,0,5218039029
전북특별자치도 정읍시 태인면 태창리,30,8,20,119,42,35,5218039030
전북특별자치도 정읍시 태인면 태남리,8,0,44,98,11,7,5218039031
전북특별자치도 정읍시 태인면 매계리,5,1,126,113,1,3,5218039032
전북특별자치도 정읍시 태인면 오류리,6,0,37,27,0,4,5218039033
전북특별자치도 정읍시 태인면 태서리,22,0,111,268,33,13,5218039034
전북특별자치도 정읍시 감곡면,96,1,548,2672,485,376,5218040000
전북특별자치도 정읍시 감곡면 승방리,4,0,54,161,26,6,5218040021
전북특별자치도 정읍시 감곡면 계룡리,10,0,20,225,11,8,5218040022
전북특별자치도 정읍시 감곡면 삼평리,18,0,0,276,0,0,5218040023
전북특별자치도 정읍시 감곡면 방교리,18,0,87,256,101,53,5218040024
전북특별자치도 정읍시 감곡면 오주리,1,0,76,160,18,21,5218040025
전북특별자치도 정읍시 감곡면 진흥리,7,0,41,370,12,64,5218040026
전북특별자치도 정읍시 감곡면 통석리,7,0,58,413,168,134,5218040027
전북특별자치도 정읍시 감곡면 화봉리,17,0,24,118,15,52,5218040028
전북특별자치도 정읍시 감곡면 용곽리,6,0,69,222,71,1,5218040029
전북특별자치도 정읍시 감곡면 유정리,2,0,40,348,62,0,5218040030
전북특별자치도 정읍시 감곡면 대신리,8,1,79,124,2,37,5218040031
전북특별자치도 정읍시 옹동면,99,9,292,1490,846,1308,5218041000
전북특별자치도 정읍시 옹동면 비봉리,9,1,34,181,214,255,5218041021
전북특별자치도 정읍시 옹동면 매정리,5,0,71,243,95,75,5218041022
전북특별자치도 정읍시 옹동면 산성리,48,2,8,200,96,66,5218041023
전북특별자치도 정읍시 옹동면 상산리,7,3,20,151,155,488,5218041024
전북특별자치도 정읍시 옹동면 칠석리,9,2,41,267,72,141,5218041025
전북특별자치도 정읍시 옹동면 용호리,12,0,51,144,127,159,5218041026
전북특별자치도 정읍시 옹동면 오성리,9,0,67,304,86,122,5218041027
전북특별자치도 정읍시 칠보면,142,11,396,1182,627,2649,5218042000
전북특별자치도 정읍시 칠보면 백암리,15,0,134,289,146,137,5218042021
전북특별자치도 정읍시 칠보면 축현리,5,0,40,169,44,185,5218042022
전북특별자치도 정읍시 칠보면 와우리,7,0,33,150,65,32,5218042023
전북특별자치도 정읍시 칠보면 무성리,23,0,38,149,134,88,5218042024
전북특별자치도 정읍시 칠보면 시산리,28,11,77,69,80,384,5218042025
전북특별자치도 정읍시 칠보면 반곡리,27,0,66,266,85,840,5218042026
전북특별자치도 정읍시 칠보면 수청리,36,0,6,90,73,984,5218042027
전북특별자치도 정읍시 산내면,503,0,75,1266,655,4093,5218043000
전북특별자치도 정읍시 산내면 두월리,114,0,0,215,123,256,5218043021
전북특별자치도 정읍시 산내면 장금리,150,0,16,233,163,569,5218043022
전북특별자치도 정읍시 산내면 매죽리,20,0,25,218,66,1103,5218043023
전북특별자치도 정읍시 산내면 예덕리,17,0,5,188,60,396,5218043024
전북특별자치도 김제시 금산면 삼봉리,4,0,61,191,31,129,5221045031
전북특별자치도 김제시 광활면 옥포리,207,0,0,568,0,107,5221046021
전북특별자치도 김제시 광활면 은파리,365,0,0,529,0,91,5221046022
전북특별자치도 김제시 광활면 창제리,382,0,0,340,0,94,5221046023
전북특별자치도 완주군 삼례읍,270,80,393,1763,308,40,5271025000
전북특별자치도 완주군 삼례읍 삼례리,40,0,53,243,54,0,5271025021
전북특별자치도 완주군 삼례읍 후정리,15,0,60,175,8,0,5271025022
전북특별자치도 완주군 삼례읍 어전리,10,0,79,177,1,23,5271025023
전북특별자치도 완주군 삼례읍 해전리,49,26,18,241,0,0,5271025024
전북특별자치도 완주군 삼례읍 신금리,12,0,26,245,29,15,5271025025
전북특별자치도 완주군 삼례읍 석전리,11,2,42,136,60,0,5271025026
전북특별자치도 완주군 삼례읍 구와리,0,4,33,101,54,0,5271025027
전북특별자치도 완주군 삼례읍 신탁리,25,9,32,90,27,0,5271025028
전북특별자치도 완주군 삼례읍 수계리,4,13,31,145,32,3,5271025029
전북특별자치도 완주군 삼례읍 하리,104,25,17,211,43,0,5271025030
전북특별자치도 완주군 봉동읍,237,306,648,2468,541,396,5271025300
전북특별자치도 완주군 봉동읍 제내리,17,0,52,249,123,122,5271025321
전북특별자치도 완주군 봉동읍 장구리,8,0,15,251,19,80,5271025322
전북특별자치도 완주군 봉동읍 구암리,14,0,54,264,42,7,5271025323
전북특별자치도 완주군 봉동읍 둔산리,6,0,53,373,29,73,5271025324
전북특별자치도 완주군 봉동읍 용암리,4,0,26,404,31,27,5271025325
전북특별자치도 완주군 봉동읍 은하리,6,0,64,274,77,66,5271025326
전북특별자치도 완주군 봉동읍 율소리,19,16,62,91,15,10,5271025327
전북특별자치도 완주군 봉동읍 장기리,13,61,23,109,15,0,5271025328
전북특별자치도 완주군 봉동읍 낙평리,8,100,18,3,46,0,5271025329
전북특별자치도 완주군 봉동읍 성덕리,10,52,56,82,27,0,5271025330
전북특별자치도 완주군 봉동읍 구미리,9,9,48,169,3,6,5271025331
전북특별자치도 완주군 봉동읍 고천리,31,21,123,66,36,0,5271025332
전북특별자치도 완주군 봉동읍 신성리,45,32,2,14,5,0,5271025333
전북특별자치도 완주군 봉동읍 구만리,47,15,49,117,73,6,5271025334
전북특별자치도 완주군 용진읍,239,62,597,1142,692,1103,5271025600
전북특별자치도 완주군 용진읍 상삼리,25,0,66,147,123,172,5271025621
전북특별자치도 완주군 용진읍 구억리,42,18,54,113,88,110,5271025622
전북특별자치도 완주군 용진읍 상운리,78,12,20,73,107,0,5271025623
전북특별자치도 완주군 용진읍 용흥리,12,2,62,157,70,44,5271025624
전북특별자치도 완주군 용진읍 간중리,21,0,150,135,133,465,5271025625
전북특별자치도 완주군 용진읍 운곡리,16,0,152,307,51,179,5271025626
전북특별자치도 완주군 용진읍 신지리,45,30,92,212,121,133,5271025627
전북특별자치도 완주군 상관면,129,0,260,439,684,5351,5271032000
전북특별자치도 완주군 상관면 신리,46,0,53,60,283,938,5271032021
전북특별자치도 완주군 상관면 죽림리,12,0,43,101,131,1092,5271032022
전북특별자치도 완주군 상관면 용암리,7,0,76,95,62,1189,5271032023
전북특별자치도 완주군 상관면 의암리,16,0,34,122,122,1063,5271032024
전북특별자치도 완주군 상관면 마치리,47,0,54,61,84,1071,5271032025
전북특별자치도 완주군 이서면,112,1,821,1700,355,386,5271033000
전북특별자치도 완주군 이서면 금평리,10,0,94,174,64,59,5271033023
전북특별자치도 완주군 이서면 갈산리,7,0,78,103,2,6,5271033024
전북특별자치도 완주군 이서면 이성리,9,1,21,117,144,105,5271033025
전북특별자치도 완주군 이서면 상개리,8,0,28,223,51,35,5271033026
전북특별자치도 완주군 이서면 용서리,8,0,96,117,0,6,5271033027
전북특별자치도 완주군 이서면 은교리,9,0,37,404,50,96,5271033028
전북특별자치도 완주군 이서면 이문리,16,0,82,198,8,15,5271033029
전북특별자치도 완주군 이서면 남계리,7,0,159,93,2,4,5271033030
전북특별자치도 완주군 이서면 반교리,30,0,174,263,18,59,5271033031
전북특별자치도 완주군 이서면 금계리,8,0,53,7,17,0,5271033032
전북특별자치도 완주군 소양면,197,1,648,966,1105,6520,5271034000
전북특별자치도 완주군 소양면 신교리,36,1,83,113,120,502,5271034021
전북특별자치도 완주군 소양면 명덕리,26,0,76,205,117,602,5271034022
전북특별자치도 완주군 소양면 죽절리,5,0,20,147,95,264,5271034023
전북특별자치도 완주군 소양면 황운리,36,0,102,57,76,352,5271034024
전북특별자치도 완주군 소양면 대흥리,17,0,62,87,164,927,5271034025
전북특별자치도 완주군 소양면 해월리,34,0,123,85,174,1179,5271034026
전북특별자치도 완주군 소양면 화심리,23,0,61,85,109,798,5271034027
전북특별자치도 완주군 소양면 신원리,12,0,81,111,140,952,5271034028
전북특별자치도 완주군 소양면 신촌리,8,0,39,75,108,945,5271034029
전북특별자치도 완주군 구이면,327,2,439,1351,1066,5748,5271035000
전북특별자치도 완주군 구이면 평촌리,4,0,15,252,147,409,5271035021
전북특별자치도 완주군 구이면 광곡리,23,0,41,124,100,667,5271035022
전북특별자치도 완주군 구이면 덕천리,25,0,126,157,159,304,5271035023
전북특별자치도 완주군 구이면 두현리,43,0,34,84,100,164,5271035024
전북특별자치도 완주군 구이면 원기리,129,0,39,62,69,301,5271035025
전북특별자치도 완주군 구이면 항가리,28,0,58,174,94,576,5271035026
전북특별자치도 완주군 구이면 계곡리,39,2,60,97,184,837,5271035027
전북특별자치도 완주군 구이면 백여리,14,0,43,203,109,1169,5271035028
전북특별자치도 완주군 구이면 안덕리,22,0,23,197,104,1319,5271035029
전북특별자치도 완주군 고산면,363,104,583,764,936,4196,5271036000
전북특별자치도 완주군 고산면 읍내리,46,14,31,38,36,7,5271036021
전북특별자치도 고창군 흥덕면 제하리,3,0,38,122,12,12,5279040035
전북특별자치도 고창군 흥덕면 송암리,3,0,41,182,21,43,5279040036
전북특별자치도 고창군 성내면,280,0,570,1577,231,416,5279041000
전북특별자치도 고창군 성내면 양계리,6,0,38,125,11,3,5279041021
전북특별자치도 고창군 성내면 월성리,4,0,34,112,0,16,5279041022
전북특별자치도 고창군 성내면 조동리,4,0,29,210,13,40,5279041023
전북특별자치도 고창군 성내면 부덕리,6,0,9,82,10,50,5279041024
전북특별자치도 고창군 성내면 덕산리,7,0,67,106,37,20,5279041025
전북특별자치도 고창군 성내면 신성리,132,0,87,107,7,65,5279041026
전북특별자치도 고창군 성내면 동산리,60,0,38,102,0,4,5279041027
전북특별자치도 고창군 성내면 월산리,2,0,46,125,0,1,5279041028
전북특별자치도 고창군 성내면 옥제리,12,0,53,148,0,9,5279041029
전북특별자치도 고창군 성내면 대흥리,2,0,30,73,4,13,5279041030
전북특별자치도 고창군 성내면 신대리,18,0,39,104,54,44,5279041031
전북특별자치도 고창군 성내면 용교리,3,0,41,122,93,148,5279041032
전북특별자치도 고창군 성내면 산림리,24,0,59,160,2,1,5279041033
전북특별자치도 고창군 신림면,124,2,333,1901,639,1076,5279042000
전북특별자치도 고창군 신림면 무림리,6,0,70,170,0,0,5279042021
전북특별자치도 고창군 신림면 외화리,2,0,31,104,6,13,5279042022
전북특별자치도 고창군 신림면 도림리,7,0,51,143,47,80,5279042023
전북특별자치도 고창군 신림면 덕화리,1,0,3,102,80,69,5279042024
전북특별자치도 고창군 신림면 가평리,6,0,18,220,76,259,5279042025
전북특별자치도 고창군 신림면 신평리,21,0,6,165,73,252,5279042026
전북특별자치도 고창군 신림면 반룡리,16,0,0,218,25,161,5279042027
전북특별자치도 고창군 신림면 세곡리,25,0,10,66,57,84,5279042028
전북특별자치도 고창군 신림면 자포리,24,2,12,184,15,6,5279042029
전북특별자치도 고창군 신림면 송용리,3,0,33,124,40,25,5279042030
전북특별자치도 고창군 신림면 법지리,7,0,50,132,52,3,5279042031
전북특별자치도 고창군 신림면 벽송리,3,0,39,169,99,80,5279042032
전북특별자치도 고창군 신림면 부송리,3,0,11,103,69,43,5279042033
전북특별자치도 고창군 부안면,141,1,566,1643,602,2378,5279043000
전북특별자치도 고창군 부안면 중흥리,3,0,31,28,0,0,5279043021
전북특별자치도 고창군 부안면 오산리,3,0,45,13,1,8,5279043022
전북특별자치도 고창군 부안면 수남리,2,0,18,89,2,25,5279043023
전북특별자치도 고창군 부안면 검산리,7,0,37,111,97,270,5279043024
전북특별자치도 고창군 부안면 수동리,20,0,28,206,36,166,5279043025
전북특별자치도 고창군 부안면 수앙리,7,1,47,253,36,214,5279043026
전북특별자치도 고창군 부안면 상암리,47,0,29,264,61,132,5279043027
전북특별자치도 고창군 부안면 봉암리,4,0,16,115,57,106,5279043028
전북특별자치도 고창군 부안면 송현리,2,0,17,67,36,122,5279043029
전북특별자치도 고창군 부안면 선운리,11,0,43,88,90,291,5279043030
전북특별자치도 고창군 부안면 용산리,22,0,95,107,117,894,5279043031
전북특별자치도 고창군 부안면 상등리,9,0,85,108,10,38,5279043032
전북특별자치도 고창군 부안면 사창리,5,0,61,60,18,63,5279043033
전북특별자치도 고창군 부안면 운양리,2,0,15,133,40,48,5279043034
전북특별자치도 부안군,3963,4,5739,15851,5613,17998,5280000000
전북특별자치도 부안군 부안읍,34,0,485,1516,177,262,5280025000
전북특별자치도 부안군 부안읍 동중리,0,0,31,7,7,8,5280025021
전북특별자치도 부안군 부안읍 서외리,0,0,67,18,0,37,5280025022
전북특별자치도 부안군 부안읍 선은리,0,0,37,74,49,22,5280025023
전북특별자치도 부안군 부안읍 봉덕리,4,0,69,142,27,31,5280025024
전북특별자치도 부안군 부안읍 신운리,1,0,28,118,8,9,5280025025
전북특별자치도 부안군 부안읍 모산리,5,0,22,305,7,4,5280025026
전북특별자치도 부안군 부안읍 행중리,2,0,7,177,3,0,5280025027
전북특별자치도 부안군 부안읍 연곡리,4,0,49,94,38,23,5280025028
전북특별자치도 부안군 부안읍 옹중리,2,0,28,161,6,10,5280025029
전북특별자치도 부안군 부안읍 내요리,1,0,55,148,16,40,5280025030
전북특별자치도 부안군 부안읍 외하리,3,0,11,140,0,0,5280025031
전북특별자치도 부안군 부안읍 신흥리,10,0,80,132,15,79,5280025032
전북특별자치도 부안군 주산면,82,0,491,1263,163,468,5280031000
전북특별자치도 부안군 주산면 소주리,8,0,38,184,6,66,5280031021
전북특별자치도 부안군 주산면 덕림리,7,0,66,204,3,39,5280031022
전북특별자치도 부안군 주산면 동정리,4,0,40,126,0,3,5280031023
전북특별자치도 부안군 주산면 소산리,4,0,45,94,51,33,5280031024
전북특별자치도 부안군 주산면 갈촌리,3,0,72,126,45,44,5280031025
전북특별자치도 부안군 주산면 사산리,49,0,176,198,54,140,5280031026
전북특별자치도 부안군 주산면 돈계리,5,0,18,111,0,61,5280031027
전북특별자치도 부안군 주산면 백석리,3,0,35,222,4,81,5280031028
전북특별자치도 부안군 동진면,854,0,518,2268,134,129,5280032000
전북특별자치도 정읍시 신태인읍 청천리,6,0,15,89,8,2,5218025024
전북특별자치도 정읍시 신태인읍 화호리,21,0,19,234,0,0,5218025025
전북특별자치도 정읍시 신태인읍 육리,8,0,37,124,0,10,5218025026
전북특별자치도 정읍시 신태인읍 연정리,5,0,32,167,4,9,5218025027
전북특별자치도 정읍시 신태인읍 신용리,54,4,52,301,3,0,5218025028
전북특별자치도 정읍시 신태인읍 양괴리,21,0,100,492,4,23,5218025029
전북특별자치도 정읍시 신태인읍 구석리,12,5,31,54,0,0,5218025030
