bjd_Nm,etc_Area,field_Grade1_Area,field_Grade2_Area,field_Grade3_Area,field_Grade4_Area,field_Grade5_Area,stdg_Cd
충청남도 부여군 규암면 규암리,8,6,12,15,6,6,4476031032
충청남도 부여군 부여읍 현북리,95,36,117,59,56,193,4476025042
충청남도 부여군 규암면,412,178,684,1552,482,1306,4476031000
충청남도 부여군 부여읍 왕포리,30,6,60,18,50,17,4476025041
경기도 광주시 남종면 이석리,41,0,2,21,17,361,4161035023
경기도 광주시 남종면 검천리,151,6,31,83,90,468,4161035026
경기도 화성시 서신면 광평리,4,0,21,65,43,41,4159035023
경기도 화성시 비봉면 청요리,0,0,39,126,76,152,4159032027
경기도 화성시 마도면 쌍송리,93,0,33,40,36,153,4159033024
경기도 화성시 마도면 슬항리,1,0,15,130,14,85,4159033026
경기도 화성시 마도면 해문리,2,0,31,57,78,67,4159033027
경기도 화성시 마도면 금당리,3,0,29,96,76,69,4159033029
전라남도 구례군 마산면 마산리,6,0,77,98,18,191,4673034021
전라남도 강진군 군동면,335,46,565,1757,569,2781,4681031000
전라남도 영암군 서호면,439,0,148,1357,585,1847,4683037000
전라남도 영암군 서호면 화송리,4,0,17,113,42,31,4683037022
전라남도 영암군 서호면 장천리,4,0,16,96,60,313,4683037025
전라남도 영암군 서호면 쌍풍리,19,0,8,210,114,217,4683037026
전라남도 영암군 학산면,341,17,625,1298,766,3122,4683038000
경상북도 영천시 북안면 신리리,15,6,47,50,57,27,4723039028
경상북도 영천시 북안면 도천리,8,3,38,41,55,43,4723039030
경상북도 영천시 북안면 옥천리,1,0,10,48,66,77,4723039031
경상북도 영천시 북안면 고지리,16,10,49,57,68,242,4723039033
경상북도 영천시 북안면 자포리,3,0,17,65,35,210,4723039036
경상북도 상주시 초산동,13,1,156,83,31,1,4725012800
경상북도 상주시 부원동,1,0,10,52,77,145,4725013100
경상남도 통영시 용남면 장문리,4,0,0,36,105,93,4822031023
경상남도 통영시 용남면 장평리,6,0,1,50,87,25,4822031026
경상남도 밀양시 무안면 동산리,12,0,32,64,83,356,4827038028
경상남도 밀양시 무안면 삼태리,19,0,28,68,41,156,4827038023
경상남도 창녕군 장마면 초곡리,9,0,19,112,31,348,4874039024
경상북도 영천시 화남면 신호리,31,5,79,84,31,189,4723035023
경상북도 영천시 화남면 사천리,23,0,67,85,64,335,4723035024
경상북도 영천시 화남면 선천리,45,20,53,77,58,140,4723035026
경상북도 영천시 화남면 삼창리,22,15,47,80,55,121,4723035027
경상북도 영천시 화남면 안천리,26,4,48,131,71,412,4723035029
경상북도 영천시 화남면 온천리,4,0,7,52,37,301,4723035030
경상북도 영천시 화남면 용계리,15,0,0,11,100,848,4723035032
경상북도 영천시 자양면,653,5,122,503,1037,6582,4723036000
경상북도 영천시 자양면 보현리,15,0,30,207,319,1349,4723036021
경상북도 영천시 고경면 동도리,15,11,42,47,25,146,4723038035
경상북도 영천시 고경면 차당리,15,0,42,70,41,270,4723038036
경상남도 사천시 곤양면 가화리,49,1,1,68,63,336,4824035029
경상남도 사천시 곤양면 중항리,6,0,3,160,107,165,4824035031
경상남도 사천시 곤양면 무고리,5,0,30,99,69,469,4824035032
경상남도 사천시 곤명면,637,37,227,1056,745,4279,4824036000
경상남도 사천시 축동면 반용리,19,0,17,114,65,266,4824034025
경상남도 사천시 용현면 송지리,9,0,80,115,36,8,4824033021
경상남도 사천시 용현면 선진리,18,1,15,130,49,13,4824033022
경상남도 사천시 용현면 신촌리,12,0,4,66,32,4,4824033024
경상남도 사천시 용현면 온정리,18,0,15,128,20,0,4824033025
경상남도 사천시 용현면 석계리,3,0,2,18,63,228,4824033027
경상남도 사천시 용현면 구월리,14,0,8,40,56,142,4824033028
경상남도 사천시 용현면 주문리,6,0,95,82,3,0,4824033031
경상북도 영양군 입암면 병옥리,10,5,24,34,29,242,4776031045
경상북도 영양군 입암면 흥구리,36,7,41,38,32,126,4776031046
경상북도 영양군 청기면,196,63,465,670,1222,11452,4776032000
경상북도 예천군 풍양면 효갈리,116,0,41,105,75,89,4790041042
경상북도 영천시 금호읍 신월리,19,1,139,37,15,59,4723025028
경상북도 영천시 신녕면 화성리,7,2,30,80,4,132,4723032027
경상북도 영천시 신녕면 완전리,20,15,60,88,15,61,4723032028
경상북도 영천시 신녕면 가천리,13,0,13,46,72,597,4723032031
경상북도 영천시 화산면,190,85,473,1156,425,2984,4723033000
경상북도 영천시 화산면 덕암리,7,16,19,43,25,46,4723033022
경상북도 포항시북구,1719,558,3966,9404,6535,51370,4711300000
경상북도 포항시북구 신흥동,0,0,0,6,0,7,4711310200
경상북도 포항시남구 장기면,268,76,336,1273,1332,6751,4711133000
경상북도 포항시남구 장기면 읍내리,12,9,6,7,16,68,4711133021
경상북도 포항시남구 장기면 마현리,12,4,12,26,51,93,4711133022
경상북도 포항시남구 장기면 영암리,4,0,1,62,24,49,4711133024
경상남도 김해시 주촌면 양동리,6,0,5,56,95,218,4825032026
경상북도 의성군 안평면 석탑리,5,0,46,93,89,644,4773046037
경상북도 의성군 안평면 신안리,11,0,25,111,125,736,4773046039
경상북도 의성군 안평면 대사리,11,4,24,87,107,407,4773046040
경상북도 영천시 본촌동,13,7,52,69,63,173,4723011700
경상북도 영천시 괴연동,10,0,11,55,79,366,4723011900
경상북도 영주시 단산면,125,45,214,626,1105,7111,4721038000
경상북도 경주시 양남면 읍천리,4,0,25,57,71,48,4713032028
경상남도 합천군 대양면 백암리,3,0,37,69,69,553,4889041030
경상남도 합천군 대양면 오산리,4,0,24,40,41,466,4889041031
경상남도 합천군 쌍백면 대곡리,2,0,11,53,34,284,4889042021
경상남도 합천군 쌍백면 평구리,19,10,35,134,23,268,4889042023
경상남도 합천군 쌍백면 평지리,11,0,25,86,37,256,4889042024
경상남도 합천군 쌍책면 오서리,32,8,14,58,40,221,4889037030
경상남도 합천군 덕곡면,111,20,206,321,345,1678,4889038000
경상남도 합천군 덕곡면 장리,4,0,43,36,67,334,4889038022
경상남도 합천군 덕곡면 학리,17,0,47,59,13,28,4889038024
경상남도 합천군 덕곡면 율지리,52,15,39,31,0,91,4889038025
경상북도 경주시 감포읍 노동리,1,0,0,48,102,287,4713025026
경상북도 경주시 감포읍 호동리,6,0,1,16,71,372,4713025028
경기도 성남시수정구 심곡동,16,32,22,84,19,127,4113111100
경상북도 포항시남구 장기면 대곡리,13,9,20,70,63,385,4711133041
경상북도 포항시남구 장기면 정천리,5,8,21,105,89,280,4711133043
경상북도 김천시 대덕면,115,7,182,935,1529,7019,4715044000
경상북도 김천시 대덕면 연화리,12,0,12,112,176,741,4715044021
경상북도 김천시 대덕면 외감리,3,0,0,14,104,337,4715044023
경상북도 김천시 대덕면 가례리,23,3,54,70,80,405,4715044025
경상북도 김천시 대덕면 조룡리,6,3,8,108,187,895,4715044026
경상북도 김천시 대덕면 관기리,14,0,52,114,63,365,4715044028
전라남도 영광군 낙월면 오도리,4,0,0,2,1,55,4687038030
전라남도 영광군 법성면 덕흥리,12,0,1,178,36,105,4687037025
경상남도 합천군 초계면 대평리,2,0,63,16,2,0,4889036029
경상남도 합천군 초계면 유하리,6,1,65,7,0,0,4889036030
경상남도 합천군 쌍책면,189,51,172,633,456,2435,4889037000
경기도 광주시 경안동,8,45,2,32,16,41,4161010100
울산광역시 울주군 온양읍 삼광리,9,0,14,70,111,377,3171025626
충청남도 논산시 상월면 학당리,6,0,23,102,44,26,4423034030
충청남도 논산시 상월면 주곡리,9,0,28,92,44,50,4423034031
충청남도 논산시 상월면 한천리,8,0,100,143,35,62,4423034032
충청남도 논산시 부적면,250,90,728,1343,516,170,4423035000
충청남도 논산시 부적면 마구평리,0,2,127,54,0,0,4423035021
경상북도 안동시 풍산읍 회곡리,43,0,37,89,181,94,4717025026
경상북도 안동시 풍산읍 계평리,101,4,57,70,32,181,4717025027
경상북도 안동시 풍산읍 수곡리,14,0,60,94,194,190,4717025029
경기도 화성시,3304,259,7396,20838,12521,24548,4159000000
경기도 광주시 도척면 상림리,17,5,50,101,60,911,4161033025
전라남도 함평군 월야면 예덕리,6,0,60,201,13,11,4686038028
전라남도 함평군 엄다면 송로리,8,0,31,189,51,21,4686034022
경상북도 안동시 예안면 삼계리,56,3,51,35,208,904,4717041026
경상북도 안동시 예안면 도촌리,0,0,16,63,174,1569,4717041027
경상북도 안동시 임동면 갈전리,36,0,35,61,95,676,4717040024
경기도 화성시 마도면 고모리,24,0,32,70,40,79,4159033030
경기도 화성시 송산면 사강리,0,0,84,141,37,48,4159034021
경기도 화성시 송산면 봉가리,0,0,31,80,38,23,4159034022
경기도 화성시 비봉면 구포리,5,0,45,246,53,18,4159032025
경상남도 고성군 고성읍,102,0,615,1079,1027,1589,4882025000
경상북도 구미시 공단동,219,22,434,243,120,185,4719011300
경상북도 구미시 옥성면 산촌리,8,0,5,98,124,374,4719032026
경상북도 구미시 옥성면 태봉리,2,0,0,53,107,319,4719032027
전라남도 영암군 학산면 학계리,12,0,61,102,70,464,4683038024
전라남도 강진군 강진읍 서산리,24,0,34,177,196,528,4681025035
경상북도 경주시 감포읍 오류리,28,2,15,131,185,940,4713025025
경상북도 의성군 다인면 덕지리,16,5,14,205,212,365,4773044042
경상북도 의성군 다인면 덕미리,6,0,7,150,249,352,4773044043
경상북도 상주시 화서면 하송리,55,0,20,76,110,1451,4725041031
경상북도 상주시 화동면 어산리,12,1,33,89,193,895,4725040024
경상북도 상주시 화동면 신촌리,20,8,65,139,88,104,4725040025
경상북도 상주시 화동면 보미리,11,0,10,86,148,293,4725040027
경상북도 상주시 화동면 양지리,8,0,18,75,102,217,4725040028
경상북도 상주시 화서면,112,0,360,1045,890,3540,4725041000
경상북도 상주시 화서면 신봉리,0,0,23,58,34,59,4725041021
경상북도 상주시 화서면 달천리,4,0,51,72,21,11,4725041023
경상남도 남해군 삼동면 동천리,11,0,31,102,138,345,4884033024
경상남도 남해군 삼동면 봉화리,38,0,29,171,195,1677,4884033025
경상남도 남해군 미조면,37,0,10,87,252,1187,4884034000
경상남도 남해군 미조면 송정리,8,0,4,67,149,966,4884034021
경상북도 경주시 현곡면 하구리,12,16,101,153,89,163,4713036023
경상북도 경주시 현곡면 무과리,9,0,22,58,13,102,4713036025
경상북도 경주시 현곡면 남사리,25,0,23,58,58,559,4713036026
경상북도 경주시 현곡면 래태리,18,3,11,33,135,635,4713036028
경상북도 경주시 산내면 의곡리,11,1,31,62,74,260,4713034026
경상북도 경주시 산내면 내일리,38,5,21,86,231,1422,4713034027
경상북도 경주시 산내면 우라리,4,0,6,70,151,914,4713034028
경상북도 경주시 서면,167,64,378,868,843,2862,4713035000
경상북도 경주시 서면 천촌리,10,0,19,111,80,451,4713035021
경상북도 안동시 서부동,0,3,0,0,0,0,4717010200
경상북도 경주시 내남면 안심리,10,0,31,104,161,748,4713033031
경상북도 경주시 내남면 박달리,54,1,8,159,415,1593,4713033032
경상남도 합천군 율곡면 문림리,36,0,5,57,45,102,4889035030
경상남도 합천군 율곡면 본천리,3,0,27,85,65,535,4889035031
경상남도 합천군 율곡면 제내리,144,11,2,72,43,187,4889035033
경상남도 합천군 율곡면 임북리,204,0,5,80,86,159,4889035034
경상남도 합천군 초계면 아막리,0,1,1,20,25,70,4889036021
경상남도 합천군 가야면 황산리,9,0,11,47,172,382,4889033031
경상남도 합천군 가야면 야천리,4,0,4,62,127,409,4889033032
경상남도 합천군 가야면 구원리,70,0,0,21,90,453,4889033033
경상남도 합천군 야로면,120,5,158,530,753,3208,4889034000
경상남도 합천군 야로면 덕암리,18,4,0,47,44,270,4889034021
경상남도 합천군 야로면 정대리,37,1,38,60,67,293,4889034023
경상남도 사천시 축동면,77,0,70,770,566,846,4824034000
경상남도 사천시 축동면 배춘리,3,0,11,177,32,18,4824034021
경상남도 사천시 축동면 길평리,2,0,10,75,23,0,4824034022
경상남도 사천시 축동면 탑리,5,0,13,92,156,195,4824034024
경상남도 사천시 용현면,112,1,328,771,532,1045,4824033000
경상남도 거제시 남부면 다대리,7,0,8,16,77,357,4831033024
경상남도 거제시 남부면 갈곶리,13,0,0,5,52,254,4831033025
경상남도 거제시 거제면,102,0,214,657,788,1962,4831034000
경상남도 거제시 거제면 법동리,11,0,7,68,161,361,4831034021
경상남도 거제시 거제면 내간리,4,0,19,77,106,294,4831034023
경상남도 거제시 연초면 천곡리,0,0,0,36,57,123,4831037029
경상남도 거창군 남하면 무릉리,37,4,57,103,115,556,4888038021
경상남도 거창군 남하면 둔마리,3,0,1,95,255,544,4888038023
경상남도 거창군 남하면 지산리,21,0,20,158,251,796,4888038024
경상북도 포항시남구 장기면 신창리,8,0,10,46,57,121,4711133025
경상북도 포항시남구 장기면 계원리,2,0,13,66,59,303,4711133027
경상북도 포항시남구 장기면 수성리,39,10,43,75,121,965,4711133029
경상북도 포항시남구 장기면 임중리,13,4,31,51,36,224,4711133030
경상북도 포항시남구 장기면 산서리,44,11,13,94,176,1161,4711133032
경상북도 포항시남구 장기면 금오리,2,0,9,59,29,190,4711133034
경상북도 포항시북구 장성동,6,0,10,104,69,337,4711312100
경상북도 포항시북구 양덕동,11,0,1,115,122,349,4711312200
경상북도 경주시 외동읍 개곡리,19,9,144,134,129,431,4713025928
경상북도 상주시 화서면 지산리,1,0,12,116,38,102,4725041029
경상북도 상주시 화서면 상곡리,22,0,15,90,142,777,4725041030
경상북도 경주시 신평동,66,0,38,66,106,142,4713013600
경상북도 경주시 덕동,131,0,2,19,58,597,4713013700
경상북도 경주시 암곡동,87,0,14,387,372,1595,4713013800
경상북도 경주시 황용동,27,0,2,90,134,1786,4713013900
경상북도 경주시 북군동,29,0,16,102,122,278,4713014000
경상북도 경주시 손곡동,11,0,5,130,154,100,4713014100
경상북도 경주시 율동,70,43,176,135,187,280,4713014200
경상북도 경주시 석장동,14,11,26,73,135,176,4713014400
경상북도 경주시 감포읍,87,2,106,616,976,2678,4713025000
경상북도 경주시 감포읍 전동리,8,0,17,71,124,193,4713025022
경상북도 경주시 감포읍 전촌리,11,0,23,50,85,110,4713025023
경상남도 남해군 삼동면,78,0,109,598,853,3459,4884033000
경상남도 남해군 삼동면 지족리,7,0,16,50,74,146,4884033022
경상북도 경주시 양남면,184,12,245,908,1861,5265,4713032000
경상북도 경주시 양남면 하서리,20,0,41,121,80,222,4713032021
경상북도 경주시 양남면 신서리,5,2,39,63,60,267,4713032023
경상북도 경주시 현곡면 오류리,24,13,35,65,65,135,4713036030
경상북도 경주시 서면 아화리,23,11,112,131,174,170,4713035022
경상북도 경주시 서면 도계리,14,0,18,124,78,271,4713035023
경상북도 경주시 강동면 호명리,42,21,81,92,41,167,4713037022
경상북도 경주시 서면 심곡리,54,0,60,72,166,219,4713035026
경상북도 경주시 서면 사라리,13,10,30,112,95,119,4713035027
경상북도 경주시 현곡면,197,89,453,830,774,3216,4713036000
경상북도 경주시 현곡면 소현리,13,4,35,82,68,340,4713036022
경상남도 합천군 가야면 죽전리,8,0,0,16,121,1135,4889033021
경상남도 합천군 야로면 구정리,10,0,32,34,45,76,4889034026
경상남도 합천군 야로면 금평리,5,0,28,45,40,139,4889034027
경상남도 합천군 야로면 매촌리,15,0,8,50,57,281,4889034029
경상남도 합천군 야로면 하림리,7,0,9,58,76,371,4889034031
경상남도 합천군 묘산면 관기리,2,0,0,72,91,157,4889032025
경상남도 합천군 묘산면 광산리,0,0,6,69,59,75,4889032026
경상남도 합천군 묘산면 산제리,8,0,7,52,92,646,4889032028
경상남도 합천군 묘산면 가산리,4,0,0,45,82,186,4889032029
경상남도 합천군 묘산면 거산리,5,6,1,37,65,304,4889032031
경상남도 합천군 가야면,268,0,54,813,1775,7577,4889033000
경상남도 합천군 야로면 월광리,14,0,6,53,14,136,4889034024
경상북도 김천시 대덕면 화전리,13,0,7,151,195,793,4715044029
경상북도 안동시 석동동,223,0,0,89,66,457,4717013800
경상북도 안동시 광석동,0,4,2,0,0,0,4717012000
경상북도 안동시 당북동,0,1,11,0,17,0,4717012100
경상북도 안동시 수상동,56,31,15,57,68,251,4717014100
경상북도 안동시 화성동,0,0,4,2,6,0,4717012300
경상북도 안동시 법상동,0,0,5,4,16,0,4717012500
경상북도 안동시 금곡동,0,0,10,3,10,0,4717012600
경상북도 안동시 안기동,0,0,14,35,14,121,4717012800
경상북도 안동시 운안동,0,0,10,9,3,33,4717012900
경상북도 안동시 성곡동,52,0,1,30,119,448,4717013000
경상북도 안동시 안막동,0,0,29,81,89,226,4717013200
경상북도 안동시 옥동,47,19,34,83,165,83,4717013300
경상북도 안동시 풍산읍 노리,1,0,42,115,186,236,4717025030
경상북도 안동시 풍산읍 만운리,51,0,28,136,313,304,4717025032
