allvplain_Tpgraphy_Area,alpine_Tpgraphy_Area,bjd_Nm,diluvial_Tpgraphy_Area,etc_Area,hilly_Tpgraphy_Area,lavaplain_Tpgraphy_Area,lavaplate_Tpgraphy_Area,marnplain_Tpgraphy_Area,mount_Tpgraphy_Area,piedmont_Tpgraphy_Area,stdg_Cd,valley_Tpgraphy_Area
0,0,충청북도 보은군 삼승면 선곡리,0,1,20,0,0,0,249,9,4372035026,152
87,0,충청북도 보은군 삼승면 천남리,0,11,13,0,0,0,98,73,4372035027,82
16,0,충청북도 보은군 삼승면 우진리,54,10,64,0,0,0,37,0,4372035029,75
11,0,충청북도 보은군 삼승면 둔덕리,0,8,27,0,0,0,62,2,4372035030,103
145,0,충청북도 보은군 수한면,0,82,8,0,0,0,3416,370,4372036000,863
0,0,충청북도 영동군 용산면 청화리,0,1,0,0,0,0,287,3,4374031035,81
17,0,충청북도 영동군 용산면 상용리,0,2,0,0,0,0,85,5,4374031037,38
8,0,충청북도 영동군 용산면 용산리,0,2,0,0,0,0,25,0,4374031039,14
460,0,충청북도 영동군 황간면,0,336,93,0,0,0,6656,335,4374032000,1161
13,0,충청북도 영동군 용산면 율리,0,29,1,0,0,0,679,4,4374031023,160
424,0,충청북도 영동군 양산면,0,325,22,0,0,3,4160,140,4374039000,686
45,0,충청북도 영동군 양산면 가곡리,0,0,0,0,0,0,50,0,4374039021,56
59,0,충청북도 영동군 양산면 봉곡리,0,39,18,0,0,0,167,0,4374039023,86
12,0,충청북도 영동군 양산면 죽산리,0,15,4,0,0,0,850,34,4374039024,121
43,0,충청북도 영동군 양산면 수두리,0,36,0,0,0,0,475,2,4374039026,116
60,0,충청북도 영동군 양산면 호탄리,0,92,0,0,0,0,615,9,4374039027,97
0,0,충청남도 보령시 오천면 소성리,0,137,88,0,0,34,183,31,4418032021,38
0,0,충청남도 보령시 오천면 영보리,0,168,201,0,0,62,245,29,4418032022,62
786,0,충청남도 보령시,1108,4272,7688,355,0,4165,24919,4890,4418000000,10542
62,0,충청남도 보령시 대천동,0,29,0,0,0,283,85,12,4418010100,53
122,0,충청남도 보령시 죽정동,0,31,0,0,0,0,209,44,4418010200,18
59,0,충청남도 보령시 동대동,96,12,23,0,0,0,100,100,4418010400,33
3,0,충청남도 보령시 명천동,80,4,53,0,0,0,169,174,4418010500,151
0,0,충청남도 보령시 내항동,32,5,86,0,0,132,105,14,4418010700,123
0,0,충청남도 보령시 남곡동,0,4,80,5,0,39,154,22,4418010800,139
0,0,충청남도 보령시 신흑동,14,150,212,60,0,221,165,32,4418011000,154
3,0,충청북도 옥천군 청성면 구음리,0,12,0,0,0,0,450,55,4373034032,41
12,0,충청북도 옥천군 군북면 증약리,0,8,0,0,0,0,634,135,4373038023,65
0,0,충청북도 옥천군 군북면 항곡리,0,0,0,0,0,0,182,42,4373038024,24
8,0,충청북도 옥천군 군북면 환평리,0,4,0,0,0,0,151,37,4373038026,15
0,0,충청북도 옥천군 군북면 추소리,0,56,0,0,0,0,372,43,4373038028,29
0,0,충청북도 옥천군 군북면 이평리,0,111,0,0,0,0,541,46,4373038029,19
0,0,충청북도 옥천군 군북면 소정리,0,44,0,0,0,0,385,49,4373038031,17
0,0,충청북도 옥천군 군북면 용호리,0,163,0,0,0,0,286,26,4373038033,5
0,0,충청북도 옥천군 군북면 막지리,0,125,0,0,0,0,431,36,4373038034,17
3518,0,충청북도 영동군,48,2290,1094,0,0,3,64421,3117,4374000000,10788
489,0,충청북도 영동군 영동읍,0,119,262,0,0,0,7631,121,4374025000,1542
0,0,충청남도 서천군 기산면 산정리,0,8,12,0,0,87,58,8,4477033027,32
0,0,충청남도 서천군 기산면 막동리,0,0,28,0,0,86,42,1,4477033028,24
0,0,충청남도 서천군 기산면 가공리,0,0,12,0,0,6,75,4,4477033030,38
15,0,충청남도 서천군 기산면 광암리,0,1,7,0,0,1,68,8,4477033032,33
0,0,충청남도 서천군 기산면 황사리,0,0,37,0,0,0,43,5,4477033033,45
0,0,충청남도 서천군 한산면 지현리,0,0,0,0,0,0,114,17,4477034021,36
0,0,충청남도 서천군 한산면 동산리,0,2,0,0,0,80,52,0,4477034022,48
0,0,충청남도 서천군 한산면 호암리,0,0,7,0,0,15,18,3,4477034024,18
0,0,충청남도 서천군 한산면 죽촌리,10,1,8,0,0,4,41,8,4477034025,39
21,0,충청남도 서천군 마산면 지산리,0,2,1,0,0,0,87,23,4477035024,60
0,0,충청남도 서천군 마산면 가양리,0,0,4,0,0,0,102,13,4477035025,60
0,0,충청남도 청양군 정산면 남천리,0,3,30,0,0,0,254,76,4479033025,26
2,0,충청남도 청양군 정산면 송학리,0,4,12,0,0,0,337,52,4479033026,63
0,0,충청남도 청양군 정산면 용두리,0,5,54,0,0,0,114,44,4479033028,64
8,0,충청남도 청양군 정산면 천장리,0,25,16,0,0,0,389,57,4479033030,24
0,0,충청남도 청양군 정산면 내초리,0,1,47,0,0,0,75,39,4479033031,28
0,0,충청남도 아산시 인주면 신성리,0,12,46,0,0,66,33,10,4420038023,43
0,0,충청남도 아산시 인주면 밀두리,0,5,27,0,0,94,0,2,4420038025,48
0,0,충청남도 아산시 인주면 문방리,0,448,170,0,0,257,9,5,4420038026,163
0,0,충청남도 아산시 인주면 금성리,0,34,96,0,0,83,5,0,4420038028,89
0,0,충청남도 아산시 인주면 해암리,0,15,92,0,0,31,68,10,4420038029,110
0,0,충청남도 아산시 인주면 관암리,0,0,95,0,0,6,25,5,4420038031,126
0,0,충청남도 아산시 인주면 냉정리,0,19,136,0,0,0,228,14,4420038032,137
0,0,충청남도 아산시 선장면 군덕리,0,25,95,0,0,105,69,4,4420039021,84
13,0,충청남도 아산시 영인면 신화리,0,4,65,0,0,18,44,7,4420037032,94
0,0,충청남도 서산시 장동,0,20,163,0,0,214,0,25,4421011300,83
7,0,충청남도 서산시 덕지천동,0,5,61,0,0,91,0,12,4421011400,41
0,0,충청남도 서산시 대산읍,139,1648,2697,0,0,2292,1971,250,4421025000,1544
0,0,경기도 가평군 설악면 송산리,0,120,7,0,0,0,712,94,4182031025,91
0,0,경기도 가평군 설악면 미사리,0,23,19,0,0,0,575,87,4182031026,84
27,0,경기도 가평군 설악면 창의리,0,5,15,0,0,0,195,57,4182031028,38
3,0,경기도 가평군 설악면 엄소리,0,14,0,0,0,0,616,60,4182031029,108
0,0,충청남도 홍성군 장곡면 행정리,0,2,103,2,0,0,256,38,4480034031,141
28,0,충청남도 홍성군 장곡면 산성리,0,8,19,0,0,0,158,21,4480034033,32
0,0,충청남도 홍성군 홍동면 금당리,17,2,189,0,0,0,85,23,4480033031,131
6,0,충청남도 홍성군 서부면 판교리,0,11,222,0,0,18,76,9,4480037030,125
289,0,충청남도 홍성군 갈산면,217,151,1149,0,0,480,1352,284,4480038000,1083
31,0,충청남도 홍성군 갈산면 내갈리,0,9,110,0,0,0,42,9,4480038022,85
0,0,충청남도 홍성군 갈산면 가곡리,44,10,26,0,0,0,504,90,4480038024,46
0,0,충청남도 홍성군 갈산면 갈오리,0,0,0,0,0,0,96,10,4480038025,44
33,0,충청남도 홍성군 갈산면 쌍천리,3,8,36,0,0,0,0,1,4480038027,29
13,0,충청남도 홍성군 갈산면 오두리,4,14,65,0,0,97,53,3,4480038029,59
6,0,광주광역시 서구 서창동,0,3,7,0,0,0,89,57,2914012500,50
21,0,광주광역시 서구 세하동,89,13,8,0,0,0,74,24,2914012600,45
123,0,광주광역시 서구 용두동,5,20,49,0,0,0,27,42,2914012700,40
2,0,광주광역시 동구 충장로3가,0,0,0,0,0,0,0,0,2911012900,0
4,0,광주광역시 동구 충장로4가,0,0,0,0,0,0,0,0,2911013000,0
2,0,광주광역시 동구 금남로1가,0,0,0,0,0,0,0,0,2911013100,0
3,0,광주광역시 동구 금남로3가,0,0,0,0,0,0,0,0,2911013300,0
4,0,광주광역시 동구 금남로4가,0,0,0,0,0,0,0,0,2911013400,0
1162,0,광주광역시 서구,100,161,762,0,0,0,554,373,2914000000,830
8,0,충청북도 괴산군 청천면 신월리,7,12,2,0,0,0,199,47,4376036027,13
1,0,충청북도 괴산군 청천면 상신리,0,15,0,0,0,0,518,30,4376036028,58
21,0,충청북도 괴산군 청천면 고성리,0,87,0,0,0,0,925,107,4376036030,63
0,0,충청북도 제천시 수산면 고명리,0,14,0,0,0,0,379,81,4315033042,13
95,0,충청북도 제천시 덕산면,0,136,0,0,0,0,9346,1298,4315034000,288
392,0,충청남도 보령시 웅천읍,121,570,1041,53,0,265,2338,608,4418025000,1196
33,0,충청남도 보령시 웅천읍 평리,0,10,18,0,0,0,438,119,4418025022,110
0,0,충청남도 청양군 대치면 대치리,0,2,0,0,0,0,339,56,4479032029,16
0,0,충청남도 청양군 대치면 형산리,0,3,26,0,0,0,195,78,4479032031,37
25,0,충청남도 청양군 운곡면 모곡리,0,11,20,0,0,0,249,32,4479031024,76
68,0,충청남도 청양군 청남면 왕진리,0,45,85,0,0,0,14,2,4479035027,104
98,0,충청남도 청양군 청남면 대흥리,0,12,38,0,0,0,29,3,4479035029,43
16,0,충청남도 청양군 청남면 상장리,0,5,101,0,0,0,106,11,4479035031,98
537,0,충청남도 청양군 장평면,0,214,510,0,0,0,2658,417,4479036000,759
17,0,충청남도 청양군 장평면 은곡리,0,2,86,0,0,0,156,14,4479036022,110
9,0,충청남도 청양군 장평면 적곡리,0,45,104,0,0,0,663,122,4479036024,87
14,0,충청남도 청양군 장평면 락지리,0,5,20,0,0,0,329,45,4479036025,90
2,0,충청남도 청양군 장평면 죽림리,0,24,2,0,0,0,158,43,4479036027,15
48,0,충청남도 공주시 금흥동,0,5,62,0,0,0,105,20,4415012100,56
0,0,충청남도 공주시 중학동,0,1,0,0,0,0,17,0,4415010300,25
0,0,충청남도 공주시 중동,0,1,0,0,0,0,9,0,4415010400,19
0,0,충청남도 공주시 산성동,0,0,0,0,0,0,9,0,4415010500,20
79,0,충청남도 공주시 웅진동,0,53,70,0,0,0,172,8,4415010700,83
22,0,충청남도 공주시 금성동,0,39,12,0,0,0,43,0,4415010800,13
0,0,충청남도 공주시 금학동,0,5,0,0,0,0,408,52,4415011000,92
51,0,충청남도 공주시 봉정동,0,29,0,0,0,0,356,49,4415011100,88
27,0,충청남도 공주시 태봉동,0,3,0,0,0,0,236,23,4415011300,122
4,0,충청남도 공주시 오곡동,0,5,0,0,0,0,451,45,4415011400,160
42,0,충청남도 공주시 신기동,0,9,11,0,0,0,266,37,4415011500,83
31,0,충청남도 공주시 상왕동,0,62,4,0,0,0,680,89,4415011700,79
22,0,충청북도 영동군 추풍령면 계룡리,0,14,0,0,0,0,518,30,4374033523,99
41,0,충청북도 영동군 추풍령면 추풍령리,31,6,0,0,0,0,191,26,4374033524,88
0,0,충청북도 영동군 추풍령면 작점리,0,4,0,0,0,0,333,0,4374033526,131
0,0,충청북도 영동군 추풍령면 웅북리,0,1,3,0,0,0,316,26,4374033528,93
0,0,충청북도 영동군 추풍령면 지봉리,3,4,0,0,0,0,373,19,4374033529,132
22,0,충청북도 영동군 심천면 기호리,0,44,17,0,0,0,382,6,4374040028,64
7,0,충청북도 영동군 심천면 금정리,6,52,25,0,0,0,544,11,4374040030,98
82,0,충청북도 영동군 심천면 약목리,0,14,29,0,0,0,205,0,4374040031,56
193,0,충청북도 영동군 심천면 초강리,0,65,0,0,0,0,54,0,4374040033,29
3771,0,충청북도 진천군,1228,1515,3419,0,0,0,20366,1171,4375000000,9343
8,0,충청남도 서천군 판교면 판교리,0,0,12,0,0,0,183,39,4477038021,75
0,0,충청남도 서천군 판교면 심동리,0,0,13,0,0,0,474,53,4477038023,52
1,0,충청남도 서천군 판교면 상좌리,6,43,84,0,0,0,257,49,4477038024,81
0,0,충청남도 서천군 판교면 문곡리,0,0,37,0,0,0,62,18,4477038026,55
0,0,충청남도 서천군 판교면 만덕리,0,4,3,0,0,0,63,8,4477038028,38
22,0,충청남도 서천군 판교면 현암리,0,0,37,0,0,0,47,5,4477038029,57
0,0,충청남도 서천군 판교면 수성리,0,0,51,0,0,0,43,10,4477038031,54
0,0,충청남도 서천군 판교면 흥림리,0,83,38,0,0,0,157,34,4477038033,59
0,0,충청남도 서천군 판교면 금덕리,0,3,13,0,0,0,298,33,4477038035,70
247,0,충청남도 서천군 종천면,168,93,285,0,0,126,1074,218,4477039000,386
0,0,충청남도 보령시 청라면 음현리,0,2,95,0,0,0,98,14,4418035031,52
0,0,충청남도 보령시 남포면,469,184,528,90,0,1142,1075,328,4418036000,1119
0,0,충청남도 보령시 청소면 죽림리,0,54,112,0,0,68,195,62,4418034024,135
386,0,충청남도 청양군 비봉면,0,118,694,0,0,0,1564,254,4479039000,772
71,0,충청남도 청양군 비봉면 록평리,0,9,24,0,0,0,10,6,4479039021,56
1,0,충청남도 청양군 비봉면 중묵리,0,3,46,0,0,0,232,42,4479039023,62
32,0,충청남도 청양군 비봉면 사점리,0,15,21,0,0,0,318,37,4479039024,35
39,0,충청남도 청양군 비봉면 장재리,0,4,83,0,0,0,16,23,4479039026,45
0,0,충청남도 홍성군 광천읍 담산리,0,5,92,0,0,0,271,131,4480025323,125
2,0,충청남도 청양군 화성면 화암리,0,11,71,0,0,0,321,55,4479038025,111
0,0,충청남도 청양군 남양면 구룡리,0,8,92,0,0,0,84,30,4479037021,109
27,0,충청남도 청양군 남양면 신왕리,0,6,48,0,0,0,361,64,4479037022,86
64,0,충청북도 영동군 양강면 남전리,0,7,12,0,0,0,294,16,4374036025,40
14,0,충청북도 영동군 학산면 서산리,0,4,6,0,0,0,332,3,4374038021,116
38,0,충청북도 영동군 학산면 아암리,0,12,0,0,0,0,503,6,4374038023,98
9,0,충청북도 영동군 학산면 황산리,0,0,2,0,0,0,344,8,4374038025,103
18,0,충청북도 영동군 학산면 지내리,0,25,0,0,0,0,1084,24,4374038026,190
64,0,충청북도 영동군 학산면 봉림리,0,14,0,0,0,0,211,10,4374038028,40
66,0,충청북도 영동군 매곡면 노천리,0,25,0,0,0,0,279,26,4374034021,73
48,0,충청북도 영동군 매곡면 장척리,0,8,0,0,0,0,107,1,4374034023,40
103,0,충청북도 영동군 매곡면 유전리,0,6,0,0,0,0,134,15,4374034025,61
19,0,충청북도 영동군 매곡면 강진리,0,15,1,0,0,0,742,94,4374034026,118
0,0,충청북도 영동군 매곡면 어촌리,0,7,1,0,0,0,730,75,4374034028,123
0,0,충청남도 보령시 천북면 신덕리,0,0,10,0,0,2,156,0,4418033027,103
0,0,충청남도 보령시 청소면,69,397,872,0,0,149,1164,396,4418034000,1068
0,0,충청남도 보령시 청소면 진죽리,48,144,145,0,0,23,5,11,4418034021,178
0,0,충청남도 보령시 남포면 창동리,62,8,10,0,0,0,180,60,4418036023,95
0,0,충청남도 보령시 남포면 제석리,0,2,137,0,0,69,80,39,4418036025,145
0,0,충청남도 보령시 남포면 소송리,37,8,55,0,0,36,41,35,4418036027,82
0,0,충청남도 보령시 남포면 옥서리,10,26,5,0,0,0,314,25,4418036028,98
0,0,충청남도 보령시 남포면 신흥리,32,1,68,0,0,0,55,25,4418036030,103
0,0,충청남도 보령시 남포면 양항리,54,39,11,63,0,395,21,2,4418036031,76
0,0,충청남도 보령시 남포면 월전리,36,46,54,28,0,99,49,9,4418036033,105
60,0,충청남도 청양군 청남면 지곡리,0,17,9,0,0,0,41,12,4479035022,57
0,0,충청남도 청양군 청남면 내직리,0,7,22,0,0,0,227,29,4479035023,52
95,0,충청남도 청양군 청남면 동강리,0,14,22,0,0,0,34,0,4479035025,39
32,0,충청남도 청양군 정산면 와촌리,0,9,27,0,0,0,73,13,4479033033,55
5,0,충청남도 홍성군 광천읍 내죽리,35,7,58,0,0,0,1,1,4480025325,68
11,0,충청남도 홍성군 광천읍 매현리,0,4,89,0,0,0,27,13,4480025327,86
69,0,충청남도 홍성군 광천읍 상정리,0,6,44,0,0,0,58,39,4480025329,102
16,0,충청남도 홍성군 광천읍 옹암리,0,3,82,0,0,0,65,34,4480025330,81
7,0,충청남도 홍성군 광천읍 대평리,38,3,57,0,0,0,8,2,4480025332,73
45,0,충청북도 괴산군 칠성면 갈읍리,2,16,0,0,0,0,155,56,4376034031,12
29,0,충청북도 괴산군 칠성면 태성리,0,27,0,0,0,0,1242,132,4376034032,36
163,0,충청북도 괴산군 문광면,0,112,0,0,0,0,4006,777,4376035000,548
43,0,충청북도 괴산군 문광면 송평리,0,16,0,0,0,0,85,11,4376035022,62
13,0,충청북도 괴산군 문광면 유평리,0,9,0,0,0,0,360,44,4376035024,79
3029,0,충청북도 음성군,1077,1308,6138,0,0,0,22430,1392,4377000000,16574
0,0,충청남도 서산시 부석면 송시리,0,9,176,0,0,340,0,0,4421032023,138
0,0,충청남도 서산시 부석면 월계리,0,4,199,0,0,0,34,49,4421032024,219
7,0,충청남도 서산시 부석면 취평리,28,3,96,0,0,0,78,37,4421032026,107
0,0,충청남도 서산시 부석면 대두리,19,3,157,0,0,173,19,4,4421032027,103
0,0,충청남도 서산시 부석면 지산리,56,69,234,0,0,464,121,159,4421032029,199
0,0,충청남도 서산시 부석면 칠전리,10,81,137,0,0,103,9,13,4421032030,76
86,0,충청남도 서산시 운산면 원벌리,26,7,45,0,0,0,0,0,4421038038,49
613,0,충청남도 서산시 해미면,365,329,1054,0,0,850,2034,369,4421039000,1148
28,0,충청남도 서산시 해미면 읍내리,0,9,9,0,0,0,0,0,4421039021,34
0,0,충청남도 서산시 해미면 대곡리,0,23,24,0,0,0,725,158,4421039023,81
30,0,충청남도 서산시 인지면 둔당리,25,8,85,0,0,0,8,11,4421031021,70
16,0,충청남도 서산시 인지면 야당리,190,1,45,0,0,46,0,0,4421031022,53
38,0,충청남도 예산군 삽교읍 효림리,0,1,97,0,0,0,22,0,4481025340,66
517,34,충청남도 예산군 대술면,0,141,0,0,0,3,4019,395,4481031000,972
72,3,충청남도 예산군 대술면 화천리,0,10,0,0,0,0,245,10,4481031021,135
62,0,충청남도 예산군 대술면 상항리,0,13,0,0,0,0,145,6,4481031023,47
79,13,충청남도 예산군 대술면 장복리,0,13,0,0,0,0,214,22,4481031025,36
14,0,충청남도 예산군 대술면 송석리,0,26,0,0,0,3,591,93,4481031026,39
57,13,충청남도 예산군 대술면 궐곡리,0,13,0,0,0,0,391,38,4481031028,52
0,0,충청남도 예산군 대술면 시산리,0,0,0,0,0,0,417,39,4481031029,129
44,4,충청남도 예산군 대술면 산정리,0,7,0,0,0,0,144,4,4481031030,61
174,0,충청남도 예산군 삽교읍 삽교리,16,6,0,0,0,0,0,0,4481025322,0
49,0,충청남도 예산군 삽교읍 평촌리,98,8,0,0,0,0,0,0,4481025323,0
19,0,충청남도 예산군 삽교읍 이리,107,15,54,0,0,0,3,0,4481025325,62
17,0,경기도 양평군 강상면 송학리,30,9,17,0,0,0,332,18,4183031022,168
68,0,경기도 양평군 강상면 교평리,1,89,37,0,0,0,32,2,4183031023,69
1,0,경기도 가평군 설악면 설곡리,0,2,0,0,0,0,1332,127,4182031030,114
0,0,경기도 가평군 설악면 묵안리,0,0,0,0,0,0,816,125,4182031031,108
0,0,경기도 가평군 설악면 방일리,0,12,0,0,0,0,475,116,4182031033,128
0,0,경기도 가평군 설악면 천안리,0,14,3,0,0,0,626,54,4182031034,122
4,0,인천광역시 옹진군,0,1135,822,72,0,1751,6137,5099,2872000000,1762
4,0,인천광역시 옹진군 북도면,0,73,116,0,0,294,1027,34,2872031000,191
4,0,인천광역시 옹진군 북도면 신도리,0,36,13,0,0,140,431,12,2872031022,84
0,0,인천광역시 옹진군 북도면 모도리,0,3,0,0,0,11,56,0,2872031023,9
0,0,인천광역시 옹진군 백령면,0,388,0,72,0,796,79,3270,2872033000,522
0,0,인천광역시 옹진군 백령면 북포리,0,4,0,0,0,148,7,294,2872033022,69
0,0,인천광역시 강화군 교동면 고구리,0,91,71,0,0,201,98,21,2871040025,79
0,0,인천광역시 강화군 교동면 삼선리,0,0,30,0,0,287,0,0,2871040026,50
169,0,충청남도 부여군 장암면 하황리,0,52,24,0,0,0,64,5,4476042023,34
121,0,충청남도 부여군 장암면 장하리,0,31,28,0,0,0,101,6,4476042024,51
96,0,충청남도 부여군 장암면 정암리,0,20,69,0,0,0,156,7,4476042025,115
173,0,충청남도 부여군 장암면 석동리,0,15,24,0,0,2,95,2,4476042027,74
2,0,충청남도 서천군 장항읍,0,114,188,0,0,1074,246,5,4477025000,219
233,0,충청남도 부여군 세도면 가회리,0,12,16,0,0,1,9,0,4476043023,23
153,0,충청북도 충주시 용두동,0,25,0,0,0,0,0,0,4313011300,1
213,0,충청북도 충주시 봉방동,65,84,0,0,0,0,0,0,4313011500,0
4,0,충청북도 충주시 연수동,3,5,111,0,0,0,116,88,4313011800,177
45,0,충청북도 충주시 용탄동,0,52,88,0,0,0,457,76,4313012000,134
0,0,충청북도 충주시 종민동,0,166,0,0,0,0,615,103,4313012100,47
27,0,충청북도 충주시 신니면 마수리,24,10,24,0,0,0,212,56,4313035032,108
97,0,충청북도 충주시 신니면 견학리,129,6,36,0,0,0,0,0,4313035034,76
277,0,충청북도 충주시 노은면,4,118,146,0,0,0,3869,586,4313036000,1171
0,0,충청북도 충주시 노은면 법동리,0,0,0,0,0,0,242,74,4313036022,63
48,0,충청북도 충주시 노은면 안락리,0,9,17,0,0,0,285,16,4313036023,145
25,0,충청북도 충주시 노은면 가신리,4,9,24,0,0,0,443,70,4313036025,190
31,0,충청남도 논산시 연산면 고양리,0,5,0,0,0,0,58,3,4423036031,20
16,0,충청남도 논산시 연산면 덕암리,31,0,44,0,0,0,66,9,4423036033,88
23,0,충청남도 논산시 연산면 백석리,40,3,9,0,0,0,173,21,4423036035,101
4,0,충청남도 청양군 남양면 용마리,0,6,154,0,0,0,102,22,4479037024,122
26,0,충청북도 진천군 초평면 신통리,0,41,2,0,0,0,821,0,4375032021,110
71,0,충청북도 진천군 초평면 영구리,36,19,9,0,0,0,410,0,4375032022,81
103,0,충청북도 진천군 초평면 용정리,7,59,40,0,0,0,725,0,4375032024,144
44,0,충청북도 진천군 초평면 오갑리,63,25,23,0,0,0,206,0,4375032026,116
319,0,충청북도 진천군 광혜원면,84,89,247,0,0,0,1503,66,4375037000,703
61,0,충청북도 진천군 광혜원면 월성리,1,10,2,0,0,0,45,0,4375037022,21
50,0,충청북도 진천군 광혜원면 죽현리,25,9,56,0,0,0,265,7,4375037024,153
424,0,충청남도 아산시 탕정면,0,104,290,0,0,0,773,71,4420033000,762
22,0,충청남도 아산시 탕정면 용두리,0,6,19,0,0,0,272,11,4420033021,159
36,0,충청남도 아산시 탕정면 동산리,0,7,44,0,0,0,103,16,4420033023,124
168,0,충청남도 아산시 탕정면 매곡리,0,25,16,0,0,0,117,10,4420033025,112
156,0,충청남도 아산시 탕정면 갈산리,0,51,50,0,0,0,39,6,4420033026,86
1,0,충청남도 아산시 음봉면 삼거리,0,0,23,0,0,0,226,15,4420035021,83
24,0,충청남도 아산시 음봉면 동천리,0,5,0,0,0,0,227,10,4420035022,69
0,0,충청남도 아산시 음봉면 신정리,0,7,46,0,0,0,87,12,4420035024,121
0,0,충청남도 아산시 음봉면 산정리,0,0,26,0,0,0,202,18,4420035025,81
45,0,충청남도 아산시 실옥동,44,15,58,0,0,0,0,2,4420010200,45
36,0,충청남도 아산시 방축동,6,38,107,0,0,0,51,24,4420010300,104
17,0,충청남도 아산시 기산동,0,15,52,0,0,0,60,3,4420010400,73
0,0,충청북도 보은군 내북면 상궁리,0,18,0,0,0,0,295,59,4372039035,23
0,0,충청북도 보은군 내북면 신궁리,0,23,0,0,0,0,292,59,4372039036,7
19,0,충청북도 보은군 내북면 두평리,0,8,0,0,0,0,472,54,4372039038,1
0,0,충청북도 보은군 내북면 세촌리,0,0,0,0,0,0,227,60,4372039040,21
150,0,충청북도 보은군 산외면,8,141,0,0,0,0,4150,922,4372040000,493
8,0,충청북도 보은군 산외면 봉계리,0,3,0,0,0,0,210,62,4372040022,39
0,0,충청북도 보은군 내북면 용수리,0,1,0,0,0,0,191,41,4372039028,14
47,0,충청북도 옥천군 안남면 청정리,2,8,1,0,0,0,107,27,4373032025,30
0,0,충청북도 옥천군 안남면 도농리,0,3,22,0,0,0,407,42,4373032027,103
70,0,충청북도 옥천군 안내면,16,267,8,0,0,0,4790,767,4373033000,562
0,0,전라남도 완도군 약산면 우두리,0,112,0,0,0,63,372,14,4689034022,116
0,0,전라남도 완도군 약산면 득암리,0,6,0,0,0,0,290,47,4689034024,41
0,0,전라남도 완도군 청산면,0,62,0,0,0,7,2233,1235,4689035000,185
0,0,전라남도 완도군 고금면 농상리,0,16,0,0,0,31,259,25,4689033021,128
0,0,전라남도 진도군 군내면 월가리,0,17,0,0,0,23,470,103,4690031029,84
0,0,전라남도 진도군 군내면 정자리,0,4,0,0,0,20,198,47,4690031030,47
0,0,전라남도 진도군 고군면 석현리,0,1,0,0,0,0,150,34,4690032021,56
0,0,전라남도 진도군 고군면 고성리,0,1,0,0,0,0,301,80,4690032022,54
30,0,충청남도 청양군 대치면 시전리,0,10,106,0,0,0,370,97,4479032033,64
0,0,충청남도 청양군 대치면 상갑리,0,8,70,0,0,0,268,108,4479032034,46
25,0,충청남도 청양군 대치면 수석리,0,12,32,0,0,0,163,32,4479032036,64
352,0,충청남도 청양군 정산면,11,134,695,0,0,10,3300,782,4479033000,934
23,0,충청남도 청양군 정산면 백곡리,0,9,83,0,0,0,58,39,4479033023,72
1,0,충청남도 청양군 대치면 이화리,0,8,10,0,0,0,571,130,4479032032,37
48,0,전라남도 강진군 강진읍 학명리,100,14,21,0,0,112,28,25,4681025028,76
0,0,전라남도 강진군 강진읍 임천리,0,27,66,0,0,0,61,99,4681025030,82
0,0,전라남도 강진군 강진읍 덕남리,2,24,42,0,0,113,98,123,4681025031,53
0,0,전라남도 강진군 강진읍 송덕리,0,3,42,0,0,0,160,133,4681025033,80
0,0,전라남도 신안군 장산면 오음리,0,24,0,0,0,201,359,81,4691039021,50
0,0,전라남도 신안군 장산면 도창리,0,4,0,0,0,57,130,36,4691039023,41
0,0,전라남도 신안군 장산면 공수리,0,21,0,0,0,151,165,22,4691039024,21
0,0,전라남도 신안군 장산면 마진도리,0,1,0,0,0,0,77,2,4691039027,9
8,0,전라남도 신안군 안좌면,13,331,57,0,0,1734,2784,556,4691040000,466
0,0,전라남도 신안군 하의면 대리,0,15,0,0,0,106,226,37,4691037024,25
0,0,전라남도 신안군 하의면 후광리,0,43,0,0,0,141,288,62,4691037025,22
9,0,전라남도 장흥군 안양면 당암리,0,16,0,0,0,0,412,54,4680032023,165
23,0,전라남도 장흥군 안양면 운흥리,0,11,0,0,0,0,226,37,4680032024,110
6,0,전라남도 장흥군 대덕읍 연지리,18,75,0,0,0,75,1147,139,4680025621,217
9,0,전라남도 장흥군 대덕읍 연정리,27,25,0,0,0,0,316,23,4680025622,251
0,0,전라남도 장흥군 대덕읍 신월리,0,8,0,0,0,0,404,77,4680025623,160
0,0,전라남도 장흥군 대덕읍 잠두리,0,12,0,0,0,122,229,43,4680025625,80
0,0,전라남도 장흥군 대덕읍 신리,0,15,0,0,0,124,299,95,4680025626,59
0,0,전라남도 장흥군 대덕읍 옹암리,0,10,0,0,0,17,255,57,4680025628,16
0,0,충청북도 영동군 매곡면 공수리,0,2,13,0,0,0,254,29,4374034029,106
171,0,충청북도 영동군 상촌면,0,166,3,0,0,0,11880,822,4374035000,924
50,0,충청북도 영동군 상촌면 임산리,0,16,0,0,0,0,709,12,4374035021,103
49,0,충청북도 영동군 상촌면 하도대리,0,19,0,0,0,0,469,7,4374035023,56
6,0,충청북도 영동군 상촌면 상도대리,0,15,0,0,0,0,860,41,4374035024,70
0,0,인천광역시 강화군 교동면 난정리,0,126,26,0,0,228,29,22,2871040028,38
