allcolluvm_Layer_Area,alluvm_Layer_Area,bjd_Nm,colluvm_Layer_Area,diluvm_Layer_Area,etc_Area,residum_Layer_Area,stdg_Cd
131,14,경상북도 구미시 해평면 금산리,109,0,9,354,4719034026
83,33,경상북도 구미시 옥성면 대원리,43,0,38,385,4719032029
761,833,경상북도 구미시 도개면,690,0,401,3400,4719033000
52,217,경상북도 구미시 도개면 가산리,8,0,107,106,4719033021
136,86,경상북도 구미시 도개면 월림리,12,0,68,145,4719033023
341,626,경상남도 양산시 원동면,2180,0,536,11195,4833032000
22,224,경상남도 양산시 원동면 용당리,176,0,166,1034,4833032022
699,859,경기도 가평군 가평읍,914,29,727,11278,4182025000
58,99,경기도 가평군 가평읍 읍내리,38,5,106,383,4182025021
48,23,경상남도 창녕군 장마면 산지리,2,0,28,118,4874039025
91,1,경상남도 창녕군 장마면 동정리,1,0,27,111,4874039027
19,91,경상남도 밀양시 무안면 판곡리,16,0,12,90,4827038029
17,202,경상남도 밀양시 초동면 반월리,15,0,171,102,4827037025
72,109,경상남도 밀양시 초동면 검암리,32,0,37,146,4827037026
64,12,경상남도 밀양시 초동면 성만리,80,0,4,229,4827037028
35,46,경상남도 밀양시 초동면 신호리,5,0,50,28,4827037029
91,17,경상북도 영천시 고경면 상덕리,3,4,5,271,4723038039
45,27,경상북도 영천시 고경면 가수리,3,21,11,145,4723038040
38,5,경상북도 영천시 고경면 삼산리,13,0,10,105,4723038042
21,8,경상북도 영천시 고경면 오룡리,102,0,9,403,4723038044
57,55,충청남도 부여군 규암면 금암리,5,0,9,133,4476031028
34,110,충청남도 부여군 규암면 신리,1,0,44,65,4476031029
22,76,충청남도 부여군 규암면 진변리,1,3,25,19,4476031031
14,9,충청남도 부여군 규암면 규암리,0,0,8,22,4476031032
74,159,충청남도 부여군 부여읍 현북리,10,8,95,210,4476025042
917,1614,충청남도 부여군 규암면,75,75,412,1523,4476031000
105,154,충청남도 부여군 규암면 나복리,9,0,9,182,4476031022
34,68,충청남도 부여군 규암면 모리,3,0,9,54,4476031023
47,29,충청남도 부여군 규암면 호암리,1,0,59,89,4476031025
5,140,충청남도 부여군 부여읍 왕포리,0,0,30,6,4476025041
4,6,경기도 광주시 남종면 이석리,25,0,41,367,4161035023
55,138,경기도 광주시 남종면 귀여리,38,0,195,1125,4161035025
57,62,경기도 광주시 남종면 검천리,32,0,151,527,4161035026
0,17,경기도 광주시 남종면 우천리,0,0,101,0,4161035028
42,57,경기도 화성시 서신면 광평리,11,0,4,60,4159035023
68,98,경기도 화성시 서신면 장외리,29,0,41,183,4159035024
61,375,경기도 화성시 송산면 삼존리,4,0,77,147,4159034023
94,66,경기도 화성시 비봉면 쌍학리,46,0,4,368,4159032026
111,30,경기도 화성시 비봉면 청요리,15,3,0,234,4159032027
105,36,경기도 화성시 비봉면 자안리,19,0,1,245,4159032028
40,82,경기도 화성시 마도면 석교리,6,0,3,111,4159033021
97,63,경기도 화성시 마도면 송정리,13,0,4,192,4159033023
50,72,경기도 화성시 마도면 쌍송리,1,0,93,138,4159033024
14,177,경기도 화성시 마도면 슬항리,1,0,1,53,4159033026
62,28,경기도 화성시 마도면 해문리,19,0,2,126,4159033027
51,87,경기도 화성시 마도면 금당리,10,0,3,122,4159033029
48,20,전라남도 구례군 마산면 마산리,118,0,6,197,4673034021
790,1221,전라남도 강진군 군동면,410,134,335,3162,4681031000
662,813,전라남도 영암군 서호면,354,21,439,2087,4683037000
104,8,전라남도 영암군 서호면 화송리,0,0,4,91,4683037022
96,6,전라남도 영암군 서호면 청용리,17,0,13,348,4683037023
76,34,전라남도 영암군 서호면 장천리,31,0,4,344,4683037025
89,68,전라남도 영암군 서호면 쌍풍리,66,0,19,326,4683037026
41,113,전라남도 영암군 서호면 성재리,66,0,44,141,4683037028
32,156,전라남도 영암군 서호면 금강리,55,0,132,163,4683037029
493,1007,전라남도 영암군 학산면,559,256,341,3515,4683038000
26,48,전라남도 영암군 학산면 묵동리,87,0,5,592,4683038021
53,134,전라남도 영암군 학산면 상월리,96,76,68,696,4683038022
43,30,경상북도 영천시 북안면 명주리,1,0,7,89,4723039025
55,8,경상북도 영천시 북안면 신대리,0,6,9,98,4723039027
29,48,경상북도 영천시 북안면 신리리,2,31,15,77,4723039028
35,22,경상북도 영천시 북안면 도천리,10,24,8,88,4723039030
56,0,경상북도 영천시 북안면 옥천리,10,0,1,135,4723039031
79,33,경상북도 영천시 북안면 고지리,24,26,16,263,4723039033
61,16,경상북도 영천시 북안면 임포리,9,6,11,188,4723039034
80,0,경상북도 영천시 북안면 자포리,33,7,3,207,4723039036
67,29,경상북도 상주시 초산동,0,110,13,67,4725012800
55,9,경상북도 상주시 부원동,49,0,1,170,4725013100
37,0,경상북도 상주시 죽전동,0,118,4,12,4725013200
97,8,경상북도 상주시 만산동,54,13,12,145,4725013300
8,7,경상남도 통영시 용남면 장문리,72,0,4,148,4822031023
14,10,경상남도 통영시 용남면 삼화리,65,0,4,106,4822031024
33,41,경상남도 통영시 용남면 원평리,76,0,11,216,4822031025
4,3,경상남도 통영시 용남면 장평리,42,0,6,113,4822031026
62,34,경상남도 밀양시 무안면 동산리,74,0,12,363,4827038028
10,77,경상남도 밀양시 무안면 삼태리,37,0,19,169,4827038023
135,0,경상남도 창녕군 장마면 초곡리,16,0,9,360,4874039024
104,30,경상북도 영천시 화남면 신호리,1,50,31,204,4723035023
141,1,경상북도 영천시 화남면 사천리,3,56,23,350,4723035024
76,71,경상북도 영천시 화남면 선천리,22,27,45,153,4723035026
57,68,경상북도 영천시 화남면 삼창리,32,41,22,119,4723035027
136,73,경상북도 영천시 화남면 안천리,4,2,26,450,4723035029
70,9,경상북도 영천시 화남면 온천리,4,0,4,314,4723035030
8,0,경상북도 영천시 화남면 용계리,131,0,15,820,4723035032
424,174,경상북도 영천시 자양면,1107,10,653,6536,4723036000
107,56,경상북도 영천시 자양면 보현리,449,0,15,1294,4723036021
43,22,경상북도 영천시 고경면 동도리,35,31,15,139,4723038035
113,8,경상북도 영천시 고경면 차당리,5,7,15,287,4723038036
92,2,경상남도 사천시 곤양면 가화리,2,0,49,371,4824035029
122,16,경상남도 사천시 곤양면 중항리,0,0,6,296,4824035031
106,37,경상남도 사천시 곤양면 무고리,52,0,5,470,4824035032
1093,512,경상남도 사천시 곤명면,218,0,637,4519,4824036000
103,16,경상남도 사천시 축동면 반용리,0,0,19,342,4824034025
57,52,경상남도 사천시 용현면 송지리,4,88,9,37,4824033021
84,29,경상남도 사천시 용현면 선진리,1,0,18,95,4824033022
33,13,경상남도 사천시 용현면 신촌리,1,0,12,59,4824033024
53,57,경상남도 사천시 용현면 온정리,9,12,18,32,4824033025
23,0,경상남도 사천시 용현면 석계리,36,0,3,249,4824033027
41,0,경상남도 사천시 용현면 구월리,48,2,14,154,4824033028
49,93,경상남도 사천시 용현면 주문리,0,39,6,0,4824033031
22,25,경상북도 영양군 입암면 병옥리,22,9,10,256,4776031045
36,21,경상북도 영양군 입암면 흥구리,28,31,36,126,4776031046
884,383,경상북도 영양군 청기면,1127,1,196,11479,4776032000
74,68,경상북도 예천군 풍양면 효갈리,37,1,116,132,4790041042
22,10,경상북도 영천시 금호읍 신월리,11,151,19,57,4723025028
75,39,경상북도 영천시 신녕면 화성리,3,0,7,132,4723032027
35,118,경상북도 영천시 신녕면 완전리,2,20,20,64,4723032028
51,7,경상북도 영천시 신녕면 가천리,95,0,13,576,4723032031
1189,253,경상북도 영천시 화산면,136,329,190,3215,4723033000
29,41,경상북도 영천시 화산면 덕암리,0,12,7,68,4723033022
7864,6823,경상북도 포항시북구,4489,1429,1719,51230,4711300000
2,9,경상북도 포항시북구 신흥동,0,0,0,2,4711310200
1130,983,경상북도 포항시남구 장기면,543,10,268,7101,4711133000
5,12,경상북도 포항시남구 장기면 읍내리,9,0,12,79,4711133021
33,63,경상북도 포항시남구 장기면 마현리,13,0,12,77,4711133022
32,42,경상북도 포항시남구 장기면 영암리,8,0,4,53,4711133024
48,6,경상남도 김해시 주촌면 양동리,72,0,6,249,4825032026
159,2,경상북도 의성군 안평면 석탑리,47,0,5,664,4773046037
150,3,경상북도 의성군 안평면 신안리,94,0,11,752,4773046039
126,10,경상북도 의성군 안평면 대사리,36,0,11,457,4773046040
73,8,경상북도 영천시 본촌동,4,54,13,225,4723011700
74,8,경상북도 영천시 괴연동,48,0,10,383,4723011900
1049,547,경상북도 영주시 단산면,953,42,125,6511,4721038000
38,7,경상북도 경주시 양남면 읍천리,12,13,4,131,4713032028
148,2,경상남도 합천군 대양면 백암리,4,0,3,575,4889041030
75,1,경상남도 합천군 대양면 오산리,28,0,4,467,4889041031
66,0,경상남도 합천군 쌍백면 대곡리,16,0,2,302,4889042021
85,77,경상남도 합천군 쌍백면 평구리,6,0,19,302,4889042023
102,28,경상남도 합천군 쌍백면 평지리,4,0,11,271,4889042024
44,43,경상남도 합천군 쌍책면 오서리,12,0,32,241,4889037030
407,279,경상남도 합천군 덕곡면,28,0,111,1855,4889038000
73,35,경상남도 합천군 덕곡면 장리,9,0,4,363,4889038022
39,70,경상남도 합천군 덕곡면 학리,2,0,17,37,4889038024
0,84,경상남도 합천군 덕곡면 율지리,0,0,52,91,4889038025
62,16,경상북도 경주시 감포읍 노동리,57,0,1,303,4713025026
37,30,경상북도 경주시 감포읍 호동리,20,0,6,374,4713025028
46,95,경기도 성남시수정구 심곡동,13,0,16,129,4113111100
54,19,경상북도 포항시남구 장기면 대곡리,30,0,13,446,4711133041
72,16,경상북도 포항시남구 장기면 정천리,31,0,5,386,4711133043
1234,576,경상북도 김천시 대덕면,787,5,115,7072,4715044000
201,51,경상북도 김천시 대덕면 연화리,19,0,12,768,4715044021
40,22,경상북도 김천시 대덕면 외감리,75,0,3,317,4715044023
110,83,경상북도 김천시 대덕면 가례리,2,0,23,416,4715044025
199,62,경상북도 김천시 대덕면 조룡리,23,0,6,917,4715044026
132,72,경상북도 김천시 대덕면 관기리,6,0,14,382,4715044028
0,0,전라남도 영광군 낙월면 오도리,2,0,4,56,4687038030
50,77,전라남도 영광군 법성면 덕흥리,17,0,12,176,4687037025
11,7,경상남도 합천군 초계면 대평리,62,0,2,0,4889036029
11,9,경상남도 합천군 초계면 유하리,53,0,6,0,4889036030
569,353,경상남도 합천군 쌍책면,40,0,189,2785,4889037000
18,66,경기도 광주시 경안동,6,0,8,45,4161010100
90,6,울산광역시 울주군 온양읍 삼광리,61,0,9,416,3171025626
69,41,충청남도 논산시 상월면 학당리,0,0,6,84,4423034030
42,61,충청남도 논산시 상월면 주곡리,9,1,9,100,4423034031
73,47,충청남도 논산시 상월면 한천리,6,98,8,116,4423034032
716,1019,충청남도 논산시 부적면,4,349,250,759,4423035000
16,39,충청남도 논산시 부적면 마구평리,0,120,0,9,4423035021
123,21,경상북도 안동시 풍산읍 회곡리,9,0,43,249,4717025026
80,52,경상북도 안동시 풍산읍 계평리,1,0,101,211,4717025027
153,42,경상북도 안동시 풍산읍 수곡리,1,0,14,342,4717025029
15634,16108,경기도 화성시,1120,380,3304,32318,4159000000
53,44,경기도 광주시 도척면 상림리,128,0,17,901,4161033025
127,0,전라남도 함평군 월야면 예덕리,2,0,6,156,4686038028
62,64,전라남도 함평군 엄다면 송로리,5,8,8,154,4686034022
130,24,경상북도 안동시 예안면 삼계리,53,0,56,994,4717041026
55,0,경상북도 안동시 예안면 도촌리,239,0,0,1529,4717041027
99,10,경상북도 안동시 임동면 갈전리,0,0,36,757,4717040024
49,59,경기도 화성시 마도면 고모리,5,0,24,109,4159033030
94,72,경기도 화성시 송산면 사강리,12,0,0,132,4159034021
41,56,경기도 화성시 송산면 봉가리,4,0,0,72,4159034022
110,108,경기도 화성시 비봉면 구포리,28,0,5,118,4159032025
607,910,경상남도 고성군 고성읍,427,229,102,2135,4882025000
256,443,경상북도 구미시 공단동,27,85,219,194,4719011300
105,32,경상북도 구미시 옥성면 산촌리,108,0,8,356,4719032026
69,38,경상북도 구미시 옥성면 태봉리,49,0,2,322,4719032027
42,72,전라남도 영암군 학산면 학계리,77,0,12,507,4683038024
75,123,전라남도 강진군 강진읍 서산리,110,0,24,628,4681025035
110,110,경상북도 경주시 감포읍 오류리,39,0,28,1012,4713025025
156,77,경상북도 의성군 다인면 덕지리,67,0,16,502,4773044042
108,4,경상북도 의성군 다인면 덕미리,171,0,6,475,4773044043
24,44,경상북도 상주시 화서면 하송리,208,0,55,1381,4725041031
79,40,경상북도 상주시 화동면 어산리,131,0,12,963,4725040024
63,45,경상북도 상주시 화동면 신촌리,92,34,20,172,4725040025
69,1,경상북도 상주시 화동면 보미리,132,0,11,335,4725040027
90,0,경상북도 상주시 화동면 양지리,72,0,8,248,4725040028
956,168,경상북도 상주시 화서면,680,130,112,3903,4725041000
88,0,경상북도 상주시 화서면 신봉리,9,0,0,76,4725041021
55,16,경상북도 상주시 화서면 달천리,2,25,4,57,4725041023
24,51,경상남도 남해군 삼동면 동천리,158,0,11,383,4884033024
6,101,경상남도 남해군 삼동면 봉화리,443,0,38,1523,4884033025
26,10,경상남도 남해군 미조면,402,0,37,1098,4884034000
19,9,경상남도 남해군 미조면 송정리,324,0,8,833,4884034021
170,29,경상북도 경주시 현곡면 하구리,52,60,12,212,4713036023
43,39,경상북도 경주시 현곡면 무과리,8,0,9,104,4713036025
77,4,경상북도 경주시 현곡면 남사리,23,0,25,593,4713036026
21,8,경상북도 경주시 현곡면 래태리,127,0,18,662,4713036028
57,27,경상북도 경주시 산내면 의곡리,79,0,11,264,4713034026
49,37,경상북도 경주시 산내면 내일리,279,0,38,1400,4713034027
39,21,경상북도 경주시 산내면 우라리,171,0,4,911,4713034028
838,215,경상북도 경주시 서면,423,137,167,3403,4713035000
116,0,경상북도 경주시 서면 천촌리,81,0,10,465,4713035021
0,3,경상북도 안동시 서부동,0,0,0,0,4717010200
99,26,경상북도 경주시 내남면 안심리,157,7,10,758,4713033031
89,48,경상북도 경주시 내남면 박달리,394,0,54,1644,4713033032
42,43,경상남도 합천군 율곡면 문림리,0,0,36,125,4889035030
130,8,경상남도 합천군 율곡면 본천리,17,0,3,558,4889035031
52,75,경상남도 합천군 율곡면 제내리,0,0,144,187,4889035033
78,81,경상남도 합천군 율곡면 임북리,1,0,204,171,4889035034
23,1,경상남도 합천군 초계면 아막리,9,0,0,84,4889036021
56,16,경상남도 합천군 가야면 황산리,105,0,9,436,4889033031
56,4,경상남도 합천군 가야면 야천리,135,0,4,406,4889033032
21,0,경상남도 합천군 가야면 구원리,96,0,70,446,4889033033
690,245,경상남도 합천군 야로면,497,0,120,3222,4889034000
47,11,경상남도 합천군 야로면 덕암리,40,0,18,267,4889034021
37,43,경상남도 합천군 야로면 정대리,79,0,37,298,4889034023
550,159,경상남도 사천시 축동면,10,0,77,1534,4824034000
71,67,경상남도 사천시 축동면 배춘리,5,0,3,94,4824034021
40,9,경상남도 사천시 축동면 길평리,0,0,2,58,4824034022
86,24,경상남도 사천시 축동면 탑리,1,0,5,346,4824034024
556,358,경상남도 사천시 용현면,243,172,112,1347,4824033000
20,6,경상남도 거제시 남부면 다대리,92,0,7,340,4831033024
0,0,경상남도 거제시 남부면 갈곶리,29,0,13,284,4831033025
475,265,경상남도 거제시 거제면,711,0,102,2171,4831034000
55,5,경상남도 거제시 거제면 법동리,117,0,11,419,4831034021
59,35,경상남도 거제시 거제면 내간리,88,0,4,313,4831034023
32,0,경상남도 거제시 연초면 천곡리,31,0,0,153,4831037029
111,133,경상남도 거창군 남하면 무릉리,31,0,37,561,4888038021
176,112,경상남도 거창군 남하면 둔마리,12,0,3,593,4888038023
220,137,경상남도 거창군 남하면 지산리,31,0,21,835,4888038024
35,62,경상북도 포항시남구 장기면 신창리,16,6,8,116,4711133025
51,25,경상북도 포항시남구 장기면 계원리,25,0,2,341,4711133027
71,61,경상북도 포항시남구 장기면 수성리,65,1,39,1015,4711133029
41,87,경상북도 포항시남구 장기면 임중리,5,0,13,213,4711133030
92,116,경상북도 포항시남구 장기면 산서리,100,0,44,1145,4711133032
70,31,경상북도 포항시남구 장기면 금오리,11,0,2,174,4711133034
134,45,경상북도 포항시북구 장성동,4,0,6,336,4711312100
128,88,경상북도 포항시북구 양덕동,12,0,11,358,4711312200
108,42,경상북도 경주시 외동읍 개곡리,71,122,19,505,4713025928
115,1,경상북도 상주시 화서면 지산리,15,0,1,138,4725041029
44,46,경상북도 상주시 화서면 상곡리,148,0,22,786,4725041030
62,64,경상북도 경주시 신평동,31,0,66,197,4713013600
18,16,경상북도 경주시 덕동,28,0,131,614,4713013700
80,89,경상북도 경주시 암곡동,247,0,87,1952,4713013800
30,18,경상북도 경주시 황용동,154,0,27,1808,4713013900
51,199,경상북도 경주시 북군동,47,8,29,211,4713014000
77,35,경상북도 경주시 손곡동,34,0,11,244,4713014100
75,185,경상북도 경주시 율동,111,100,70,347,4713014200
84,17,경상북도 경주시 석장동,58,0,14,261,4713014400
